1,1,1,7.0344,2.8675,8.0528
3,1,1,13.707,2.0623,6.3588
5,1,1,16.025,1.5577,5.2468
7,1,1,17.02,1.2388,4.4666
9,1,1,17.603,1.0267,3.8896
1,3,1,5.2061,6.0493,6.5539
3,3,1,10.461,4.6456,5.3513
5,3,1,12.776,3.7096,4.5244
7,3,1,14.114,3.0773,3.9241
9,3,1,15.037,2.6289,3.4675
1,5,1,4.0854,7.6596,5.5216
3,5,1,8.3974,6.1739,4.6133
5,5,1,10.605,5.1282,3.973
7,5,1,12.058,4.3811,3.497
9,5,1,13.129,3.8249,3.1268
1,7,1,3.3453,8.5983,4.7661
3,7,1,6.9941,7.1809,4.0506
5,7,1,9.0603,6.1365,3.5394
7,7,1,10.526,5.3564,3.1525
9,7,1,11.652,4.7536,2.8463
1,9,1,2.8267,9.2075,4.1899
3,9,1,5.986,7.8954,3.6084
5,9,1,7.9073,6.8913,3.19
7,9,1,9.3394,6.1143,2.8691
9,9,1,10.475,5.4962,2.6115
1,1,3,5.5633,2.3485,19.016
3,1,3,11.315,1.7451,15.702
5,1,3,13.644,1.3484,13.371
7,1,3,14.824,1.0911,11.647
9,1,3,15.596,0.91681,10.32
1,3,3,4.2471,5.1227,16.135
3,3,3,8.8269,4.0194,13.607
5,3,3,11.068,3.2652,11.782
7,3,3,12.466,2.7465,10.402
9,3,3,13.474,2.3731,9.3198
1,5,3,3.3992,6.634,13.996
3,5,3,7.2033,5.4331,11.987
5,5,3,9.3153,4.5753,10.518
7,5,3,10.771,3.9535,9.3914
9,5,3,11.875,3.4843,8.4925
1,7,3,2.8225,7.5748,12.342
3,7,3,6.0785,6.406,10.7
5,7,3,8.0492,5.5362,9.4933
7,7,3,9.4918,4.8783,8.5557
9,7,3,10.623,4.3637,7.7977
1,9,3,2.4103,8.2225,11.028
3,9,3,5.2581,7.1227,9.6569
5,9,3,7.0912,6.2751,8.6468
7,9,3,8.4892,5.6119,7.8543
9,9,3,9.6137,5.0786,7.2064
1,1,5,4.5982,2.0039,26.031
3,1,5,9.6411,1.5203,22.185
5,1,5,11.892,1.1927,19.341
7,1,5,13.142,0.97698,17.15
9,1,5,14.008,0.82938,15.407
1,3,5,3.5777,4.4655,22.734
3,3,5,7.6317,3.5537,19.646
5,3,5,9.7654,2.9221,17.328
7,3,5,11.166,2.4836,15.519
9,3,5,12.208,2.1648,14.062
1,5,5,2.8991,5.8702,20.146
3,5,5,6.3003,4.8612,17.596
5,5,5,8.3046,4.1358,15.675
7,5,5,9.7338,3.6055,14.16
9,5,5,10.841,3.2017,12.925
1,7,5,2.4295,6.7835,18.059
3,7,5,5.3683,5.79,15.915
5,7,5,7.2394,5.0477,14.298
7,7,5,8.6427,4.4816,13.013
9,7,5,9.7607,4.0351,11.954
1,9,5,2.09,7.438,16.347
3,9,5,4.6823,6.4939,14.516
5,9,5,6.4259,5.7639,13.137
7,9,5,7.7803,5.1884,12.034
9,9,5,8.8835,4.7219,11.117
1,1,7,3.9207,1.7585,30.836
3,1,7,8.4117,1.3532,26.908
5,1,7,10.555,1.0728,23.891
7,1,7,11.816,0.88644,21.488
9,1,7,12.724,0.7583,19.523
1,3,7,3.0882,3.9763,27.504
3,3,7,6.7253,3.1947,24.228
5,3,7,8.7439,2.6499,21.69
7,3,7,10.117,2.2698,19.654
9,3,7,11.165,1.9921,17.976
1,5,7,2.5222,5.2805,24.777
3,5,7,5.5979,4.4072,21.989
5,5,7,7.4941,3.7786,19.831
7,5,7,8.8813,3.3171,18.09
9,5,7,9.9748,2.9635,16.644
1,7,7,2.1265,6.1543,22.502
3,7,7,4.8048,5.2893,20.101
5,7,7,6.5781,4.6429,18.249
7,7,7,7.9342,4.1475,16.747
9,7,7,9.0295,3.7544,15.49
1,9,7,1.8389,6.7991,20.583
3,9,7,4.2181,5.9727,18.496
5,9,7,5.8747,5.3334,16.892
7,9,7,7.1812,4.8268,15.584
9,9,7,8.257,4.4137,14.482
1,1,9,3.4215,1.5749,34.291
3,1,9,7.4753,1.2243,30.476
5,1,9,9.5057,0.97784,27.457
7,1,9,10.747,0.81302,24.985
9,1,9,11.666,0.69948,22.915
1,3,9,2.7176,3.5987,31.081
3,3,9,6.0182,2.9103,27.806
5,3,9,7.9241,2.4291,25.199
7,3,9,9.2562,2.0929,23.056
9,3,9,10.292,1.8468,21.256
1,5,9,2.2305,4.8124,28.367
3,5,9,5.0389,4.0388,25.51
5,5,9,6.8315,3.483,23.245
7,5,9,8.1698,3.0744,21.38
9,5,9,9.2402,2.7603,19.805
1,7,9,1.8881,5.6427,26.036
3,7,9,4.3488,4.8749,23.528
5,7,9,6.0294,4.3023,21.55
7,7,9,7.3351,3.8625,19.918
9,7,9,8.4019,3.5121,18.532
1,9,9,1.6388,6.2694,24.024
3,9,9,3.8375,5.5341,21.81
5,9,9,5.4115,4.9662,20.073
7,9,9,6.6688,4.5147,18.634
9,9,9,7.7141,4.145,17.406
