1,1,1,7.265,2.8436,3.3833
3,1,1,14.127,2.3071,2.7511
5,1,1,16.372,1.9104,2.3036
7,1,1,17.215,1.6178,1.9741
9,1,1,17.67,1.3996,1.7246
1,3,1,6.3538,4.9081,2.5777
3,3,1,12.566,4.4621,2.2013
5,3,1,14.593,4.0633,1.9138
7,3,1,15.395,3.6908,1.687
9,3,1,15.903,3.3563,1.5055
1,5,1,5.8696,5.3817,2.0626
3,5,1,11.943,5.1319,1.8162
5,5,1,13.885,4.944,1.622
7,5,1,14.53,4.7306,1.462
9,5,1,14.917,4.4876,1.3281
1,7,1,5.4941,5.5417,1.7157
3,7,1,11.585,5.3425,1.5398
5,7,1,13.636,5.2575,1.3998
7,7,1,14.203,5.1786,1.2823
9,7,1,14.456,5.063,1.1815
1,9,1,5.1638,5.6347,1.4684
3,9,1,11.267,5.4367,1.3353
5,9,1,13.516,5.3719,1.2285
7,9,1,14.115,5.3492,1.1383
9,9,1,14.295,5.3144,1.0598
1,1,3,5.9898,2.185,7.8618
3,1,3,11.977,1.8589,6.6961
5,1,3,14.135,1.595,5.8019
7,1,3,15.102,1.3873,5.1003
9,1,3,15.72,1.2249,4.5427
1,3,3,5.466,3.9224,6.2923
3,3,3,11.037,3.6865,5.5421
5,3,3,12.962,3.4534,4.9387
7,3,3,13.806,3.208,4.4386
9,3,3,14.389,2.9686,4.0218
1,5,3,5.1773,4.4619,5.2126
3,5,3,10.733,4.3421,4.6889
5,5,3,12.599,4.2659,4.2638
7,5,3,13.266,4.1541,3.901
9,5,3,13.696,3.9993,3.5872
1,7,3,4.9261,4.7312,4.446
3,7,3,10.561,4.6215,4.053
5,7,3,12.55,4.6062,3.7344
7,7,3,13.143,4.5939,3.461
9,7,3,13.432,4.5432,3.2204
1,9,3,4.686,4.9172,3.8773
3,9,3,10.374,4.7899,3.5682
5,9,3,12.559,4.7747,3.3173
7,9,3,13.186,4.796,3.102
9,9,3,13.403,4.8048,2.9114
1,1,5,5.1574,1.7654,10.608
3,1,5,10.5,1.5511,9.3362
5,1,5,12.524,1.3658,8.3018
7,1,5,13.514,1.2125,7.446
9,1,5,14.202,1.0878,6.7362
1,3,5,4.8364,3.2486,8.8022
3,3,5,9.9223,3.1245,7.9296
5,3,5,11.74,2.9906,7.2026
7,3,5,12.574,2.8287,6.575
9,3,5,13.182,2.6556,6.0327
1,5,5,4.657,3.7967,7.4864
3,5,5,9.8064,3.747,6.8432
5,5,5,11.599,3.7358,6.3115
7,5,5,12.262,3.6898,5.8454
9,5,5,12.704,3.5968,5.4304
1,7,5,4.4816,4.1182,6.5119
3,7,5,9.748,4.0602,6.0082
5,7,5,11.678,4.0852,5.596
7,7,5,12.281,4.1146,5.2362
9,7,5,12.586,4.1084,4.9128
1,9,5,4.3011,4.3554,5.7649
3,9,5,9.6446,4.2725,5.3559
5,9,5,11.772,4.2872,5.0217
7,9,5,12.414,4.3356,4.7319
9,9,5,12.652,4.3736,4.4715
1,1,7,4.5741,1.4807,12.403
3,1,7,9.4386,1.3299,11.184
5,1,7,11.327,1.1934,10.149
7,1,7,12.291,1.0761,9.2531
9,1,7,12.995,0.97774,8.4803
1,3,7,4.366,2.7655,10.583
3,3,7,9.0802,2.7027,9.6972
5,3,7,10.798,2.6295,8.9429
7,3,7,11.6,2.5238,8.2693
9,3,7,12.203,2.3981,7.6678
1,5,7,4.2505,3.2975,9.1908
3,5,7,9.0761,3.2858,8.5055
5,5,7,10.803,3.3121,7.9343
7,5,7,11.45,3.309,7.4229
9,5,7,11.886,3.2598,6.9562
1,7,7,4.1236,3.6408,8.1217
3,7,7,9.0863,3.6132,7.5653
5,7,7,10.966,3.6607,7.108
7,7,7,11.569,3.7158,6.7043
9,7,7,11.877,3.74,6.3351
1,9,7,3.9837,3.905,7.2791
3,9,7,9.0373,3.8507,6.8148
5,9,7,11.114,3.8828,6.4344
7,9,7,11.764,3.9477,6.1024
9,9,7,12.015,4.0049,5.8003
1,1,9,4.1434,1.2786,13.63
3,1,9,8.6495,1.1655,12.517
5,1,9,10.415,1.0601,11.548
7,1,9,11.33,0.96736,10.673
9,1,9,12.021,0.88778,9.8896
1,3,9,4.0002,2.4068,11.894
3,3,9,8.4246,2.3776,11.042
5,3,9,10.058,2.3418,10.309
7,3,9,10.817,2.2742,9.6352
9,3,9,11.399,2.1831,9.0156
1,5,9,3.9232,2.9119,10.506
3,5,9,8.4857,2.9204,9.8178
5,5,9,10.16,2.9675,9.2432
7,5,9,10.784,2.9921,8.7212
9,5,9,11.205,2.9742,8.2341
1,7,9,3.8282,3.2602,9.4059
3,7,9,8.5368,3.2504,8.8289
5,7,9,10.374,3.3096,8.3551
7,7,9,10.973,3.38,7.9339
9,7,9,11.278,3.4247,7.5428
1,9,9,3.717,3.5369,8.5174
3,9,9,8.5229,3.5012,8.0244
5,9,9,10.557,3.5432,7.6209
7,9,9,11.211,3.6173,7.2675
9,9,9,11.467,3.6866,6.9426
