,hour,start_cell,end_cell,duration_hr
137,3,6,12,0.16621212121212123
138,3,6,13,0.18574074074074073
139,3,6,14,0.18063425925925927
140,3,7,0,0.13332391713747646
141,3,7,1,0.20999999999999996
142,3,7,2,0.09872934472934476
143,3,7,3,0.48638888888888887
144,3,7,4,0.25287037037037036
145,3,7,5,0.37118055555555557
146,3,7,6,0.3662326388888889
147,3,7,7,0.07300873015873016
148,3,7,8,0.3360858585858586
149,3,7,9,0.17237901234567907
150,3,7,10,0.12717752234993612
151,3,7,11,0.24494047619047618
152,3,7,12,0.09461240310077512
153,3,7,13,0.08268518518518521
154,3,7,14,0.38083333333333336
155,3,8,0,0.3282407407407408
156,3,8,1,0.10809414826781542
157,3,8,2,0.3297222222222222
158,3,8,3,0.3137077294685991
159,3,8,5,0.4073333333333333
160,3,8,6,0.3661111111111111
161,3,8,7,0.29894444444444446
162,3,8,8,0.15676274018379283
163,3,8,9,0.12877358490566052
164,3,8,10,0.49638888888888894
165,3,8,11,0.20451111111111117
166,3,8,12,0.21449908925318753
167,3,8,14,0.1936349206349206
168,3,9,0,0.27743055555555557
169,3,9,1,0.10663614163614162
170,3,9,2,0.18683159722222223
171,3,9,3,0.3837037037037037
172,3,9,4,0.5916666666666667
173,3,9,5,0.2833333333333334
174,3,9,6,0.5217283950617282
175,3,9,7,0.1950694444444444
176,3,9,8,0.20469483568075114
177,3,9,9,0.09352560468631906
178,3,9,10,0.3057692307692308
179,3,9,11,0.1764957264957265
180,3,9,12,0.10752710027100269
181,3,9,13,0.2422222222222222
182,3,9,14,0.21581300813008125
183,3,10,0,0.20402777777777778
184,3,10,1,0.3497222222222222
185,3,10,2,0.4686805555555555
186,3,10,4,0.22722222222222221
187,3,10,5,0.6545833333333333
188,3,10,6,0.2946875
189,3,10,7,0.2018981481481482
190,3,10,8,0.33916666666666667
191,3,10,9,0.3829166666666667
192,3,10,10,0.09431261770244823
193,3,10,11,0.49694444444444447
194,3,10,12,0.25572222222222224
195,3,11,0,0.20681818181818185
196,3,11,1,0.14964683368128012
197,3,11,2,0.1291598440545808
198,3,11,3,0.24674603174603177
199,3,11,4,0.46041666666666664
200,3,11,5,0.1251262626262626
201,3,11,6,0.11796296296296295
202,3,11,7,0.20956072351421187
203,3,11,8,0.18176954732510286
204,3,11,9,0.13639087301587283
205,3,11,10,0.32305555555555565
206,3,11,11,0.15098750664540134
207,3,11,12,0.1686559139784946
208,3,11,13,0.25527777777777777
209,3,11,14,0.11750918273645547
210,3,12,0,0.32492063492063494
211,3,12,1,0.19541431261770242
212,3,12,2,0.175530303030303
213,3,12,5,0.3844444444444444
214,3,12,6,0.25574074074074077
215,3,12,7,0.17862268518518512
216,3,12,8,0.2982291666666667
217,3,12,9,0.1031172839506172
218,3,12,10,0.3198611111111111
219,3,12,11,0.20183501683501687
220,3,12,12,0.07076154806491887
221,3,12,13,0.14296296296296296
222,3,12,14,0.39677777777777773
223,3,13,0,0.09848765432098765
224,3,13,1,0.27311868686868696
225,3,13,2,0.14223611111111112
226,3,13,3,0.39872685185185186
227,3,13,4,0.5969444444444445
228,3,13,5,0.33138888888888884
229,3,13,7,0.07982804232804232
230,3,13,8,0.7547222222222222
231,3,13,9,0.20055555555555551
232,3,13,10,0.07575571895424835
233,3,13,11,0.2313888888888889
234,3,13,12,0.13735663082437274
235,3,13,13,0.14873737373737372
236,3,13,14,0.27569444444444446
237,3,14,0,0.2733888888888889
238,3,14,1,0.11756157635467981
239,3,14,2,0.19549418604651167
240,3,14,3,0.14731087470449172
241,3,14,4,0.4686111111111111
242,3,14,5,0.23611111111111113
243,3,14,6,0.20658789386401316
244,3,14,7,0.24083333333333332
245,3,14,8,0.1213978494623655
246,3,14,9,0.17304848251028804
247,3,14,10,0.3837280701754386
248,3,14,11,0.08500887874175544
249,3,14,12,0.2336215932914046
250,3,14,13,0.3086111111111111
251,3,14,14,0.1689197530864197
252,4,0,0,0.07720962962962966
253,4,0,1,0.228045267489712
254,4,0,2,0.09587125871258716
255,4,0,3,0.29737373737373735
256,4,0,5,0.2923958333333333
257,4,0,6,0.20141053391053382
258,4,0,7,0.11050445749075882
259,4,0,8,0.2950992063492063
260,4,0,9,0.2575435073627844
261,4,0,10,0.1383865628913937
262,4,0,11,0.2163136574074074
263,4,0,12,0.1478953853046595
264,4,0,13,0.09762872628726288
265,4,0,14,0.3443434343434344
266,4,1,0,0.3378266178266178
267,4,1,1,0.08269721383014438
268,4,1,2,0.19436507936507924
269,4,1,3,0.2585589318600367
270,4,1,4,0.6893055555555556
271,4,1,5,0.3295061728395061
272,4,1,6,0.3336266390614214
273,4,1,7,0.22468728698023188
274,4,1,8,0.14049215686274513
275,4,1,9,0.10495797760170346
276,4,1,10,0.3652645502645503
277,4,1,11,0.15074521381284658
278,4,1,12,0.15606543558378413
279,4,1,13,0.2777380952380953
280,4,1,14,0.15722874282733437
281,4,2,0,0.11511578657865774
282,4,2,1,0.16875737806772312
283,4,2,2,0.06536191793453207
284,4,2,3,0.3969722222222221
285,4,2,4,0.4207098765432099
286,4,2,5,0.24903673835125448
287,4,2,6,0.14527080427708053
288,4,2,7,0.11418108227988477
289,4,2,8,0.24766666666666676
290,4,2,9,0.12436049952651507
291,4,2,10,0.22395238095238088
292,4,2,11,0.12071518350930122
293,4,2,12,0.09659407432844913
294,4,2,13,0.1809775936157151
295,4,2,14,0.19013710826210828
296,4,3,0,0.3516975308641975
297,4,3,1,0.16678391053391045
298,4,3,2,0.31092361111111116
299,4,3,3,0.09208053154018579
300,4,3,5,0.22239316239316242
301,4,3,6,0.32140873015873017
302,4,3,7,0.3795906432748538
303,4,3,8,0.13529800431499464
304,4,3,9,0.21792056074766356
305,4,3,10,0.5021783625730994
306,4,3,11,0.2333691756272402
307,4,3,12,0.28604797979797975
308,4,3,14,0.12590026773761714
309,4,4,0,0.30212962962962964
310,4,4,1,0.43108237547892714
311,4,4,2,0.3265555555555556
312,4,4,4,0.2927777777777778
313,4,4,7,0.2201470588235294
314,4,4,9,0.29874999999999996
315,4,4,10,0.15763038548752834
316,4,4,11,0.5047222222222222
317,4,4,12,0.24388888888888888
318,4,4,13,0.29032407407407407
319,4,5,0,0.21370710784313715
320,4,5,1,0.2118777056277056
321,4,5,2,0.21055799220272906
322,4,5,3,0.24683479532163743
323,4,5,4,0.5966666666666667
324,4,5,5,0.0817489384288747
325,4,5,6,0.16921167695473255
326,4,5,7,0.2904079861111111
327,4,5,8,0.2800252525252525
328,4,5,9,0.2281135170603676
329,4,5,10,0.3057212752525251
330,4,5,11,0.10052295918367343
331,4,5,12,0.23997079772079785
332,4,5,13,0.30170634920634914
333,4,5,14,0.12265164399092969
334,4,6,0,0.0844795657726692
335,4,6,1,0.22224206349206352
336,4,6,2,0.11619089834515367
337,4,6,3,0.3350277777777778
338,4,6,4,0.32416666666666666
339,4,6,5,0.24253831417624525
340,4,6,6,0.11578815261044176
341,4,6,7,0.2031611111111112
342,4,6,8,0.2661728395061729
343,4,6,9,0.206482785602504
344,4,6,10,0.2407820767195766
345,4,6,11,0.13423333333333337
346,4,6,12,0.17871056241426614
347,4,6,13,0.30626543209876544
348,4,6,14,0.18690972222222224
349,4,7,0,0.17831169484702106
350,4,7,1,0.21681834500089772
351,4,7,2,0.1060428158655108
352,4,7,3,0.5438333333333334
353,4,7,4,0.26988425925925924
354,4,7,5,0.40292483660130723
355,4,7,6,0.27703649870801034
356,4,7,7,0.07462449543233479
357,4,7,8,0.31034869976359336
358,4,7,9,0.15256825868184468
359,4,7,10,0.14298519334312285
360,4,7,11,0.22331657088122603
361,4,7,12,0.09038317054845976
362,4,7,13,0.09933333333333333
363,4,7,14,0.3146794871794872
364,4,8,0,0.4107132132132132
365,4,8,1,0.10522698107154299
366,4,8,2,0.26554750402576477
367,4,8,3,0.2235791826309068
368,4,8,4,0.6462962962962963
369,4,8,5,0.3368910256410257
370,4,8,6,0.34158831908831894
371,4,8,7,0.255274914089347
372,4,8,8,0.09253472222222221
373,4,8,9,0.143445952855755
374,4,8,10,0.46092592592592585
375,4,8,11,0.22679920116194613
376,4,8,12,0.22128792735042727
377,4,8,13,0.34157407407407403
378,4,8,14,0.1851369863013699
379,4,9,0,0.30429429429429433
380,4,9,1,0.09543285999003491
381,4,9,2,0.14129482948294833
382,4,9,3,0.3216477272727272
383,4,9,4,0.36546296296296293
384,4,9,5,0.402925925925926
385,4,9,6,0.31379917184265005
386,4,9,7,0.155069745069745
387,4,9,8,0.21430041152263365
388,4,9,9,0.08434154537501012
389,4,9,10,0.3156871345029241
390,4,9,11,0.17834250524109022
391,4,9,12,0.11284702623601961
392,4,9,13,0.2066919191919192
393,4,9,14,0.21118489583333333
394,4,10,0,0.2543452380952381
395,4,10,1,0.433080808080808
396,4,10,2,0.2716666666666666
397,4,10,4,0.18638888888888885
398,4,10,5,0.36333333333333334
399,4,10,6,0.33539529914529914
400,4,10,7,0.21169642857142862
401,4,10,8,0.510246913580247
402,4,10,9,0.36154320987654315
403,4,10,10,0.08261616161616157
404,4,10,11,0.34074074074074073
405,4,10,12,0.26908662900188324
406,4,10,13,0.16940972222222223
407,4,10,14,0.4157516339869281
408,4,11,0,0.21419537318473494
409,4,11,1,0.14534673795134032
410,4,11,2,0.11942553810354845
411,4,11,3,0.27871913580246915
412,4,11,4,0.44343055555555566
413,4,11,5,0.17863115693012607
414,4,11,6,0.14465742740580761
415,4,11,7,0.1905158730158728
416,4,11,8,0.20721673976608196
417,4,11,9,0.13827726234258347
418,4,11,10,0.3040915144596655
419,4,11,11,0.08585809974107858
420,4,11,12,0.16696504992867328
421,4,11,13,0.2567907801418441
422,4,11,14,0.14144516283524908
423,4,12,0,0.22844262295081968
424,4,12,1,0.17068612391193025
425,4,12,2,0.12552710027100278
426,4,12,3,0.4896701388888889
427,4,12,4,0.3766111111111111
428,4,12,6,0.41509259259259257
429,4,12,7,0.09029210264075735
430,4,12,8,0.20917270531400967
431,4,12,9,0.10702300214762067
432,4,12,10,0.2682055555555556
433,4,12,11,0.1600273224043716
434,4,12,12,0.0699490069779925
435,4,12,13,0.12175154320987652
436,4,12,14,0.35388888888888886
437,4,13,0,0.09408682634730539
438,4,13,1,0.27101254480286735
439,4,13,2,0.15733333333333335
440,4,13,3,0.44023148148148145
441,4,13,4,0.34151709401709407
442,4,13,5,0.3657051282051282
443,4,13,6,0.2605050505050505
444,4,13,7,0.08054453262786597
445,4,13,8,0.37327777777777776
446,4,13,9,0.1896617692072237
447,4,13,10,0.08711722031309661
448,4,13,11,0.29404471544715444
449,4,13,12,0.12772681854516382
450,4,13,13,0.1352266081871345
451,4,14,0,0.26389780154486053
452,4,14,1,0.12557866138533402
453,4,14,2,0.19726990049751247
454,4,14,3,0.20995327102803746
455,4,14,4,0.42903846153846154
456,4,14,5,0.16628815628815635
457,4,14,6,0.22107638888888884
458,4,14,7,0.27316666666666684
459,4,14,8,0.12213213213213217
460,4,14,9,0.1670132924335379
461,4,14,10,0.3587081290849673
462,4,14,11,0.10414470996732024
463,4,14,12,0.22108266398929055
464,4,14,13,0.3141481481481481
465,4,14,14,0.0983020938872003
466,5,0,0,0.09301692552767812
467,5,0,1,0.25944119937694704
468,5,0,2,0.12465693386531244
469,5,0,3,0.4728968253968254
470,5,0,4,0.32875000000000004
471,5,0,5,0.3020595595595595
472,5,0,6,0.1619335816263192
473,5,0,7,0.1372587099811677
474,5,0,8,0.3928611111111111
475,5,0,9,0.21159905937683718
476,5,0,10,0.15364034427381318
477,5,0,11,0.2400108932461874
478,5,0,12,0.15242342946568285
479,5,0,13,0.1109935897435897
480,5,0,14,0.3354229797979799
481,5,1,0,0.30590884573894284
482,5,1,1,0.08618988599227569
483,5,1,2,0.2008775981524249
484,5,1,3,0.28724904528096057
485,5,1,4,0.4263888888888889
486,5,1,5,0.32134835479256063
487,5,1,6,0.31159000989119684
488,5,1,7,0.2271866589773165
489,5,1,8,0.1179012789768183
490,5,1,9,0.11183655581335314
491,5,1,10,0.3865771079073831
492,5,1,11,0.1554275173611111
493,5,1,12,0.16913917797658892
494,5,1,13,0.28351190476190485
495,5,1,14,0.12516375693598572
496,5,2,0,0.13824006190941684
497,5,2,1,0.1763965030089533
498,5,2,2,0.06749408480030288
499,5,2,3,0.4045149911816578
500,5,2,4,0.3930034722222222
501,5,2,5,0.29155601659751057
502,5,2,6,0.14295142586676124
503,5,2,7,0.12268943089430888
504,5,2,8,0.2524002157497303
505,5,2,9,0.13951778547840102
506,5,2,10,0.23951884299819237
507,5,2,11,0.11953339432753879
508,5,2,12,0.1000732508209146
509,5,2,13,0.18441822721597995
510,5,2,14,0.2183481701285855
511,5,3,0,0.39879198966408275
512,5,3,1,0.1773628631498471
513,5,3,2,0.3156790123456791
514,5,3,3,0.09181093109310931
515,5,3,4,0.5605555555555556
516,5,3,5,0.23615056818181815
517,5,3,6,0.3372941176470589
518,5,3,7,0.36349922839506144
519,5,3,8,0.13583620124549334
520,5,3,9,0.25010966323466316
521,5,3,10,0.5069747474747475
522,5,3,11,0.21948789878987898
523,5,3,12,0.2979142512077294
524,5,3,13,0.5400396825396826
525,5,3,14,0.16375581733566028
526,5,4,0,0.5919444444444444
527,5,4,1,0.462843137254902
528,5,4,2,0.40457407407407414
529,5,4,4,0.3388541666666666
530,5,4,7,0.2715648148148148
531,5,4,9,0.40347883597883605
532,5,4,10,0.2218115942028986
533,5,4,11,0.44333333333333336
534,5,4,12,0.32485042735042735
535,5,4,13,0.22420634920634921
536,5,5,0,0.22745569494225407
537,5,5,1,0.2234284597341674
538,5,5,2,0.1953954202077429
539,5,5,3,0.31581699346405234
540,5,5,4,0.6345833333333333
541,5,5,5,0.08732741156303578
542,5,5,6,0.17565359477124182
543,5,5,7,0.29156146864686483
544,5,5,8,0.24419823232323237
545,5,5,9,0.23572947095099023
546,5,5,10,0.3202315827862873
547,5,5,11,0.1053113925370022
548,5,5,12,0.26492007337526174
549,5,5,13,0.34594065656565665
550,5,5,14,0.14292532369768154
551,5,6,0,0.1089647766323025
552,5,6,1,0.2376195499296766
553,5,6,2,0.12507798573975032
554,5,6,3,0.3920994832041344
555,5,6,4,0.40358974358974353
556,5,6,5,0.21222568003688336
557,5,6,6,0.09642541486291482
558,5,6,7,0.2079572036150984
559,5,6,8,0.3022296296296295
560,5,6,9,0.21726133040935672
561,5,6,10,0.23612486626929502
562,5,6,11,0.1336549931833673
563,5,6,12,0.20690090090090105
564,5,6,13,0.1841477272727273
565,5,6,14,0.21024531024531012
566,5,7,0,0.1476720206226452
567,5,7,1,0.22904965296316115
568,5,7,2,0.13115312376433366
569,5,7,3,0.5645138888888888
570,5,7,4,0.2514952718676122
571,5,7,5,0.4372747747747748
572,5,7,6,0.2534012591119947
573,5,7,7,0.08322759607206369
574,5,7,8,0.2768584656084658
575,5,7,9,0.17002298280423295
576,5,7,10,0.16312140583282
577,5,7,11,0.2253368966634271
578,5,7,12,0.10074799196787154
579,5,7,13,0.10132777777777777
580,5,7,14,0.3336594202898551
581,5,8,0,0.4352777777777776
582,5,8,1,0.10277251455656607
583,5,8,2,0.27883734809027777
584,5,8,3,0.17824929432897083
585,5,8,5,0.344084757834758
586,5,8,6,0.39788888888888896
587,5,8,7,0.2919145043246841
588,5,8,8,0.09413119547502644
589,5,8,9,0.1647487413917933
590,5,8,10,0.4582111462728553
591,5,8,11,0.23767906109465875
592,5,8,12,0.22546895989253526
593,5,8,13,0.366360153256705
594,5,8,14,0.1499574694311537
595,5,9,0,0.32672096908939025
596,5,9,1,0.10399809513241602
597,5,9,2,0.16006250000000005
598,5,9,3,0.37010012919896623
599,5,9,4,0.5063675213675214
600,5,9,5,0.3559953703703703
601,5,9,6,0.2993295403837575
602,5,9,7,0.1752647094578167
603,5,9,8,0.1804916067146284
604,5,9,9,0.09061353747305935
605,5,9,10,0.33057827616534763
606,5,9,11,0.1626959726717009
607,5,9,12,0.11330553683737649
608,5,9,13,0.28377394636015313
609,5,9,14,0.1939160280970626
610,5,10,0,0.21884553628773284
611,5,10,1,0.4204783950617283
612,5,10,2,0.3203952991452992
613,5,10,4,0.20788659793814424
614,5,10,5,0.6508333333333333
615,5,10,6,0.3664983164983165
616,5,10,7,0.21058190883190894
617,5,10,8,0.5637500000000002
618,5,10,9,0.37282843633907486
619,5,10,10,0.09428884899261904
620,5,10,11,0.4113518518518519
621,5,10,12,0.26660308810172595
622,5,10,13,0.17418244949494952
623,5,10,14,0.48029411764705887
624,5,11,0,0.20796670256686411
625,5,11,1,0.15026478170829607
626,5,11,2,0.12757274217509335
627,5,11,3,0.32277652652652644
628,5,11,4,0.5073125
629,5,11,5,0.17504322889916113
630,5,11,6,0.16338110767822434
631,5,11,7,0.21606888269022198
632,5,11,8,0.2003380569655951
633,5,11,9,0.14272539471742682
634,5,11,10,0.3202523427041495
635,5,11,11,0.07251361324872871
636,5,11,12,0.17478467207230022
637,5,11,13,0.28696152094717664
638,5,11,14,0.12395841380198273
639,5,12,0,0.24165841584158418
640,5,12,1,0.1817411450752062
641,5,12,2,0.14290254594503438
642,5,12,3,0.4384330484330485
643,5,12,4,0.4462731481481481
644,5,12,5,0.5015555555555555
645,5,12,6,0.2873556430446194
646,5,12,7,0.0959396052756428
647,5,12,8,0.23782608695652172
648,5,12,9,0.11171264114163829
649,5,12,10,0.2685994560994561
650,5,12,11,0.20582077423167847
651,5,12,12,0.07934052059052069
652,5,12,13,0.1319060097833683
653,5,12,14,0.23926426426426425
654,5,13,0,0.13309243565599482
655,5,13,1,0.26484126984126993
656,5,13,2,0.16609999999999997
657,5,13,3,0.48349206349206336
658,5,13,4,0.19347222222222227
659,5,13,5,0.38391252955082744
660,5,13,6,0.25600975975975976
661,5,13,7,0.09323896103896095
662,5,13,8,0.36244444444444435
663,5,13,9,0.2273464352560828
664,5,13,10,0.10256481481481491
665,5,13,11,0.29077991452991453
666,5,13,12,0.1495765911542613
667,5,13,13,0.14853216374269007
668,5,13,14,0.3882777777777778
669,5,14,0,0.2651125116713353
670,5,14,1,0.1292176846421589
671,5,14,2,0.20666134525329913
672,5,14,3,0.19702255225522539
673,5,14,4,0.4220039682539682
674,5,14,5,0.15782795698924737
675,5,14,6,0.21438103864734312
676,5,14,7,0.2842429340511437
677,5,14,8,0.13776463963963975
678,5,14,9,0.17398154064607727
679,5,14,10,0.36238458994709005
680,5,14,11,0.12019020853698267
681,5,14,12,0.2266306792622584
682,5,14,13,0.3316552511415526
683,5,14,14,0.08126790618273602
684,6,0,0,0.09635170053774694
685,6,0,1,0.27942005937235004
686,6,0,2,0.1374013204101698
687,6,0,3,0.48609722222222224
688,6,0,4,0.48469017094017086
689,6,0,5,0.33273368606701936
690,6,0,6,0.164222613458529
691,6,0,7,0.14210049783905024
692,6,0,8,0.3986067019400353
693,6,0,9,0.23368805684412042
694,6,0,10,0.15745733788395905
695,6,0,11,0.2420959595959594
696,6,0,12,0.17710707440320625
697,6,0,13,0.12020367412140584
698,6,0,14,0.3427710843373495
699,6,1,0,0.3291912177328844
700,6,1,1,0.09261887932800579
701,6,1,2,0.20049406186922025
702,6,1,3,0.3086323207443896
703,6,1,4,0.5843650793650795
704,6,1,5,0.3239351851851852
705,6,1,6,0.33750912541976935
706,6,1,7,0.2377208517815725
707,6,1,8,0.1258469112769483
708,6,1,9,0.1212318940028705
709,6,1,10,0.3927404068423486
710,6,1,11,0.15069665582377445
711,6,1,12,0.1641960244152759
712,6,1,13,0.31249453193350846
713,6,1,14,0.13087315050419404
714,6,2,0,0.14176642737032694
715,6,2,1,0.18445374800637968
716,6,2,2,0.07513730225070449
717,6,2,3,0.4301756885090219
718,6,2,4,0.38165404040404044
719,6,2,5,0.29862676056338067
720,6,2,6,0.165239898989899
721,6,2,7,0.12797982955861217
722,6,2,8,0.26387499999999997
723,6,2,9,0.14079069482384288
724,6,2,10,0.2550193948797517
725,6,2,11,0.13246572504708093
726,6,2,12,0.1108253585669225
727,6,2,13,0.1915254552211075
728,6,2,14,0.22408004009163815
729,6,3,0,0.4334834834834835
730,6,3,1,0.18745446265938054
731,6,3,2,0.3341298527443107
732,6,3,3,0.11080680757151368
733,6,3,4,0.6239583333333334
734,6,3,5,0.2644782913165266
735,6,3,6,0.3709672021419009
736,6,3,7,0.37312710437710456
737,6,3,8,0.13450419896640825
738,6,3,9,0.25471874542526696
739,6,3,10,0.5347539682539681
740,6,3,11,0.22722559331175843
741,6,3,12,0.3115939261683939
742,6,3,13,0.5261666666666667
743,6,3,14,0.1617220113851991
744,6,4,0,0.5030555555555556
745,6,4,1,0.3538444444444444
746,6,4,2,0.404957264957265
747,6,4,4,0.38800505050505046
748,6,4,5,0.5738888888888889
749,6,4,6,0.7055555555555556
750,6,4,7,0.3104289215686274
751,6,4,8,0.47194444444444444
752,6,4,9,0.47241452991453
753,6,4,10,0.21510256410256418
754,6,4,11,0.4127777777777778
755,6,4,12,0.3999910394265233
756,6,4,13,0.2788383838383839
757,6,4,14,0.5997222222222223
758,6,5,0,0.2394995311767461
759,6,5,1,0.22029747027190744
760,6,5,2,0.21881589618815897
761,6,5,3,0.30340277777777774
762,6,5,4,0.48962962962962964
763,6,5,5,0.08629113247863245
764,6,5,6,0.1995642978003385
765,6,5,7,0.3195490816019272
766,6,5,8,0.27877492877492865
767,6,5,9,0.24764834680762854
768,6,5,10,0.3485624493106245
769,6,5,11,0.12579287587017443
770,6,5,12,0.2946800281293954
771,6,5,13,0.3121990740740741
772,6,5,14,0.14698717948717943
773,6,6,0,0.11429667040778144
774,6,6,1,0.24858413421008285
775,6,6,2,0.13310680944535974
776,6,6,3,0.4153062678062678
777,6,6,4,0.44255787037037037
778,6,6,5,0.21455739625167347
779,6,6,6,0.09766317144959533
780,6,6,7,0.21109093529326992
781,6,6,8,0.3056608187134503
782,6,6,9,0.22988724968988145
783,6,6,10,0.22690961337513102
784,6,6,11,0.1478023366714358
785,6,6,12,0.20868637492240832
786,6,6,13,0.18512207274539105
787,6,6,14,0.21070118662351664
788,6,7,0,0.1552606519120746
789,6,7,1,0.2284309711676843
790,6,7,2,0.1303170289855071
791,6,7,3,0.42072997416020663
792,6,7,4,0.25024431057563595
793,6,7,5,0.4570441595441595
794,6,7,6,0.2762407780013413
795,6,7,7,0.0942586390992044
796,6,7,8,0.3207244744744744
797,6,7,9,0.17671520595173285
798,6,7,10,0.1705035748792272
799,6,7,11,0.2467777777777778
800,6,7,12,0.10716637613790453
801,6,7,13,0.12437387539361246
802,6,7,14,0.3638845486111111
803,6,8,0,0.4213259259259258
804,6,8,1,0.11345539708766973
805,6,8,2,0.2782730988490912
806,6,8,3,0.180105899312486
807,6,8,4,0.543395061728395
808,6,8,5,0.37314595103578135
809,6,8,6,0.4159524765729587
810,6,8,7,0.3052747747747749
811,6,8,8,0.09196652575866936
812,6,8,9,0.16888738981831308
813,6,8,10,0.46598732943469773
814,6,8,11,0.22212969442500607
815,6,8,12,0.22740583015296775
816,6,8,13,0.39056216931216947
817,6,8,14,0.15734269781144775
818,6,9,0,0.34438746438746437
819,6,9,1,0.11558989621489636
820,6,9,2,0.16793857953080693
821,6,9,3,0.3554538341158059
822,6,9,4,0.5636111111111111
823,6,9,5,0.34790068829891835
