,hour,start,end_cell,hourly_rate
187,3,18,11,0.039845758354755
188,3,18,12,0.177377892030848
189,3,18,14,0.0038560411311051
190,3,19,1,0.008997429305911901
191,3,19,6,0.0012853470437017
192,3,19,9,0.0038560411311051998
193,3,19,12,0.0025706940874034
194,3,19,14,0.0025706940874035
195,3,20,1,0.0051413881748069
196,3,20,2,0.0012853470437017
197,3,20,3,0.0012853470437017
198,3,20,5,0.0012853470437017
199,3,20,6,0.0012853470437017
200,3,20,7,0.0012853470437017
201,3,20,11,0.0025706940874034
202,3,20,12,0.0012853470437017
203,3,21,0,0.0051413881748069
204,3,21,1,0.060411311053982994
205,3,21,2,0.0115681233933158
206,3,21,3,0.0012853470437017
207,3,21,6,0.0038560411311053
208,3,21,7,0.0051413881748069
209,3,21,8,0.0115681233933157
210,3,21,9,0.1259640102827751
211,3,21,11,0.0064267352185086
212,3,21,12,0.0179948586118248
213,3,21,14,0.0025706940874034
214,3,22,5,0.0012853470437017
215,3,22,8,0.0038560411311051
216,3,22,9,0.0012853470437017
217,3,22,11,0.0012853470437017
218,3,22,12,0.0012853470437017
219,3,23,0,0.0064267352185087
220,3,23,1,0.0012853470437017
221,3,23,2,0.0964010282776342
222,3,23,5,0.0012853470437017
223,3,23,6,0.0051413881748069
224,3,23,7,0.0167095115681227
225,3,23,9,0.0334190231362456
226,3,23,10,0.0025706940874035
227,3,23,11,0.0115681233933155
228,3,23,12,0.039845758354755303
229,3,23,13,0.0025706940874034
230,3,24,0,0.0025706940874035
231,3,24,1,0.0218508997429303
232,3,24,2,0.0128534704370175
233,3,24,4,0.0012853470437017
234,3,24,5,0.0012853470437017
235,3,24,6,0.0025706940874035
236,3,24,7,0.0205655526992281
237,3,24,8,0.0205655526992285
238,3,24,9,0.016709511568122698
239,3,24,10,0.0051413881748069
240,3,24,11,0.0012853470437017
241,3,24,12,0.0244215938303333
242,3,24,13,0.0012853470437017
243,3,24,14,0.0025706940874034
244,3,25,0,0.0025706940874034
245,3,25,1,0.0064267352185086
246,3,25,2,0.0192802056555264
247,3,25,6,0.0012853470437017
248,3,25,8,0.0012853470437017
249,3,25,9,0.056555269922878196
250,3,25,10,0.0089974293059123
251,3,25,11,0.0051413881748068
252,3,25,12,0.0154241645244209
253,3,25,13,0.0012853470437017
254,3,25,14,0.006426735218508501
255,3,26,1,0.0809768637532125
256,3,26,2,0.0038560411311051998
257,3,26,4,0.0012853470437017
258,3,26,7,0.0012853470437017
259,3,26,8,0.0012853470437017
260,3,26,9,0.0501285347043688
261,3,26,10,0.0012853470437017
262,3,26,11,0.0462724935732641
263,3,26,12,0.0077120822622106
264,3,26,14,0.010282776349614199
265,3,27,0,0.0282776349614395
266,3,27,1,0.0115681233933154
267,3,27,5,0.0205655526992287
268,3,27,6,0.0025706940874035
269,3,27,9,0.03727506426735169
270,3,27,11,0.0064267352185087
271,3,27,12,0.0012853470437017
272,3,27,14,0.0025706940874035
273,3,28,0,0.0025706940874034
274,3,28,1,0.0179948586118248
275,3,28,2,0.007712082262210501
276,3,28,5,0.0128534704370177
277,3,28,6,0.0012853470437017
278,3,28,7,0.0012853470437017
279,3,28,8,0.0141388174807194
280,3,28,9,0.0462724935732637
281,3,28,11,0.0038560411311051
282,3,28,12,0.0025706940874035
283,3,28,14,0.0051413881748071
284,3,29,0,0.0025706940874034
285,3,29,1,0.010282776349614001
286,3,29,2,0.0051413881748069
287,3,29,5,0.0038560411311051998
288,3,29,6,0.0025706940874034
289,3,29,9,0.0424164524421586
290,3,29,10,0.0012853470437017
291,3,29,11,0.006426735218508501
292,3,29,12,0.0128534704370179
293,3,29,14,0.0038560411311051998
294,3,30,1,0.0025706940874034
295,3,30,2,0.0012853470437017
296,3,30,8,0.0051413881748069
297,3,30,9,0.0064267352185086
298,3,30,12,0.0128534704370176
299,3,31,0,0.0038560411311051998
300,3,32,0,0.0012853470437017
301,3,32,4,0.0012853470437017
302,3,32,5,0.0012853470437017
303,3,32,13,0.0012853470437017
304,3,33,0,0.0077120822622107
305,3,33,1,0.057840616966580397
306,3,33,2,0.030848329048842202
307,3,33,7,0.0359897172236497
308,3,33,9,0.0398457583547547
309,3,33,10,0.012853470437017699
310,3,33,11,0.0012853470437017
311,3,33,12,0.0552699228791766
312,3,33,13,0.0012853470437017
313,3,33,14,0.0038560411311051
314,3,34,0,0.0012853470437017
315,3,34,2,0.0012853470437017
316,3,34,6,0.0012853470437017
317,3,34,7,0.0012853470437017
318,3,34,10,0.0012853470437017
319,3,34,11,0.0012853470437017
320,3,35,1,0.15552699228791608
321,3,35,3,0.0012853470437017
322,3,35,7,0.0012853470437017
323,3,35,8,0.0115681233933158
324,3,35,9,0.037275064267350805
325,3,35,10,0.0025706940874034
326,3,35,11,0.0012853470437017
327,3,35,12,0.0334190231362463
328,3,35,14,0.0025706940874034
329,3,36,1,0.0128534704370172
330,3,36,2,0.0012853470437017
331,3,36,8,0.025706940874035602
332,3,36,9,0.0038560411311051998
333,3,36,14,0.0051413881748069
334,3,37,1,0.033419023136245896
335,3,37,8,0.0038560411311051998
336,3,37,9,0.0244215938303334
337,3,37,14,0.0012853470437017
338,3,38,0,0.0038560411311051
339,3,38,1,0.0051413881748069
340,3,38,2,0.0051413881748069
341,3,38,3,0.0012853470437017
342,3,38,6,0.0012853470437017
343,3,38,7,0.0257069408740354
344,3,38,9,0.0115681233933157
345,3,38,10,0.0025706940874034
346,3,38,12,0.010282776349614199
347,3,39,1,0.0025706940874034
348,3,39,8,0.0025706940874034
349,3,39,9,0.007712082262210301
350,3,39,12,0.0012853470437017
351,3,40,1,0.0012853470437017
352,3,40,9,0.0025706940874034
353,3,41,1,0.0025706940874034
354,3,41,3,0.0012853470437017
355,3,41,5,0.0012853470437017
356,3,41,8,0.0025706940874034
357,3,41,11,0.0025706940874035
358,3,41,12,0.0064267352185087
359,3,42,2,0.0012853470437017
360,3,42,4,0.0012853470437017
361,3,42,7,0.0038560411311051
362,3,42,8,0.0012853470437017
363,3,42,10,0.0089974293059125
364,3,42,11,0.0012853470437017
365,3,42,12,0.0012853470437017
366,3,42,13,0.0012853470437017
367,3,43,1,0.0848329048843182
368,3,43,2,0.0012853470437017
369,3,43,3,0.005141388174807
370,3,43,8,0.0205655526992284
371,3,43,9,0.021850899742930297
372,3,43,11,0.0025706940874035
373,3,43,12,0.0038560411311051998
374,3,43,14,0.0012853470437017
375,3,44,1,0.0025706940874034
376,3,44,5,0.0012853470437017
377,3,44,7,0.0012853470437017
378,3,44,9,0.0578406169665802
379,3,44,14,0.0012853470437017
380,3,45,1,0.0424164524421584
381,3,45,3,0.0025706940874034
382,3,45,5,0.0038560411311051998
383,3,45,6,0.0025706940874034
384,3,45,8,0.041131105398456796
385,3,45,9,0.046272493573263795
386,3,45,11,0.0012853470437017
387,3,45,14,0.006426735218508801
388,3,46,1,0.0167095115681225
389,3,46,2,0.0012853470437017
390,3,46,5,0.0025706940874035
391,3,46,6,0.0051413881748069
392,3,46,8,0.0012853470437017
393,3,46,9,0.0424164524421588
394,3,46,10,0.0038560411311053
395,3,46,11,0.0102827763496139
396,3,46,12,0.0012853470437017
397,3,46,13,0.0012853470437017
398,3,46,14,0.007712082262210301
399,3,47,1,0.0012853470437017
400,3,47,2,0.0154241645244214
401,3,47,7,0.0385604113110535
402,3,47,9,0.006426735218508501
403,3,47,12,0.011568123393316001
404,3,47,13,0.0012853470437017
405,3,48,0,0.0025706940874035
406,3,48,1,0.0012853470437017
407,3,48,2,0.020565552699228398
408,3,48,6,0.008997429305912399
409,3,48,7,0.0012853470437017
410,3,48,9,0.0179948586118247
411,3,48,10,0.0012853470437017
412,3,48,11,0.0012853470437017
413,3,48,12,0.0025706940874034
414,3,49,2,0.0012853470437017
415,3,49,7,0.0012853470437017
416,3,50,0,0.0038560411311051998
417,3,50,2,0.0025706940874034
418,3,50,5,0.0038560411311051998
419,3,50,6,0.0192802056555265
420,3,50,7,0.005141388174807
421,3,50,10,0.0038560411311051998
422,3,50,12,0.0025706940874035
423,3,50,14,0.0424164524421591
424,3,51,0,0.0025706940874034
425,3,51,2,0.0012853470437017
426,3,51,10,0.0025706940874034
427,3,52,0,0.0012853470437017
428,3,52,1,0.0025706940874034
429,3,52,2,0.0012853470437017
430,3,52,6,0.0012853470437017
431,3,52,9,0.0025706940874034
432,3,52,11,0.005141388174807
433,3,52,12,0.0051413881748068
434,3,52,14,0.0012853470437017
435,3,53,11,0.0012853470437017
436,3,54,1,0.0012853470437017
437,3,54,10,0.0257069408740357
438,3,55,1,0.0025706940874034
439,3,55,8,0.0012853470437017
440,3,55,9,0.0012853470437017
441,3,56,1,0.0732647814910021
442,3,56,3,0.0012853470437017
443,3,56,7,0.0025706940874034
444,3,56,8,0.010282776349614
445,3,56,9,0.1401028277634949
446,3,56,12,0.0012853470437017
447,3,57,0,0.0012853470437017
448,3,57,1,0.014138817480719
449,3,57,2,0.0077120822622107
450,3,57,3,0.0012853470437017
451,3,57,5,0.0038560411311051998
452,3,57,6,0.0012853470437017
453,3,57,8,0.0077120822622104
454,3,57,9,0.030848329048842
455,3,57,10,0.0012853470437017
456,3,57,11,0.0886889460154237
457,3,57,14,0.034704370179948
458,3,58,0,0.0025706940874034
459,3,58,1,0.0141388174807194
460,3,58,2,0.0012853470437017
461,3,58,7,0.0115681233933158
462,3,58,9,0.0218508997429301
463,3,58,12,0.0141388174807192
464,3,58,14,0.0025706940874035
465,3,60,0,0.0205655526992285
466,3,60,1,0.0025706940874034
467,3,60,2,0.016709511568122903
468,3,60,6,0.0025706940874034
469,3,60,7,0.0231362467866319
470,3,60,9,0.0141388174807191
471,3,60,10,0.0077120822622104
472,3,60,12,0.0077120822622104
473,3,60,13,0.0038560411311051998
474,3,60,14,0.0025706940874035
475,3,61,1,0.0038560411311051
476,3,61,9,0.0051413881748068
477,3,61,11,0.0025706940874034
478,3,61,14,0.0012853470437017
479,3,62,0,0.0025706940874035
480,3,62,1,0.0244215938303336
481,3,62,3,0.005141388174807
482,3,62,7,0.0012853470437017
483,3,62,8,0.006426735218508501
484,3,62,9,0.0025706940874035
485,3,63,0,0.0012853470437017
486,3,63,1,0.023136246786631398
487,3,63,3,0.0012853470437017
488,3,63,8,0.0141388174807196
489,3,63,9,0.005141388174807
490,3,63,11,0.0012853470437017
491,3,63,14,0.0012853470437017
492,3,64,0,0.0012853470437017
493,3,64,1,0.0308483290488421
494,3,64,2,0.015424164524421
495,3,64,3,0.0012853470437017
496,3,64,5,0.0012853470437017
497,3,64,6,0.0012853470437017
498,3,64,8,0.068123393316195
499,3,64,9,0.0437017994858601
500,3,64,11,0.0282776349614391
501,3,64,12,0.0051413881748069
502,3,64,14,0.0064267352185088
503,3,65,1,0.0038560411311051
504,3,65,9,0.0025706940874034
505,3,65,10,0.0012853470437017
506,3,65,12,0.0038560411311051998
507,3,65,13,0.0025706940874034
508,3,65,14,0.0012853470437017
509,3,66,1,0.059125964010282105
510,3,66,6,0.0012853470437017
511,3,66,8,0.006426735218508801
512,3,66,9,0.0102827763496141
513,3,66,14,0.0051413881748068
514,3,68,2,0.0038560411311051998
515,3,68,4,0.0012853470437017
516,3,68,6,0.0012853470437017
517,3,68,7,0.0629820051413874
518,3,68,8,0.0012853470437017
519,3,68,9,0.0025706940874034
520,3,68,12,0.0347043701799482
521,3,68,13,0.0025706940874035
522,3,69,1,0.0051413881748068
523,3,69,2,0.0025706940874035
524,3,69,3,0.0012853470437017
525,3,69,4,0.0012853470437017
526,3,69,6,0.0012853470437017
527,3,69,7,0.0025706940874034
528,3,69,8,0.0025706940874034
529,3,69,9,0.0038560411311051998
530,3,69,14,0.0012853470437017
531,3,70,1,0.0102827763496139
532,3,70,2,0.0038560411311051
533,3,70,3,0.0012853470437017
534,3,70,7,0.0038560411311051
535,3,70,8,0.0012853470437017
536,3,70,9,0.1503856041131093
537,3,70,11,0.0449871465295623
538,3,70,12,0.0077120822622104
539,3,70,14,0.0025706940874034
540,3,71,0,0.0025706940874034
541,3,71,9,0.0025706940874034
542,3,71,10,0.0012853470437017
543,3,72,0,0.0064267352185087
544,3,72,1,0.0064267352185088
545,3,72,2,0.0218508997429305
546,3,72,3,0.0154241645244215
547,3,72,7,0.0424164524421586
548,3,72,9,0.0038560411311051
549,3,72,10,0.0192802056555268
550,3,72,11,0.0038560411311051998
551,3,72,12,0.0012853470437017
552,3,72,13,0.0025706940874035
553,3,72,14,0.0025706940874034
554,3,73,0,0.0012853470437017
555,3,73,7,0.0064267352185087
556,3,73,9,0.0025706940874034
557,3,73,10,0.010282776349614199
558,3,73,12,0.0025706940874034
559,3,73,13,0.0025706940874034
560,3,74,2,0.0012853470437017
561,3,74,9,0.0038560411311051998
562,3,74,10,0.0154241645244214
563,3,74,12,0.0025706940874035
564,3,75,0,0.0012853470437017
565,3,75,6,0.0012853470437017
566,3,75,10,0.0012853470437017
567,3,75,13,0.0012853470437017
568,3,76,1,0.0012853470437017
569,3,76,7,0.0102827763496141
570,3,76,9,0.008997429305911901
571,3,77,1,0.007712082262210501
572,3,77,2,0.017994858611825003
573,3,77,7,0.0077120822622104
574,3,77,9,0.0244215938303333
575,3,77,10,0.0012853470437017
576,3,77,11,0.0025706940874034
577,3,77,12,0.0334190231362461
578,3,77,13,0.0038560411311051998
579,3,78,0,0.005141388174807
580,3,78,10,0.0012853470437017
581,3,78,12,0.0012853470437017
582,3,79,0,0.0025706940874035
583,3,79,2,0.0051413881748069
584,3,79,10,0.0012853470437017
585,3,79,12,0.0012853470437017
586,3,80,1,0.0051413881748068
587,3,80,2,0.0012853470437017
588,3,80,3,0.0038560411311051
589,3,80,9,0.015424164524421101
590,3,80,12,0.0012853470437017
591,3,81,9,0.0012853470437017
592,3,81,10,0.0102827763496141
593,3,81,11,0.0012853470437017
594,3,82,1,0.051413881748070996
595,3,82,3,0.0012853470437017
596,3,82,7,0.0012853470437017
597,3,82,8,0.0089974293059121
598,3,82,9,0.016709511568123
599,3,82,11,0.010282776349614
600,3,82,14,0.008997429305912399
601,3,83,9,0.0012853470437017
602,3,83,12,0.0025706940874034
603,3,84,9,0.0025706940874035
604,3,85,0,0.010282776349614199
605,3,85,1,0.0025706940874034
606,3,85,2,0.0179948586118249
607,3,85,4,0.0025706940874034
608,3,85,6,0.0025706940874035
609,3,85,7,0.0655526992287911
610,3,85,9,0.015424164524420901
611,3,85,10,0.07069408740359881
612,3,85,12,0.0282776349614392
613,3,85,13,0.0012853470437017
614,3,86,1,0.0025706940874034
615,3,86,11,0.0012853470437017
616,3,87,1,0.012853470437017601
617,3,87,3,0.0051413881748069
618,3,87,7,0.0012853470437017
619,3,87,9,0.0038560411311053
620,3,87,14,0.0038560411311051
621,3,88,0,0.0025706940874034
622,3,88,1,0.0038560411311051998
623,3,88,2,0.0089974293059123
624,3,88,3,0.0012853470437017
625,3,88,6,0.0012853470437017
626,3,88,9,0.011568123393315501
627,3,88,10,0.0012853470437017
628,3,88,11,0.0038560411311051
629,3,88,12,0.0025706940874034
630,3,88,14,0.0526992287917736
631,3,89,1,0.025706940874035
632,3,89,2,0.0012853470437017
633,3,89,3,0.0012853470437017
634,3,89,8,0.0038560411311051998
635,3,89,9,0.0141388174807194
636,3,89,10,0.0012853470437017
637,3,89,11,0.0077120822622106
638,3,89,14,0.0012853470437017
639,3,90,1,0.014138817480719
640,3,90,3,0.005141388174807
641,3,90,8,0.0012853470437017
642,3,90,9,0.0179948586118245
643,3,90,11,0.0038560411311051998
644,3,90,12,0.0025706940874034
645,3,90,13,0.0012853470437017
646,3,91,8,0.0012853470437017
647,3,91,9,0.0012853470437017
648,3,92,0,0.0012853470437017
649,3,92,1,0.0064267352185086
650,3,92,2,0.0192802056555261
651,3,92,6,0.0038560411311051998
652,3,92,7,0.0167095115681229
653,3,92,8,0.0025706940874035
654,3,92,9,0.1580976863753197
655,3,92,11,0.0462724935732644
656,3,92,12,0.0167095115681229
657,3,92,13,0.0012853470437017
658,3,92,14,0.0038560411311051
659,3,93,0,0.0012853470437017
660,3,93,1,0.0205655526992277
661,3,93,2,0.020565552699228398
662,3,93,3,0.0012853470437017
663,3,93,6,0.0025706940874034
664,3,93,7,0.0012853470437017
665,3,93,8,0.0077120822622103995
666,3,93,9,0.0411311053984563
667,3,93,11,0.0115681233933158
668,3,93,12,0.024421593830333498
669,3,93,14,0.035989717223649804
670,3,94,1,0.0141388174807194
671,3,94,2,0.0025706940874034
672,3,94,7,0.0012853470437017
673,3,94,8,0.005141388174807
674,3,94,9,0.0347043701799472
675,3,94,10,0.011568123393315899
676,3,94,12,0.0128534704370175
677,3,95,0,0.0192802056555267
678,3,95,1,0.0051413881748069
679,3,95,2,0.005141388174807
680,3,95,3,0.0231362467866323
681,3,95,5,0.0051413881748068
682,3,95,6,0.0244215938303341
683,3,95,7,0.0038560411311051998
684,3,95,8,0.005141388174807
685,3,95,9,0.0218508997429296
686,3,95,10,0.0064267352185089
687,3,95,11,0.0077120822622104
688,3,95,12,0.0038560411311051
689,3,95,14,0.0257069408740356
690,3,96,1,0.0411311053984567
691,3,96,3,0.0012853470437017
692,3,96,8,0.041131105398456796
693,3,96,9,0.0038560411311051998
694,3,96,14,0.0038560411311051998
695,3,97,1,0.0128534704370174
696,3,97,3,0.005141388174807
697,3,97,8,0.0064267352185087
698,3,97,12,0.0025706940874035
699,3,97,14,0.0012853470437017
700,3,98,1,0.0115681233933158
701,3,98,9,0.0012853470437017
702,3,98,14,0.0012853470437017
703,3,99,1,0.0115681233933155
704,3,99,8,0.0025706940874035
705,3,99,9,0.0051413881748069
706,3,99,11,0.0115681233933157
707,3,99,14,0.0012853470437017
708,3,100,1,0.006426735218508801
709,3,100,7,0.0012853470437017
710,3,100,8,0.0012853470437017
711,3,100,9,0.0064267352185087
712,3,100,11,0.005141388174807
713,3,101,1,0.0012853470437017
714,3,101,14,0.0012853470437017
715,3,102,0,0.0012853470437017
716,3,102,1,0.1169665809768624
717,3,102,2,0.0655526992287913
718,3,102,5,0.0012853470437017
719,3,102,7,0.0012853470437017
720,3,102,8,0.010282776349614
721,3,102,9,0.0552699228791764
722,3,102,10,0.0012853470437017
723,3,102,11,0.0012853470437017
724,3,102,12,0.006426735218508501
725,3,102,14,0.0077120822622105
726,3,103,1,0.0192802056555265
727,3,103,2,0.0257069408740358
728,3,103,5,0.0012853470437017
729,3,103,9,0.007712082262210301
730,3,103,10,0.0025706940874035
731,3,103,12,0.0038560411311051
732,3,104,0,0.0025706940874034
733,3,104,1,0.0102827763496143
734,3,104,2,0.0064267352185086
735,3,104,7,0.0218508997429301
736,3,104,9,0.0025706940874034
737,3,104,12,0.0077120822622104
738,3,105,0,0.0012853470437017
739,3,105,1,0.015424164524421202
740,3,105,2,0.0038560411311051998
741,3,105,5,0.0064267352185089
742,3,105,7,0.0012853470437017
743,3,105,8,0.0012853470437017
744,3,105,9,0.028277634961439
745,3,105,11,0.0038560411311053
746,3,105,12,0.0038560411311051998
747,3,106,1,0.0064267352185088
748,3,106,2,0.0025706940874035
749,3,106,8,0.0012853470437017
750,3,106,9,0.0051413881748069
751,3,106,12,0.030848329048842896
752,3,107,5,0.0012853470437017
753,3,107,7,0.0038560411311053
754,3,107,10,0.011568123393316
755,3,108,10,0.010282776349614
756,3,108,12,0.0012853470437017
757,3,109,1,0.0064267352185086
758,3,109,7,0.0025706940874035
759,3,109,9,0.0192802056555261
760,3,109,10,0.0012853470437017
761,3,109,12,0.0115681233933157
762,3,110,1,0.006426735218508801
763,3,110,2,0.0025706940874034
764,3,110,7,0.0051413881748069
765,3,110,8,0.0012853470437017
766,3,110,9,0.060411311053983396
767,3,110,10,0.0012853470437017
768,3,110,12,0.0758354755784057
769,3,111,7,0.0025706940874034
770,3,114,2,0.005141388174807
771,3,114,7,0.0077120822622105
772,3,114,8,0.005141388174807
773,3,114,9,0.0038560411311051
774,3,114,10,0.0012853470437017
775,3,114,12,0.0038560411311051998
776,3,114,13,0.0038560411311053
777,3,115,0,0.0025706940874035
778,3,115,1,0.0025706940874034
779,3,115,2,0.0102827763496139
780,3,115,5,0.0012853470437017
781,3,115,7,0.0051413881748068
782,3,115,9,0.0115681233933157
783,3,115,10,0.0038560411311053
784,3,115,11,0.0398457583547557
785,3,115,13,0.0025706940874035
786,3,115,14,0.0012853470437017
787,3,116,1,0.010282776349614199
788,3,116,2,0.0012853470437017
789,3,116,6,0.0012853470437017
790,3,116,8,0.0012853470437017
791,3,116,9,0.0848329048843173
792,3,116,11,0.0064267352185087
793,3,116,12,0.006426735218508801
794,3,116,14,0.0012853470437017
795,3,117,1,0.029562982005140202
796,3,117,6,0.0012853470437017
797,3,117,8,0.0038560411311051
798,3,117,9,0.0411311053984564
799,3,117,10,0.0012853470437017
800,3,117,11,0.008997429305912099
801,3,117,12,0.005141388174807
802,3,117,14,0.0077120822622105
803,3,118,10,0.0192802056555266
804,3,119,0,0.0025706940874035
805,3,119,1,0.037275064267351304
806,3,119,2,0.0089974293059123
807,3,119,3,0.0077120822622106
808,3,119,4,0.0012853470437017
809,3,119,5,0.0012853470437017
810,3,119,6,0.0012853470437017
811,3,119,7,0.0025706940874035
812,3,119,8,0.0089974293059121
813,3,119,9,0.0321336760925439
814,3,119,11,0.0051413881748069
815,3,119,12,0.0012853470437017
816,3,119,13,0.0012853470437017
817,3,119,14,0.005141388174807
818,3,120,1,0.0835475578406154
819,3,120,2,0.005141388174807
