,hour,start_cell,end_cell,end,prob
51604,13.0,6,9,165,0.25
51606,13.0,6,6,167,0.1034482758620689
51607,13.0,6,1,169,0.1521739130434782
51609,13.0,6,1,174,0.4456521739130434
51627,13.0,6,3,198,0.1666666666666666
51635,13.0,6,4,209,1.0
51640,13.0,6,6,216,0.0689655172413793
51642,13.0,6,6,218,0.2068965517241379
51657,13.0,6,7,238,0.1666666666666666
51682,13.0,6,0,277,0.5
51688,13.0,6,1,285,0.2065217391304347
51692,13.0,7,7,1,0.05
51694,13.0,7,3,3,0.3125
51699,13.0,7,6,11,0.1428571428571428
51700,13.0,7,6,12,0.0952380952380952
51702,13.0,7,9,14,0.2142857142857142
51705,13.0,7,9,18,0.0714285714285714
51713,13.0,7,9,28,0.2857142857142857
51725,13.0,7,0,49,0.0727272727272727
51728,13.0,7,3,52,0.25
51730,13.0,7,6,55,0.0952380952380952
51741,13.0,7,1,70,0.0178571428571428
51742,13.0,7,0,71,0.0363636363636363
51751,13.0,7,8,82,0.75
51757,13.0,7,1,90,0.5178571428571429
51762,13.0,7,2,97,0.6666666666666666
51769,13.0,7,4,108,0.0909090909090909
51774,13.0,7,7,115,0.0833333333333333
51780,13.0,7,1,122,0.3035714285714286
51783,13.0,7,6,129,0.2857142857142857
51793,13.0,7,6,146,0.0952380952380952
51794,13.0,7,7,147,0.1666666666666666
51795,13.0,7,8,148,0.25
51797,13.0,7,2,150,0.3333333333333333
51799,13.0,7,0,152,0.1090909090909091
51800,13.0,7,0,153,0.4181818181818181
51801,13.0,7,0,154,0.0181818181818181
51802,13.0,7,0,155,0.0545454545454545
51806,13.0,7,3,162,0.0625
51808,13.0,7,9,165,0.4285714285714285
51810,13.0,7,6,167,0.0952380952380952
51811,13.0,7,1,169,0.0535714285714285
51813,13.0,7,1,174,0.0535714285714285
51830,13.0,7,3,198,0.375
51839,13.0,7,4,209,0.3636363636363636
51843,13.0,7,6,218,0.1904761904761905
51844,13.0,7,4,219,0.5454545454545454
51860,13.0,7,7,238,0.4166666666666667
51877,13.0,7,5,264,1.0
51883,13.0,7,7,270,0.2833333333333334
51887,13.0,7,0,277,0.2909090909090909
51891,13.0,7,1,285,0.0535714285714285
51893,13.0,8,3,3,0.6666666666666666
51896,13.0,8,6,11,0.3
51897,13.0,8,6,12,0.3
51898,13.0,8,9,18,1.0
51920,13.0,8,8,82,0.3636363636363636
51922,13.0,8,1,90,0.3333333333333333
51925,13.0,8,2,96,0.6666666666666666
51926,13.0,8,2,97,0.3333333333333333
51933,13.0,8,1,122,0.3333333333333333
51934,13.0,8,8,124,0.4545454545454545
51937,13.0,8,6,129,0.1
51946,13.0,8,8,148,0.1818181818181818
51948,13.0,8,0,153,0.5
51953,13.0,8,1,174,0.3333333333333333
51962,13.0,8,3,198,0.3333333333333333
51970,13.0,8,6,216,0.1
51971,13.0,8,6,218,0.2
51972,13.0,8,4,219,1.0
51997,13.0,8,0,277,0.5
52003,13.0,9,3,0,0.1428571428571428
52005,13.0,9,3,3,0.5714285714285714
52010,13.0,9,6,12,0.0666666666666666
52012,13.0,9,9,14,0.1333333333333333
52015,13.0,9,9,18,0.3
52023,13.0,9,9,28,0.2666666666666667
52034,13.0,9,0,49,0.1875
52044,13.0,9,1,70,0.1935483870967742
52045,13.0,9,0,71,0.0625
52051,13.0,9,8,82,0.3333333333333333
52054,13.0,9,1,90,0.1290322580645161
52059,13.0,9,2,97,0.5
52072,13.0,9,1,122,0.0967741935483871
52074,13.0,9,8,124,0.6666666666666666
52076,13.0,9,6,129,0.1333333333333333
52084,13.0,9,6,146,0.4666666666666667
52085,13.0,9,7,147,0.1666666666666666
52086,13.0,9,2,150,0.5
52087,13.0,9,0,152,0.25
52088,13.0,9,0,153,0.5
52094,13.0,9,9,165,0.3
52096,13.0,9,6,167,0.2666666666666666
52097,13.0,9,1,169,0.032258064516129
52099,13.0,9,1,174,0.2903225806451613
52107,13.0,9,5,191,0.25
52110,13.0,9,3,198,0.2857142857142857
52122,13.0,9,6,218,0.0666666666666666
52136,13.0,9,7,238,0.25
52148,13.0,9,5,264,0.75
52151,13.0,9,7,270,0.5833333333333334
52157,13.0,9,1,285,0.2580645161290322
58652,14.0,0,3,0,0.1818181818181818
58653,14.0,0,7,1,0.1052631578947368
58655,14.0,0,3,3,0.3636363636363636
58661,14.0,0,6,11,0.0526315789473684
58662,14.0,0,6,12,0.0526315789473684
58664,14.0,0,9,14,0.25
58666,14.0,0,9,18,0.25
58674,14.0,0,9,28,0.125
58689,14.0,0,0,49,0.0597014925373134
58691,14.0,0,3,52,0.1363636363636363
58703,14.0,0,1,70,0.1481481481481481
58704,14.0,0,0,71,0.1044776119402984
58713,14.0,0,8,82,1.0
58719,14.0,0,1,90,0.1481481481481481
58724,14.0,0,2,97,1.0
58729,14.0,0,4,108,0.4814814814814814
58734,14.0,0,7,115,0.0526315789473684
58741,14.0,0,1,122,0.1851851851851851
58746,14.0,0,6,129,0.4736842105263157
58749,14.0,0,3,132,0.1363636363636363
58758,14.0,0,6,146,0.1052631578947368
58759,14.0,0,7,147,0.2631578947368421
58760,14.0,0,0,152,0.1791044776119403
58761,14.0,0,0,153,0.2686567164179104
58762,14.0,0,0,154,0.0746268656716417
58763,14.0,0,0,155,0.1492537313432835
58772,14.0,0,9,165,0.375
58774,14.0,0,6,167,0.1578947368421052
58775,14.0,0,1,169,0.2592592592592593
58778,14.0,0,1,174,0.1851851851851851
58796,14.0,0,3,198,0.1818181818181818
58805,14.0,0,4,209,0.037037037037037
58809,14.0,0,6,216,0.0526315789473684
58811,14.0,0,6,218,0.1052631578947368
58812,14.0,0,4,219,0.4074074074074074
58813,14.0,0,4,220,0.074074074074074
58829,14.0,0,7,238,0.368421052631579
58853,14.0,0,7,270,0.2105263157894736
58858,14.0,0,0,277,0.1641791044776119
58863,14.0,0,1,285,0.074074074074074
58865,14.0,1,3,0,0.1071428571428571
58867,14.0,1,3,3,0.6785714285714287
58872,14.0,1,6,11,0.0510204081632653
58873,14.0,1,6,12,0.1020408163265306
58874,14.0,1,9,14,0.0909090909090909
58876,14.0,1,9,18,0.6363636363636364
58885,14.0,1,9,28,0.0909090909090909
58898,14.0,1,3,52,0.1071428571428571
58899,14.0,1,6,55,0.0510204081632653
58912,14.0,1,1,70,0.2028985507246377
58916,14.0,1,8,82,0.1818181818181818
58920,14.0,1,1,90,0.072463768115942
58926,14.0,1,2,97,0.9
58943,14.0,1,1,122,0.217391304347826
58944,14.0,1,8,124,0.818181818181818
58947,14.0,1,6,129,0.3061224489795918
58950,14.0,1,3,132,0.0357142857142857
58960,14.0,1,6,146,0.173469387755102
58961,14.0,1,7,147,0.2
58963,14.0,1,2,150,0.1
58964,14.0,1,0,152,0.4
58965,14.0,1,0,153,0.4
58972,14.0,1,9,165,0.1818181818181818
58974,14.0,1,6,167,0.0612244897959183
58975,14.0,1,1,169,0.1304347826086956
58979,14.0,1,1,174,0.2463768115942028
58992,14.0,1,5,191,0.3333333333333333
58996,14.0,1,3,198,0.0714285714285714
59005,14.0,1,4,209,0.25
59009,14.0,1,6,216,0.0306122448979591
59011,14.0,1,6,218,0.2244897959183673
59012,14.0,1,4,219,0.75
59027,14.0,1,7,238,0.4
59045,14.0,1,5,264,0.6666666666666666
59050,14.0,1,7,270,0.4
59053,14.0,1,0,277,0.2
59057,14.0,1,1,285,0.1304347826086956
59060,14.0,2,7,1,0.2
59061,14.0,2,3,3,0.5
59067,14.0,2,6,11,0.1
59068,14.0,2,6,12,0.05
59070,14.0,2,9,18,0.25
59101,14.0,2,8,82,0.5
59105,14.0,2,1,90,0.1428571428571428
59110,14.0,2,2,96,0.2962962962962963
59111,14.0,2,2,97,0.3333333333333333
59118,14.0,2,7,115,0.2
59123,14.0,2,8,124,0.25
59126,14.0,2,6,129,0.2
59136,14.0,2,6,146,0.1
59137,14.0,2,8,148,0.25
59139,14.0,2,2,150,0.3703703703703703
59140,14.0,2,0,152,0.3333333333333333
59141,14.0,2,0,153,0.3333333333333333
59142,14.0,2,0,155,0.1666666666666666
59147,14.0,2,3,162,0.5
59149,14.0,2,9,165,0.75
59151,14.0,2,6,167,0.3
59153,14.0,2,1,174,0.8571428571428571
59169,14.0,2,6,218,0.25
59197,14.0,2,7,270,0.6
59198,14.0,2,0,277,0.1666666666666666
59207,14.0,3,3,0,0.0181818181818181
59209,14.0,3,3,3,0.2363636363636363
59213,14.0,3,6,11,0.0434782608695652
59214,14.0,3,6,12,0.0434782608695652
59215,14.0,3,9,14,0.3333333333333333
59217,14.0,3,9,18,0.3333333333333333
59237,14.0,3,0,49,0.1
59238,14.0,3,3,52,0.2
59240,14.0,3,6,55,0.1304347826086956
59252,14.0,3,1,70,0.0851063829787234
59253,14.0,3,0,71,0.1
59259,14.0,3,8,82,0.818181818181818
59263,14.0,3,1,90,0.0212765957446808
59274,14.0,3,4,108,0.4
59279,14.0,3,7,115,0.7142857142857142
59286,14.0,3,1,122,0.0851063829787234
59288,14.0,3,8,124,0.1818181818181818
59292,14.0,3,6,129,0.4347826086956521
59294,14.0,3,3,132,0.1272727272727273
59304,14.0,3,6,146,0.0434782608695652
59305,14.0,3,2,150,1.0
59307,14.0,3,0,152,0.1
59308,14.0,3,0,153,0.2
59309,14.0,3,0,154,0.1
59310,14.0,3,0,155,0.2
59314,14.0,3,3,162,0.0909090909090909
59317,14.0,3,9,165,0.3333333333333333
59319,14.0,3,6,167,0.1521739130434782
59320,14.0,3,1,169,0.1489361702127659
59323,14.0,3,1,174,0.3617021276595745
59341,14.0,3,3,198,0.3272727272727272
59350,14.0,3,4,209,0.3
59355,14.0,3,6,216,0.0652173913043478
59357,14.0,3,6,218,0.0869565217391304
59358,14.0,3,4,219,0.3
59373,14.0,3,7,238,0.2857142857142857
59400,14.0,3,0,277,0.2
59405,14.0,3,1,285,0.2978723404255319
59408,14.0,4,3,0,0.2222222222222222
59409,14.0,4,3,3,0.2222222222222222
59413,14.0,4,6,11,0.5
59427,14.0,4,0,49,0.25
59438,14.0,4,1,70,0.1333333333333333
59439,14.0,4,0,71,0.0833333333333333
59448,14.0,4,8,82,0.1
59454,14.0,4,4,108,0.4358974358974359
59460,14.0,4,8,124,0.1
59472,14.0,4,8,148,0.8000000000000002
59474,14.0,4,0,152,0.125
59475,14.0,4,0,153,0.1666666666666666
59476,14.0,4,0,155,0.3749999999999999
59480,14.0,4,6,167,0.5
59483,14.0,4,1,174,0.7333333333333334
59496,14.0,4,3,198,0.5555555555555556
59500,14.0,4,4,209,0.1025641025641025
59505,14.0,4,4,219,0.2820512820512821
59506,14.0,4,4,220,0.1794871794871795
59516,14.0,4,7,238,1.0
59539,14.0,4,1,285,0.1333333333333333
59544,14.0,5,9,14,0.3448275862068966
59546,14.0,5,9,18,0.1379310344827586
59552,14.0,5,9,28,0.3448275862068966
59562,14.0,5,1,70,0.1428571428571428
59569,14.0,5,4,108,1.0
59570,14.0,5,7,115,0.3333333333333333
59574,14.0,5,1,122,0.1428571428571428
59578,14.0,5,2,150,1.0
59579,14.0,5,0,152,0.25
59580,14.0,5,0,153,0.75
59583,14.0,5,9,165,0.1724137931034483
59585,14.0,5,1,169,0.1428571428571428
59587,14.0,5,1,174,0.4285714285714285
59601,14.0,5,7,238,0.3333333333333333
59609,14.0,5,5,264,1.0
59614,14.0,5,7,270,0.3333333333333333
59616,14.0,5,1,285,0.1428571428571428
59617,14.0,6,3,0,0.0851063829787234
59618,14.0,6,7,1,0.4
59620,14.0,6,3,3,0.3829787234042553
59626,14.0,6,6,11,0.1
59627,14.0,6,6,12,0.04
59629,14.0,6,9,14,0.0769230769230769
59631,14.0,6,9,18,0.3846153846153846
59639,14.0,6,9,28,0.1538461538461538
59652,14.0,6,0,49,0.0714285714285714
59653,14.0,6,3,52,0.1702127659574468
59655,14.0,6,6,55,0.02
59668,14.0,6,1,70,0.0297619047619047
59675,14.0,6,8,82,0.25
59680,14.0,6,1,90,0.0833333333333333
59686,14.0,6,2,97,1.0
59694,14.0,6,4,108,0.25
59703,14.0,6,1,122,0.119047619047619
59704,14.0,6,8,124,0.625
59709,14.0,6,6,129,0.14
59711,14.0,6,3,132,0.1276595744680851
59722,14.0,6,6,146,0.22
59723,14.0,6,7,147,0.6
59724,14.0,6,8,148,0.125
59726,14.0,6,0,152,0.0714285714285714
59727,14.0,6,0,153,0.2142857142857142
59728,14.0,6,0,154,0.0714285714285714
59729,14.0,6,0,155,0.2142857142857142
59732,14.0,6,3,162,0.0425531914893617
59735,14.0,6,9,165,0.3846153846153846
59737,14.0,6,6,167,0.2
59738,14.0,6,1,169,0.1488095238095238
59741,14.0,6,1,174,0.5
59758,14.0,6,3,198,0.1914893617021276
59769,14.0,6,6,216,0.1
59771,14.0,6,6,218,0.18
59772,14.0,6,4,219,0.75
59814,14.0,6,0,277,0.3571428571428571
59819,14.0,6,1,285,0.119047619047619
59823,14.0,7,3,0,0.2142857142857142
59824,14.0,7,7,1,0.0857142857142857
59826,14.0,7,3,3,0.0714285714285714
59831,14.0,7,6,11,0.1111111111111111
59832,14.0,7,6,12,0.3333333333333333
59834,14.0,7,9,14,0.1111111111111111
59838,14.0,7,9,18,0.5
59847,14.0,7,9,28,0.1111111111111111
59859,14.0,7,0,49,0.1538461538461538
59862,14.0,7,3,52,0.3571428571428571
59864,14.0,7,6,55,0.1111111111111111
59874,14.0,7,1,70,0.1111111111111111
59875,14.0,7,0,71,0.0384615384615384
59886,14.0,7,1,90,0.1111111111111111
59891,14.0,7,2,96,0.5
59897,14.0,7,4,108,0.25
59902,14.0,7,7,115,0.1714285714285714
59908,14.0,7,1,122,0.2962962962962963
59910,14.0,7,8,124,1.0
59913,14.0,7,6,129,0.2222222222222222
59923,14.0,7,6,146,0.1111111111111111
59924,14.0,7,7,147,0.1142857142857142
59926,14.0,7,2,150,0.5
59927,14.0,7,0,152,0.0769230769230769
59928,14.0,7,0,153,0.3076923076923077
59929,14.0,7,0,154,0.1153846153846153
59930,14.0,7,0,155,0.0384615384615384
59937,14.0,7,9,165,0.2777777777777778
59939,14.0,7,1,169,0.2592592592592593
59940,14.0,7,1,174,0.1481481481481481
59958,14.0,7,3,198,0.3571428571428571
59970,14.0,7,6,218,0.1111111111111111
59971,14.0,7,4,219,0.75
59986,14.0,7,7,238,0.4285714285714285
60009,14.0,7,7,270,0.1999999999999999
60013,14.0,7,0,277,0.2692307692307693
60016,14.0,7,1,285,0.074074074074074
60023,14.0,8,6,12,0.4
60025,14.0,8,9,18,0.5
60031,14.0,8,9,28,0.5
60046,14.0,8,1,70,0.1
60048,14.0,8,8,82,0.5
60050,14.0,8,1,90,0.2
60052,14.0,8,2,97,0.6666666666666666
60058,14.0,8,1,122,0.1
60059,14.0,8,8,124,0.25
60063,14.0,8,6,129,0.4
60064,14.0,8,3,132,0.5
60068,14.0,8,8,137,0.125
60074,14.0,8,8,148,0.125
60075,14.0,8,2,150,0.3333333333333333
60076,14.0,8,0,152,0.25
60077,14.0,8,0,153,0.25
60078,14.0,8,0,155,0.25
60084,14.0,8,1,169,0.3
60087,14.0,8,1,174,0.1
60100,14.0,8,3,198,0.5
60107,14.0,8,4,209,1.0
60110,14.0,8,6,216,0.2
60121,14.0,8,7,238,1.0
60136,14.0,8,0,277,0.25
60140,14.0,8,1,285,0.2
60143,14.0,9,3,0,0.25
60144,14.0,9,7,1,0.2631578947368421
60146,14.0,9,3,3,0.25
60152,14.0,9,6,11,0.0833333333333333
60153,14.0,9,6,12,0.0833333333333333
60155,14.0,9,9,14,0.1578947368421052
60159,14.0,9,9,18,0.3947368421052631
60168,14.0,9,9,28,0.2894736842105263
60180,14.0,9,0,49,0.1
60182,14.0,9,3,52,0.25
60183,14.0,9,6,55,0.125
60194,14.0,9,1,70,0.1428571428571428
60195,14.0,9,0,71,0.05
60204,14.0,9,1,90,0.0357142857142857
60209,14.0,9,2,96,0.2
60210,14.0,9,2,97,0.4
60217,14.0,9,4,108,0.3333333333333333
60221,14.0,9,7,115,0.1578947368421052
60227,14.0,9,1,122,0.1071428571428571
60228,14.0,9,8,124,1.0
60232,14.0,9,6,129,0.1666666666666666
60242,14.0,9,6,146,0.125
60243,14.0,9,7,147,0.1578947368421052
60244,14.0,9,2,150,0.4
60246,14.0,9,0,152,0.15
60247,14.0,9,0,153,0.4999999999999999
60248,14.0,9,0,154,0.05
60255,14.0,9,3,162,0.25
60257,14.0,9,9,165,0.1578947368421052
60259,14.0,9,6,167,0.3333333333333333
60260,14.0,9,1,169,0.0714285714285714
60261,14.0,9,1,174,0.5357142857142857
60282,14.0,9,4,209,0.3333333333333333
60285,14.0,9,6,218,0.0833333333333333
60286,14.0,9,4,219,0.3333333333333333
60300,14.0,9,7,238,0.2105263157894736
60319,14.0,9,5,264,1.0
60324,14.0,9,7,270,0.2105263157894736
60328,14.0,9,0,277,0.15
60333,14.0,9,1,285,0.1071428571428571
67571,15.0,0,3,0,0.2857142857142857
67572,15.0,0,7,1,0.2631578947368421
67574,15.0,0,3,3,0.1904761904761905
67580,15.0,0,6,11,0.074074074074074
67583,15.0,0,9,18,0.3125
67590,15.0,0,9,28,0.1875
67604,15.0,0,0,49,0.1111111111111111
67607,15.0,0,3,52,0.0952380952380952
67610,15.0,0,6,55,0.074074074074074
67621,15.0,0,1,70,0.1071428571428571
67622,15.0,0,0,71,0.125
67632,15.0,0,8,82,0.5
67637,15.0,0,1,90,0.25
67642,15.0,0,2,97,1.0
67648,15.0,0,4,108,0.2857142857142857
67653,15.0,0,7,115,0.2105263157894736
67657,15.0,0,1,122,0.1428571428571428
67659,15.0,0,8,124,0.5
67663,15.0,0,6,129,0.3703703703703703
67674,15.0,0,6,146,0.3333333333333333
67675,15.0,0,7,147,0.1578947368421052
67677,15.0,0,0,152,0.1805555555555555
67678,15.0,0,0,153,0.2083333333333333
67679,15.0,0,0,154,0.0277777777777777
67680,15.0,0,0,155,0.25
67686,15.0,0,3,162,0.0952380952380952
67689,15.0,0,9,165,0.5
67691,15.0,0,6,167,0.037037037037037
67692,15.0,0,1,169,0.1071428571428571
67695,15.0,0,1,174,0.2142857142857142
67709,15.0,0,5,191,1.0
67712,15.0,0,3,198,0.3333333333333333
67721,15.0,0,4,209,0.1714285714285714
67726,15.0,0,6,216,0.074074074074074
67728,15.0,0,6,218,0.037037037037037
67729,15.0,0,4,219,0.3428571428571428
67730,15.0,0,4,220,0.2
67745,15.0,0,7,238,0.368421052631579
67773,15.0,0,0,277,0.0972222222222222
67778,15.0,0,1,285,0.1785714285714285
67780,15.0,1,3,0,0.0833333333333333
67781,15.0,1,7,1,0.4
67783,15.0,1,3,3,0.4166666666666667
67789,15.0,1,6,11,0.0564516129032258
67790,15.0,1,6,12,0.0080645161290322
67791,15.0,1,9,14,0.0666666666666666
67793,15.0,1,9,18,0.3999999999999999
67802,15.0,1,9,28,0.2666666666666666
67819,15.0,1,3,52,0.2083333333333333
67821,15.0,1,6,55,0.0161290322580645
67830,15.0,1,1,70,0.1176470588235294
67836,15.0,1,8,82,0.3333333333333333
67840,15.0,1,1,90,0.0784313725490196
67846,15.0,1,2,96,0.2
67847,15.0,1,2,97,0.6
67858,15.0,1,7,115,0.2
67864,15.0,1,1,122,0.0980392156862745
67865,15.0,1,8,124,0.5
67868,15.0,1,6,129,0.3306451612903226
67881,15.0,1,6,146,0.1693548387096774
67882,15.0,1,7,147,0.4
67883,15.0,1,8,148,0.1666666666666666
67884,15.0,1,2,150,0.2
67886,15.0,1,0,153,0.3333333333333333
67893,15.0,1,9,165,0.2666666666666666
67895,15.0,1,6,167,0.1209677419354838
67896,15.0,1,1,169,0.1764705882352941
67899,15.0,1,1,174,0.3725490196078431
67917,15.0,1,3,198,0.2916666666666667
67925,15.0,1,4,209,0.3333333333333333
67928,15.0,1,6,216,0.0483870967741935
67930,15.0,1,6,218,0.25
67931,15.0,1,4,219,0.6666666666666666
67970,15.0,1,0,277,0.6666666666666666
67973,15.0,1,1,285,0.1568627450980392
67977,15.0,2,3,0,0.3333333333333333
67978,15.0,2,7,1,0.5
67984,15.0,2,9,14,0.3333333333333333
67991,15.0,2,9,28,0.3333333333333333
68014,15.0,2,1,90,0.4375
68019,15.0,2,2,96,0.125
68020,15.0,2,2,97,0.4583333333333333
68031,15.0,2,1,122,0.0625
68033,15.0,2,8,124,1.0
68035,15.0,2,6,129,0.7142857142857142
68037,15.0,2,3,132,0.3333333333333333
68045,15.0,2,6,146,0.1428571428571428
68047,15.0,2,2,150,0.4166666666666667
68048,15.0,2,0,152,0.5
68049,15.0,2,0,155,0.5
68054,15.0,2,9,165,0.3333333333333333
68056,15.0,2,6,167,0.1428571428571428
68057,15.0,2,1,169,0.0625
68058,15.0,2,1,174,0.25
68066,15.0,2,3,198,0.3333333333333333
68099,15.0,2,5,264,1.0
68103,15.0,2,7,270,0.5
68107,15.0,2,1,285,0.1875
68111,15.0,3,3,0,0.0273972602739726
68112,15.0,3,7,1,0.3
68114,15.0,3,3,3,0.2602739726027397
68119,15.0,3,6,11,0.1052631578947368
68120,15.0,3,6,12,0.0350877192982456
68121,15.0,3,9,14,0.3333333333333333
68123,15.0,3,9,18,0.1666666666666666
68144,15.0,3,3,52,0.2191780821917808
68146,15.0,3,6,55,0.0701754385964912
68158,15.0,3,1,70,0.2549019607843137
68164,15.0,3,8,82,0.8750000000000001
68169,15.0,3,1,90,0.0392156862745098
68173,15.0,3,2,97,0.5
68180,15.0,3,4,108,0.3333333333333333
68185,15.0,3,7,115,0.1
68190,15.0,3,1,122,0.0784313725490196
68192,15.0,3,8,124,0.125
68196,15.0,3,6,129,0.4736842105263157
68197,15.0,3,3,132,0.0821917808219178
68207,15.0,3,6,146,0.1403508771929824
68208,15.0,3,2,150,0.5
68210,15.0,3,0,152,0.4
68211,15.0,3,0,153,0.2
68212,15.0,3,0,155,0.4
68217,15.0,3,3,162,0.0547945205479452
68220,15.0,3,9,165,0.5
68222,15.0,3,6,167,0.0175438596491228
68223,15.0,3,1,169,0.0980392156862745
68226,15.0,3,1,174,0.3529411764705882
68244,15.0,3,3,198,0.3561643835616438
68253,15.0,3,4,209,0.2222222222222222
68258,15.0,3,6,216,0.0175438596491228
68260,15.0,3,6,218,0.1403508771929824
68261,15.0,3,4,219,0.4444444444444445
68275,15.0,3,7,238,0.6
68305,15.0,3,1,285,0.1764705882352941
68308,15.0,4,3,0,0.1111111111111111
68310,15.0,4,3,3,0.2222222222222222
68314,15.0,4,9,14,1.0
68324,15.0,4,0,49,0.1428571428571428
68325,15.0,4,3,52,0.2222222222222222
68327,15.0,4,6,55,0.1666666666666666
68336,15.0,4,1,70,0.1111111111111111
68345,15.0,4,8,82,0.3333333333333333
68348,15.0,4,1,90,0.0555555555555555
68353,15.0,4,4,108,0.2448979591836734
68362,15.0,4,6,129,0.1666666666666666
68365,15.0,4,3,132,0.2222222222222222
68370,15.0,4,6,146,0.3333333333333333
68371,15.0,4,8,148,0.6666666666666666
68372,15.0,4,2,150,1.0
68373,15.0,4,0,152,0.2857142857142857
68374,15.0,4,0,153,0.1428571428571428
68375,15.0,4,0,155,0.380952380952381
68380,15.0,4,3,162,0.1111111111111111
68383,15.0,4,1,174,0.7777777777777778
68391,15.0,4,5,191,1.0
68394,15.0,4,3,198,0.1111111111111111
68399,15.0,4,4,209,0.2244897959183673
68404,15.0,4,6,216,0.1666666666666666
68406,15.0,4,6,218,0.1666666666666666
68407,15.0,4,4,219,0.3265306122448979
68408,15.0,4,4,220,0.2040816326530612
68432,15.0,4,0,277,0.0476190476190476
68437,15.0,4,1,285,0.0555555555555555
68440,15.0,5,3,0,1.0
68441,15.0,5,7,1,0.25
68445,15.0,5,9,14,0.375
68446,15.0,5,9,18,0.1875
68450,15.0,5,9,28,0.34375
68459,15.0,5,0,71,1.0
68467,15.0,5,7,115,0.5
68469,15.0,5,8,124,1.0
68470,15.0,5,6,129,0.6666666666666666
68474,15.0,5,6,146,0.3333333333333333
68475,15.0,5,2,150,1.0
68479,15.0,5,9,165,0.09375
68481,15.0,5,1,174,0.5
68485,15.0,5,5,191,0.3333333333333333
68503,15.0,5,5,264,0.6666666666666666
68507,15.0,5,7,270,0.25
68511,15.0,5,1,285,0.5
68512,15.0,6,3,0,0.0806451612903225
68513,15.0,6,7,1,0.1052631578947368
68515,15.0,6,3,3,0.3870967741935484
68521,15.0,6,6,11,0.0697674418604651
68522,15.0,6,6,12,0.0697674418604651
68524,15.0,6,9,14,0.1666666666666666
68526,15.0,6,9,18,0.25
68535,15.0,6,9,28,0.1666666666666666
68551,15.0,6,0,49,0.0909090909090909
68553,15.0,6,3,52,0.3870967741935484
68566,15.0,6,1,70,0.0352941176470588
68573,15.0,6,8,82,0.7083333333333333
68578,15.0,6,1,90,0.0941176470588235
68588,15.0,6,4,108,0.4
68597,15.0,6,1,122,0.0941176470588235
68598,15.0,6,8,124,0.1666666666666666
68602,15.0,6,6,129,0.1627906976744186
68605,15.0,6,3,132,0.032258064516129
68615,15.0,6,6,146,0.1860465116279069
68616,15.0,6,7,147,0.1052631578947368
68617,15.0,6,8,148,0.125
68619,15.0,6,2,150,1.0
68621,15.0,6,0,152,0.1818181818181818
68622,15.0,6,0,153,0.1818181818181818
68623,15.0,6,0,155,0.1818181818181818
68627,15.0,6,3,162,0.0161290322580645
68630,15.0,6,9,165,0.4166666666666667
68632,15.0,6,6,167,0.1395348837209302
68633,15.0,6,1,169,0.1294117647058823
68635,15.0,6,1,174,0.4941176470588235
68653,15.0,6,3,198,0.0967741935483871
68661,15.0,6,4,209,0.4
68666,15.0,6,6,216,0.1162790697674418
68668,15.0,6,6,218,0.2558139534883721
68669,15.0,6,4,219,0.2
68685,15.0,6,7,238,0.7894736842105263
68702,15.0,6,5,264,1.0
68711,15.0,6,0,277,0.3636363636363636
68715,15.0,6,1,285,0.1529411764705882
68718,15.0,7,3,0,0.25
68719,15.0,7,7,1,0.1851851851851851
68721,15.0,7,3,3,0.25
68727,15.0,7,6,11,0.0769230769230769
68728,15.0,7,6,12,0.1538461538461538
68730,15.0,7,9,14,0.2222222222222222
68734,15.0,7,9,18,0.3333333333333333
68741,15.0,7,9,28,0.1666666666666666
68755,15.0,7,0,49,0.05
68757,15.0,7,3,52,0.35
68766,15.0,7,1,70,0.064516129032258
68767,15.0,7,0,71,0.05
68774,15.0,7,8,82,0.25
68779,15.0,7,1,90,0.1612903225806451
68789,15.0,7,4,108,0.5
68792,15.0,7,7,115,0.1851851851851851
68798,15.0,7,1,122,0.3870967741935484
68800,15.0,7,8,124,0.5
68803,15.0,7,6,129,0.3076923076923077
68811,15.0,7,6,146,0.0769230769230769
68812,15.0,7,7,147,0.1481481481481481
68813,15.0,7,8,148,0.25
68815,15.0,7,0,152,0.125
68816,15.0,7,0,153,0.475
68817,15.0,7,0,154,0.075
68818,15.0,7,0,155,0.125
68825,15.0,7,9,165,0.2777777777777778
68827,15.0,7,6,167,0.2307692307692307
68828,15.0,7,1,169,0.0967741935483871
68829,15.0,7,1,174,0.1935483870967742
68841,15.0,7,5,191,0.25
68844,15.0,7,3,198,0.15
68851,15.0,7,6,216,0.1538461538461538
68853,15.0,7,4,220,0.5
68868,15.0,7,7,238,0.2962962962962963
68887,15.0,7,5,264,0.75
68893,15.0,7,7,270,0.1851851851851851
68898,15.0,7,0,277,0.1
68903,15.0,7,1,285,0.0967741935483871
68906,15.0,8,3,0,0.25
68907,15.0,8,3,3,0.5
68911,15.0,8,6,11,0.2142857142857142
68913,15.0,8,9,18,0.5
68918,15.0,8,9,28,0.5
68929,15.0,8,3,52,0.125
68938,15.0,8,1,70,0.0909090909090909
68941,15.0,8,8,82,0.5
68944,15.0,8,1,90,0.4545454545454545
68957,15.0,8,8,124,0.4166666666666666
68960,15.0,8,6,129,0.2857142857142857
