,hour,start_cell,end_cell,end,prob
68970,15.0,8,6,146,0.0714285714285714
68971,15.0,8,8,148,0.0833333333333333
68973,15.0,8,0,153,0.6666666666666666
68974,15.0,8,0,154,0.3333333333333333
68980,15.0,8,6,167,0.1428571428571428
68981,15.0,8,1,169,0.0909090909090909
68984,15.0,8,1,174,0.3636363636363636
68997,15.0,8,3,198,0.125
69005,15.0,8,4,209,1.0
69008,15.0,8,6,216,0.1428571428571428
69010,15.0,8,6,218,0.1428571428571428
69041,15.0,9,3,0,0.1666666666666666
69042,15.0,9,7,1,0.0714285714285714
69044,15.0,9,3,3,0.1666666666666666
69050,15.0,9,6,11,0.1052631578947368
69052,15.0,9,9,14,0.125
69055,15.0,9,9,18,0.3541666666666666
69063,15.0,9,9,28,0.2916666666666667
69078,15.0,9,0,49,0.1875
69089,15.0,9,1,70,0.1463414634146341
69090,15.0,9,0,71,0.125
69099,15.0,9,8,82,0.5
69104,15.0,9,1,90,0.024390243902439
69109,15.0,9,2,97,0.75
69119,15.0,9,7,115,0.2142857142857142
69125,15.0,9,1,122,0.048780487804878
69127,15.0,9,8,124,0.1666666666666666
69130,15.0,9,6,129,0.2631578947368421
69140,15.0,9,6,146,0.0526315789473684
69141,15.0,9,7,147,0.1428571428571428
69142,15.0,9,8,148,0.3333333333333333
69144,15.0,9,2,150,0.25
69145,15.0,9,0,152,0.0625
69146,15.0,9,0,153,0.375
69151,15.0,9,3,162,0.3333333333333333
69154,15.0,9,9,165,0.2291666666666666
69156,15.0,9,6,167,0.3157894736842105
69157,15.0,9,1,169,0.073170731707317
69159,15.0,9,1,174,0.5609756097560975
69170,15.0,9,5,191,0.1428571428571428
69175,15.0,9,3,198,0.3333333333333333
69187,15.0,9,6,218,0.2631578947368421
69202,15.0,9,7,238,0.2857142857142857
69220,15.0,9,5,264,0.8571428571428571
69226,15.0,9,7,270,0.2857142857142857
69230,15.0,9,0,277,0.25
69234,15.0,9,1,285,0.1463414634146341
76355,16.0,0,7,1,0.3846153846153846
76357,16.0,0,3,3,0.2222222222222222
76361,16.0,0,6,11,0.0526315789473684
76362,16.0,0,6,12,0.0526315789473684
76366,16.0,0,9,18,0.2941176470588235
76373,16.0,0,9,28,0.2352941176470588
76387,16.0,0,0,49,0.1052631578947368
76390,16.0,0,3,52,0.2222222222222222
76393,16.0,0,6,55,0.2105263157894736
76404,16.0,0,1,70,0.1111111111111111
76405,16.0,0,0,71,0.1578947368421052
76419,16.0,0,1,90,0.1666666666666666
76429,16.0,0,4,108,0.4444444444444445
76434,16.0,0,7,115,0.2307692307692307
76441,16.0,0,1,122,0.1111111111111111
76445,16.0,0,6,129,0.368421052631579
76448,16.0,0,3,132,0.1111111111111111
76457,16.0,0,6,146,0.2105263157894736
76458,16.0,0,0,152,0.1929824561403509
76459,16.0,0,0,153,0.1929824561403509
76460,16.0,0,0,155,0.1929824561403509
76469,16.0,0,9,165,0.4705882352941176
76471,16.0,0,1,169,0.1666666666666666
76474,16.0,0,1,174,0.2222222222222222
76491,16.0,0,3,198,0.4444444444444445
76500,16.0,0,4,209,0.1666666666666666
76506,16.0,0,6,218,0.1052631578947368
76507,16.0,0,4,219,0.2777777777777778
76508,16.0,0,4,220,0.1111111111111111
76522,16.0,0,7,238,0.3846153846153846
76549,16.0,0,0,277,0.1578947368421052
76554,16.0,0,1,285,0.2222222222222222
76557,16.0,1,3,0,0.16
76558,16.0,1,7,1,1.0
76560,16.0,1,3,3,0.32
76566,16.0,1,6,11,0.1555555555555555
76567,16.0,1,6,12,0.0555555555555555
76569,16.0,1,9,18,0.7142857142857142
76578,16.0,1,9,28,0.2857142857142857
76589,16.0,1,3,52,0.16
76602,16.0,1,1,70,0.0816326530612245
76606,16.0,1,8,82,0.7777777777777779
76610,16.0,1,1,90,0.163265306122449
76615,16.0,1,2,97,1.0
76629,16.0,1,1,122,0.1836734693877551
76633,16.0,1,6,129,0.311111111111111
76636,16.0,1,3,132,0.12
76647,16.0,1,6,146,0.1111111111111111
76648,16.0,1,8,148,0.2222222222222222
76650,16.0,1,0,153,0.1666666666666666
76651,16.0,1,0,154,0.3333333333333333
76652,16.0,1,0,155,0.1666666666666666
76656,16.0,1,3,162,0.04
76660,16.0,1,6,167,0.0888888888888888
76661,16.0,1,1,169,0.1224489795918367
76663,16.0,1,1,174,0.326530612244898
76681,16.0,1,3,198,0.2
76693,16.0,1,6,216,0.0333333333333333
76695,16.0,1,6,218,0.2444444444444444
76727,16.0,1,0,277,0.3333333333333333
76733,16.0,1,1,285,0.1224489795918367
76741,16.0,2,6,11,0.1428571428571428
76743,16.0,2,9,14,0.2142857142857142
76749,16.0,2,9,28,0.2142857142857142
76761,16.0,2,0,49,0.5
76762,16.0,2,3,52,1.0
76770,16.0,2,1,70,0.1999999999999999
76773,16.0,2,8,82,1.0
76777,16.0,2,1,90,0.1999999999999999
76781,16.0,2,2,96,0.1428571428571428
76782,16.0,2,2,97,0.3428571428571428
76790,16.0,2,1,122,0.0666666666666666
76791,16.0,2,6,129,0.2857142857142857
76799,16.0,2,6,146,0.2857142857142857
76801,16.0,2,2,150,0.5142857142857142
76802,16.0,2,0,153,0.5
76807,16.0,2,9,165,0.5714285714285714
76809,16.0,2,6,167,0.1428571428571428
76810,16.0,2,1,169,0.0666666666666666
76811,16.0,2,1,174,0.3333333333333333
76816,16.0,2,5,191,1.0
76825,16.0,2,6,218,0.1428571428571428
76826,16.0,2,4,219,1.0
76854,16.0,2,1,285,0.1333333333333333
76857,16.0,3,3,0,0.0999999999999999
76858,16.0,3,7,1,0.5
76860,16.0,3,3,3,0.3
76865,16.0,3,6,11,0.0204081632653061
76866,16.0,3,6,12,0.0816326530612244
76867,16.0,3,9,14,0.5
76869,16.0,3,9,18,0.5
76887,16.0,3,3,52,0.1666666666666666
76889,16.0,3,6,55,0.0408163265306122
76900,16.0,3,1,70,0.0967741935483871
76901,16.0,3,0,71,0.1538461538461538
76907,16.0,3,8,82,0.5
76912,16.0,3,1,90,0.064516129032258
76918,16.0,3,2,97,0.3333333333333333
76924,16.0,3,4,108,0.25
76929,16.0,3,7,115,0.1
76934,16.0,3,1,122,0.2258064516129032
76939,16.0,3,6,129,0.3673469387755101
76942,16.0,3,3,132,0.0833333333333333
76946,16.0,3,8,137,0.5
76952,16.0,3,6,146,0.1632653061224489
76953,16.0,3,2,150,0.6666666666666666
76954,16.0,3,0,152,0.0769230769230769
76955,16.0,3,0,153,0.2307692307692307
76956,16.0,3,0,155,0.3846153846153846
76964,16.0,3,6,167,0.0816326530612244
76965,16.0,3,1,169,0.064516129032258
76967,16.0,3,1,174,0.4193548387096774
76983,16.0,3,3,198,0.35
76990,16.0,3,4,209,0.25
76994,16.0,3,6,216,0.1224489795918367
76996,16.0,3,6,218,0.1224489795918367
76997,16.0,3,4,219,0.5
77012,16.0,3,7,238,0.4
77035,16.0,3,0,277,0.1538461538461538
77039,16.0,3,1,285,0.1290322580645161
77043,16.0,4,3,0,0.4
77048,16.0,4,9,14,1.0
77059,16.0,4,0,49,0.1666666666666666
77060,16.0,4,3,52,0.4
77069,16.0,4,1,70,0.25
77070,16.0,4,0,71,0.0555555555555555
77076,16.0,4,8,82,0.25
77082,16.0,4,4,108,0.3749999999999999
77086,16.0,4,7,115,1.0
77095,16.0,4,8,148,0.75
77096,16.0,4,2,150,1.0
77097,16.0,4,0,152,0.1111111111111111
77098,16.0,4,0,153,0.2222222222222222
77099,16.0,4,0,155,0.3333333333333333
77103,16.0,4,1,174,0.75
77111,16.0,4,3,198,0.2
77115,16.0,4,4,209,0.1666666666666666
77120,16.0,4,6,218,1.0
77121,16.0,4,4,219,0.25
77122,16.0,4,4,220,0.2083333333333333
77142,16.0,4,0,277,0.1111111111111111
77144,16.0,5,7,1,0.5
77147,16.0,5,9,14,0.3333333333333333
77148,16.0,5,9,18,0.0606060606060606
77153,16.0,5,9,28,0.4848484848484849
77161,16.0,5,1,70,0.5
77162,16.0,5,0,71,0.5
77165,16.0,5,8,82,1.0
77170,16.0,5,2,96,0.5
77172,16.0,5,7,115,0.25
77174,16.0,5,6,129,1.0
77179,16.0,5,2,150,0.5
77180,16.0,5,0,153,0.5
77183,16.0,5,9,165,0.1212121212121212
77184,16.0,5,1,169,0.1666666666666666
77190,16.0,5,3,198,1.0
77203,16.0,5,7,238,0.25
77213,16.0,5,5,264,1.0
77218,16.0,5,1,285,0.3333333333333333
77219,16.0,6,3,0,0.09375
77220,16.0,6,7,1,0.25
77222,16.0,6,3,3,0.4375
77228,16.0,6,6,11,0.0576923076923076
77229,16.0,6,6,12,0.0384615384615384
77231,16.0,6,9,18,0.7142857142857142
77239,16.0,6,9,28,0.2857142857142857
77253,16.0,6,0,49,0.2
77255,16.0,6,3,52,0.15625
77257,16.0,6,6,55,0.0384615384615384
77269,16.0,6,1,70,0.0697674418604651
77278,16.0,6,8,82,0.5714285714285714
77282,16.0,6,1,90,0.1472868217054263
77288,16.0,6,2,97,0.5
77296,16.0,6,4,108,1.0
77305,16.0,6,1,122,0.1007751937984496
77306,16.0,6,8,124,0.2857142857142857
77311,16.0,6,6,129,0.3461538461538461
77313,16.0,6,3,132,0.125
77316,16.0,6,8,137,0.1428571428571428
77324,16.0,6,6,146,0.1153846153846153
77325,16.0,6,2,150,0.5
77326,16.0,6,0,152,0.2
77327,16.0,6,0,153,0.2
77331,16.0,6,3,162,0.0625
77335,16.0,6,6,167,0.173076923076923
77336,16.0,6,1,169,0.0930232558139534
77339,16.0,6,1,174,0.4418604651162791
77356,16.0,6,3,198,0.125
77368,16.0,6,6,216,0.0384615384615384
77370,16.0,6,6,218,0.1923076923076923
77387,16.0,6,7,238,0.75
77409,16.0,6,0,277,0.4
77414,16.0,6,1,285,0.1472868217054263
77418,16.0,7,3,0,0.2777777777777778
77419,16.0,7,7,1,0.1666666666666666
77421,16.0,7,3,3,0.1666666666666666
77426,16.0,7,6,11,0.1428571428571428
77427,16.0,7,6,12,0.1428571428571428
77429,16.0,7,9,14,0.1052631578947368
77431,16.0,7,9,18,0.2105263157894736
77439,16.0,7,9,28,0.2631578947368421
77454,16.0,7,3,52,0.1666666666666666
77463,16.0,7,1,70,0.1363636363636363
77464,16.0,7,0,71,0.32
77470,16.0,7,8,82,0.4
77473,16.0,7,1,90,0.0909090909090909
77485,16.0,7,7,115,0.25
77490,16.0,7,1,122,0.2727272727272727
77491,16.0,7,8,124,0.4
77493,16.0,7,6,129,0.1428571428571428
77496,16.0,7,3,132,0.1666666666666666
77504,16.0,7,6,146,0.1428571428571428
77505,16.0,7,7,147,0.125
77506,16.0,7,8,148,0.2
77508,16.0,7,0,152,0.2
77509,16.0,7,0,153,0.4
77516,16.0,7,3,162,0.0555555555555555
77519,16.0,7,9,165,0.4210526315789473
77521,16.0,7,6,167,0.4285714285714285
77522,16.0,7,1,169,0.1818181818181818
77523,16.0,7,1,174,0.2272727272727272
77538,16.0,7,3,198,0.1666666666666666
77547,16.0,7,4,219,0.75
77548,16.0,7,4,220,0.25
77561,16.0,7,7,238,0.25
77580,16.0,7,7,270,0.2083333333333333
77584,16.0,7,0,277,0.08
77589,16.0,7,1,285,0.0909090909090909
77592,16.0,8,3,3,0.5
77596,16.0,8,6,11,0.3
77597,16.0,8,6,12,0.1
77598,16.0,8,9,18,0.5
77603,16.0,8,9,28,0.5
77614,16.0,8,3,52,0.5
77616,16.0,8,6,55,0.1
77621,16.0,8,1,70,0.0526315789473684
77624,16.0,8,8,82,0.1818181818181818
77626,16.0,8,1,90,0.2105263157894736
77630,16.0,8,2,96,0.25
77631,16.0,8,2,97,0.75
77640,16.0,8,1,122,0.0526315789473684
77641,16.0,8,8,124,0.3636363636363636
77643,16.0,8,6,129,0.2
77652,16.0,8,8,148,0.4545454545454545
77656,16.0,8,1,169,0.368421052631579
77658,16.0,8,1,174,0.3157894736842105
77676,16.0,8,6,218,0.3
77688,16.0,8,7,238,1.0
77709,16.0,9,3,0,0.1428571428571428
77710,16.0,9,7,1,0.5333333333333333
77712,16.0,9,3,3,0.1428571428571428
77717,16.0,9,9,14,0.0714285714285714
77720,16.0,9,9,18,0.2857142857142857
77729,16.0,9,9,28,0.2857142857142857
77743,16.0,9,0,49,0.125
77745,16.0,9,3,52,0.2857142857142857
77748,16.0,9,6,55,0.0416666666666666
77759,16.0,9,1,70,0.1818181818181818
77765,16.0,9,8,82,0.1666666666666666
77770,16.0,9,1,90,0.0363636363636363
77775,16.0,9,2,97,0.6666666666666666
77782,16.0,9,7,115,0.0666666666666666
77787,16.0,9,1,122,0.0909090909090909
77791,16.0,9,6,129,0.2083333333333333
77801,16.0,9,6,146,0.3333333333333333
77802,16.0,9,8,148,0.8333333333333334
77803,16.0,9,2,150,0.3333333333333333
77805,16.0,9,0,152,0.25
77806,16.0,9,0,153,0.5
77813,16.0,9,9,165,0.3571428571428571
77815,16.0,9,6,167,0.2916666666666667
77816,16.0,9,1,169,0.1454545454545454
77820,16.0,9,1,174,0.3818181818181818
77833,16.0,9,3,198,0.4285714285714285
77845,16.0,9,6,216,0.0416666666666666
77847,16.0,9,6,218,0.0833333333333333
77848,16.0,9,4,219,1.0
77864,16.0,9,7,238,0.3333333333333333
77879,16.0,9,5,264,1.0
77885,16.0,9,7,270,0.0666666666666666
77888,16.0,9,0,277,0.125
77892,16.0,9,1,285,0.1636363636363636
84579,17.0,0,3,0,0.1818181818181818
84580,17.0,0,7,1,0.4
84582,17.0,0,3,3,0.1818181818181818
84589,17.0,0,9,18,0.4444444444444445
84596,17.0,0,9,28,0.2222222222222222
84610,17.0,0,0,49,0.2765957446808511
84613,17.0,0,3,52,0.3636363636363636
84625,17.0,0,1,70,0.125
84626,17.0,0,0,71,0.0425531914893617
84634,17.0,0,8,82,0.5
84640,17.0,0,1,90,0.125
84648,17.0,0,4,108,0.4666666666666667
84653,17.0,0,7,115,0.3
84658,17.0,0,1,122,0.25
84660,17.0,0,8,124,0.5
84664,17.0,0,6,129,0.3125
84676,17.0,0,6,146,0.375
84677,17.0,0,7,147,0.2
84679,17.0,0,0,152,0.2340425531914894
84680,17.0,0,0,153,0.2340425531914894
84681,17.0,0,0,154,0.0212765957446808
84682,17.0,0,0,155,0.1489361702127659
84691,17.0,0,9,165,0.3333333333333333
84693,17.0,0,6,167,0.0625
84694,17.0,0,1,169,0.125
84696,17.0,0,1,174,0.25
84708,17.0,0,5,191,0.5
84711,17.0,0,3,198,0.2727272727272727
84724,17.0,0,6,216,0.125
84726,17.0,0,6,218,0.125
84727,17.0,0,4,219,0.3999999999999999
84728,17.0,0,4,220,0.1333333333333333
84740,17.0,0,7,238,0.1
84757,17.0,0,5,264,0.5
84765,17.0,0,0,277,0.0425531914893617
84770,17.0,0,1,285,0.125
84773,17.0,1,3,0,0.2941176470588235
84774,17.0,1,7,1,0.1
84776,17.0,1,3,3,0.0588235294117647
84782,17.0,1,6,11,0.054054054054054
84783,17.0,1,6,12,0.081081081081081
84786,17.0,1,9,18,0.6
84795,17.0,1,9,28,0.4
84807,17.0,1,3,52,0.1764705882352941
84809,17.0,1,6,55,0.0135135135135135
84820,17.0,1,1,70,0.1777777777777777
84821,17.0,1,0,71,0.2222222222222222
84827,17.0,1,8,82,0.5
84831,17.0,1,1,90,0.0888888888888888
84837,17.0,1,2,97,1.0
84843,17.0,1,4,108,1.0
84847,17.0,1,7,115,0.3
84852,17.0,1,1,122,0.1777777777777777
84854,17.0,1,8,124,0.2
84858,17.0,1,6,129,0.3648648648648648
84861,17.0,1,3,132,0.1176470588235294
84865,17.0,1,8,137,0.1
84872,17.0,1,6,146,0.1621621621621621
84873,17.0,1,7,147,0.3
84874,17.0,1,8,148,0.2
84876,17.0,1,0,152,0.2222222222222222
84877,17.0,1,0,153,0.2222222222222222
84881,17.0,1,3,162,0.0588235294117647
84885,17.0,1,6,167,0.1216216216216216
84886,17.0,1,1,169,0.0666666666666666
84889,17.0,1,1,174,0.3333333333333333
84905,17.0,1,3,198,0.2941176470588235
84915,17.0,1,6,216,0.027027027027027
84916,17.0,1,6,218,0.1756756756756756
84930,17.0,1,7,238,0.2
84950,17.0,1,7,270,0.1
84954,17.0,1,0,277,0.3333333333333333
84958,17.0,1,1,285,0.1555555555555555
84963,17.0,2,3,3,1.0
84969,17.0,2,9,14,0.25
84974,17.0,2,9,28,0.5
84996,17.0,2,8,82,0.5
85004,17.0,2,2,96,0.1818181818181818
85005,17.0,2,2,97,0.409090909090909
85014,17.0,2,8,124,0.25
85016,17.0,2,6,129,0.8333333333333334
85023,17.0,2,8,148,0.25
85025,17.0,2,2,150,0.409090909090909
85030,17.0,2,9,165,0.25
85032,17.0,2,6,167,0.1666666666666666
85033,17.0,2,1,169,0.25
85035,17.0,2,1,174,0.625
85040,17.0,2,5,191,1.0
85070,17.0,2,0,277,1.0
85072,17.0,2,1,285,0.125
85076,17.0,3,3,0,0.1162790697674418
85077,17.0,3,7,1,0.3333333333333333
85079,17.0,3,3,3,0.2325581395348837
85083,17.0,3,6,11,0.2222222222222222
85084,17.0,3,6,12,0.1111111111111111
85086,17.0,3,9,18,0.75
85103,17.0,3,3,52,0.1627906976744186
85105,17.0,3,6,55,0.037037037037037
85115,17.0,3,8,82,0.6666666666666666
85120,17.0,3,1,90,0.2580645161290322
85129,17.0,3,4,108,0.3333333333333333
85134,17.0,3,7,115,0.1666666666666666
85140,17.0,3,1,122,0.0967741935483871
85142,17.0,3,8,124,0.3333333333333333
85146,17.0,3,6,129,0.2592592592592593
85148,17.0,3,3,132,0.0232558139534883
85157,17.0,3,6,146,0.074074074074074
85158,17.0,3,0,152,0.5
85159,17.0,3,0,153,0.5
85162,17.0,3,3,162,0.0465116279069767
85165,17.0,3,9,165,0.25
85167,17.0,3,6,167,0.1111111111111111
85168,17.0,3,1,169,0.1290322580645161
85170,17.0,3,1,174,0.3548387096774194
85189,17.0,3,3,198,0.4186046511627906
85195,17.0,3,4,209,0.3333333333333333
85200,17.0,3,6,216,0.074074074074074
85202,17.0,3,6,218,0.1111111111111111
85203,17.0,3,4,219,0.3333333333333333
85216,17.0,3,7,238,0.5
85241,17.0,3,1,285,0.1612903225806451
85251,17.0,4,0,49,0.1666666666666666
85252,17.0,4,3,52,0.3333333333333333
85262,17.0,4,1,70,0.3333333333333333
85267,17.0,4,8,82,0.3333333333333333
85272,17.0,4,1,90,0.1666666666666666
85276,17.0,4,4,108,0.24
85286,17.0,4,3,132,0.6666666666666666
85288,17.0,4,7,147,1.0
85289,17.0,4,8,148,0.6666666666666666
85290,17.0,4,0,152,0.0833333333333333
85291,17.0,4,0,153,0.3333333333333333
85292,17.0,4,0,154,0.0833333333333333
85293,17.0,4,0,155,0.3333333333333333
85295,17.0,4,1,169,0.3333333333333333
85296,17.0,4,1,174,0.1666666666666666
85308,17.0,4,4,209,0.12
85314,17.0,4,6,218,1.0
85315,17.0,4,4,219,0.4
85316,17.0,4,4,220,0.24
85338,17.0,5,9,14,0.1666666666666666
85340,17.0,5,9,18,0.0833333333333333
85347,17.0,5,9,28,0.3333333333333333
85353,17.0,5,1,70,1.0
85354,17.0,5,0,71,1.0
85367,17.0,5,6,146,1.0
85369,17.0,5,9,165,0.4166666666666667
85375,17.0,5,5,191,0.25
85394,17.0,5,5,264,0.75
85398,17.0,5,7,270,1.0
85402,17.0,6,3,0,0.1052631578947368
85403,17.0,6,7,1,0.1818181818181818
85405,17.0,6,3,3,0.5789473684210527
85411,17.0,6,6,11,0.12
85412,17.0,6,6,12,0.12
85414,17.0,6,9,18,0.6666666666666666
85432,17.0,6,3,52,0.1052631578947368
85434,17.0,6,6,55,0.08
85444,17.0,6,1,70,0.0344827586206896
85449,17.0,6,8,82,0.1428571428571428
85452,17.0,6,1,90,0.0229885057471264
85464,17.0,6,4,108,0.3333333333333333
85471,17.0,6,1,122,0.1034482758620689
85472,17.0,6,8,124,0.5714285714285714
85476,17.0,6,6,129,0.44
85485,17.0,6,6,146,0.08
85486,17.0,6,8,148,0.2857142857142857
85487,17.0,6,2,150,1.0
85488,17.0,6,0,152,0.25
85489,17.0,6,0,153,0.25
85490,17.0,6,0,155,0.25
85495,17.0,6,3,162,0.0526315789473684
85498,17.0,6,9,165,0.3333333333333333
85500,17.0,6,6,167,0.08
85501,17.0,6,1,169,0.0689655172413793
85503,17.0,6,1,174,0.5632183908045977
85518,17.0,6,3,198,0.1578947368421052
85525,17.0,6,4,209,0.3333333333333333
85531,17.0,6,6,218,0.08
85532,17.0,6,4,219,0.3333333333333333
85544,17.0,6,7,238,0.818181818181818
85568,17.0,6,0,277,0.25
85572,17.0,6,1,285,0.2068965517241379
85575,17.0,7,7,1,0.0666666666666666
85577,17.0,7,3,3,0.25
85581,17.0,7,6,12,0.1
85583,17.0,7,9,14,0.0555555555555555
85585,17.0,7,9,18,0.2222222222222222
85593,17.0,7,9,28,0.3333333333333333
85605,17.0,7,0,49,0.0555555555555555
85606,17.0,7,3,52,0.5
85614,17.0,7,1,70,0.1052631578947368
85618,17.0,7,8,82,0.5
85621,17.0,7,1,90,0.1052631578947368
85626,17.0,7,2,97,1.0
85631,17.0,7,7,115,0.2666666666666666
85637,17.0,7,1,122,0.1578947368421052
85639,17.0,7,8,124,0.5
85641,17.0,7,6,129,0.3
85652,17.0,7,6,146,0.1
85653,17.0,7,7,147,0.1999999999999999
85655,17.0,7,0,152,0.0555555555555555
85656,17.0,7,0,153,0.6666666666666667
85657,17.0,7,0,155,0.1111111111111111
85663,17.0,7,9,165,0.3888888888888889
85665,17.0,7,6,167,0.4
85666,17.0,7,1,174,0.2631578947368421
85679,17.0,7,3,198,0.25
85687,17.0,7,6,216,0.1
85689,17.0,7,4,219,1.0
85704,17.0,7,7,238,0.3999999999999999
85722,17.0,7,5,264,1.0
85725,17.0,7,7,270,0.0666666666666666
85729,17.0,7,0,277,0.1111111111111111
85731,17.0,7,1,285,0.368421052631579
85733,17.0,8,3,3,0.8
85738,17.0,8,6,11,0.3333333333333333
85739,17.0,8,6,12,0.1111111111111111
85749,17.0,8,6,55,0.1111111111111111
85757,17.0,8,8,82,0.4545454545454545
85759,17.0,8,1,90,0.1111111111111111
85762,17.0,8,2,97,1.0
85768,17.0,8,1,122,0.2222222222222222
85770,17.0,8,8,124,0.3636363636363636
85774,17.0,8,6,129,0.2222222222222222
85782,17.0,8,8,148,0.1818181818181818
85789,17.0,8,1,169,0.1111111111111111
85791,17.0,8,1,174,0.3333333333333333
85802,17.0,8,3,198,0.2
85813,17.0,8,6,216,0.1111111111111111
85814,17.0,8,6,218,0.1111111111111111
85840,17.0,8,0,277,1.0
85843,17.0,8,1,285,0.2222222222222222
85845,17.0,9,7,1,0.3478260869565217
85851,17.0,9,6,11,0.1666666666666666
85853,17.0,9,9,14,0.1111111111111111
85856,17.0,9,9,18,0.311111111111111
85865,17.0,9,9,28,0.2444444444444444
85889,17.0,9,1,70,0.0689655172413793
85890,17.0,9,0,71,0.0833333333333333
85894,17.0,9,8,82,0.3333333333333333
85897,17.0,9,1,90,0.0344827586206896
85901,17.0,9,2,96,0.2222222222222222
85902,17.0,9,2,97,0.3333333333333333
85909,17.0,9,7,115,0.1739130434782608
85914,17.0,9,1,122,0.1034482758620689
85916,17.0,9,8,124,0.1666666666666666
85918,17.0,9,6,129,0.3333333333333333
85928,17.0,9,7,147,0.0434782608695652
85929,17.0,9,8,148,0.5
85931,17.0,9,2,150,0.4444444444444445
85933,17.0,9,0,152,0.0833333333333333
85934,17.0,9,0,153,0.5
85935,17.0,9,0,155,0.1666666666666666
85942,17.0,9,9,165,0.3333333333333333
85944,17.0,9,6,167,0.2777777777777778
85945,17.0,9,1,169,0.3103448275862069
85947,17.0,9,1,174,0.3103448275862069
85954,17.0,9,5,191,0.25
85957,17.0,9,3,198,1.0
85966,17.0,9,6,218,0.2222222222222222
85981,17.0,9,7,238,0.2608695652173913
85997,17.0,9,5,264,0.75
86003,17.0,9,7,270,0.1739130434782608
86007,17.0,9,0,277,0.1666666666666666
86012,17.0,9,1,285,0.1724137931034483
92164,18.0,0,3,0,0.1666666666666666
92165,18.0,0,7,1,0.25
92167,18.0,0,3,3,0.5
92172,18.0,0,6,11,0.4615384615384615
92174,18.0,0,9,14,0.1428571428571428
92175,18.0,0,9,18,0.2857142857142857
92182,18.0,0,9,28,0.1428571428571428
92195,18.0,0,0,49,0.1071428571428571
92198,18.0,0,3,52,0.1666666666666666
92201,18.0,0,6,55,0.0769230769230769
92209,18.0,0,1,70,0.2
92210,18.0,0,0,71,0.1071428571428571
92229,18.0,0,4,108,0.125
92234,18.0,0,7,115,0.375
92239,18.0,0,1,122,0.1
92240,18.0,0,8,124,1.0
92242,18.0,0,6,129,0.1538461538461538
92252,18.0,0,6,146,0.1538461538461538
92253,18.0,0,7,147,0.25
92254,18.0,0,0,152,0.0714285714285714
92255,18.0,0,0,153,0.2142857142857142
92256,18.0,0,0,154,0.0357142857142857
92257,18.0,0,0,155,0.1428571428571428
92265,18.0,0,9,165,0.4285714285714285
92267,18.0,0,1,169,0.2
92268,18.0,0,1,174,0.3
92283,18.0,0,3,198,0.1666666666666666
92294,18.0,0,6,216,0.1538461538461538
92296,18.0,0,4,219,0.625
92297,18.0,0,4,220,0.25
92310,18.0,0,7,238,0.125
92332,18.0,0,0,277,0.3214285714285714
92336,18.0,0,1,285,0.2
92339,18.0,1,3,0,0.0769230769230769
92340,18.0,1,7,1,0.1428571428571428
92342,18.0,1,3,3,0.0769230769230769
92348,18.0,1,6,11,0.1363636363636363
92349,18.0,1,6,12,0.1363636363636363
92352,18.0,1,9,18,0.5
92361,18.0,1,9,28,0.1
92375,18.0,1,3,52,0.2307692307692307
92377,18.0,1,6,55,0.0227272727272727
92390,18.0,1,1,70,0.0697674418604651
92395,18.0,1,8,82,0.3636363636363636
92398,18.0,1,1,90,0.0930232558139534
92405,18.0,1,4,108,0.4
92415,18.0,1,1,122,0.1860465116279069
92416,18.0,1,8,124,0.2727272727272727
92420,18.0,1,6,129,0.2045454545454545
92423,18.0,1,3,132,0.0769230769230769
92433,18.0,1,6,146,0.1590909090909091
92434,18.0,1,7,147,0.1428571428571428
92435,18.0,1,8,148,0.3636363636363636
92438,18.0,1,0,152,0.6666666666666666
92439,18.0,1,0,153,0.3333333333333333
92446,18.0,1,9,165,0.4
92448,18.0,1,6,167,0.0681818181818181
92449,18.0,1,1,169,0.0930232558139534
92452,18.0,1,1,174,0.4418604651162791
92467,18.0,1,3,198,0.4615384615384615
92475,18.0,1,4,209,0.4
92480,18.0,1,6,216,0.0681818181818181
92481,18.0,1,6,218,0.2045454545454545
92482,18.0,1,4,219,0.2
92496,18.0,1,7,238,0.7142857142857142
92510,18.0,1,5,264,1.0
92521,18.0,1,3,281,0.0769230769230769
92522,18.0,1,1,285,0.1162790697674418
92525,18.0,2,3,0,1.0
92544,18.0,2,1,70,0.5
92546,18.0,2,8,82,0.6
92552,18.0,2,2,96,0.1
92553,18.0,2,2,97,0.4
92562,18.0,2,8,124,0.4
92570,18.0,2,2,150,0.5
92574,18.0,2,9,165,1.0
92576,18.0,2,1,174,0.5
92608,18.0,3,3,0,0.054054054054054
92609,18.0,3,7,1,0.5
92611,18.0,3,3,3,0.2702702702702703
92616,18.0,3,6,11,0.0476190476190476
92617,18.0,3,6,12,0.1904761904761905
92633,18.0,3,0,49,0.3333333333333333
92634,18.0,3,3,52,0.1351351351351351
92643,18.0,3,1,70,0.1379310344827586
92649,18.0,3,8,82,0.625
92653,18.0,3,1,90,0.1034482758620689
92662,18.0,3,4,108,0.3333333333333333
92669,18.0,3,1,122,0.0689655172413793
92671,18.0,3,8,124,0.25
92675,18.0,3,6,129,0.4285714285714285
92677,18.0,3,3,132,0.027027027027027
92686,18.0,3,6,146,0.0476190476190476
92687,18.0,3,8,148,0.125
