model,n_stations,solution_method,spatial_simplification,ode_method,stations_per_cell,delta_t_ratio_or_epsilon,delta_t_or_n_iterations,time,std_time,error_sum_metric,error_max_metric
12,15,discrete_step,none,BDF,5,0.1,0.430167987796832,0.528566128999955,0.32605636199969,0.00862134485507981,0.00318036807299016
12,15,discrete_step,none,BDF,5,0.05,0.215083993898416,0.805555685999934,0.32605636199969,0.00528112216309727,0.00180048850165034
12,15,discrete_step,none,BDF,5,0.025,0.107541996949208,1.39357811799982,0.32605636199969,0.00687726865721144,0.00225101018726679
13,11,discrete_step,none,RK45,5,0.1,0.397105331591102,0.26767714000016,0.191174616000353,0.00296312509500951,0.00178119079927643
13,11,discrete_step,none,RK45,5,0.05,0.198552665795551,0.268233914999655,0.191174616000353,0.00284960768001658,0.0017832636557931
13,11,discrete_step,none,RK45,5,0.025,0.0992763328977755,0.309478196999407,0.191174616000353,0.00490453372465935,0.00302214690183705
13,11,discrete_step,none,BDF,5,0.1,0.397105331591102,0.280086316999586,0.19694989799973,0.00302040761797249,0.00178041619201333
13,11,discrete_step,none,BDF,5,0.05,0.198552665795551,0.438595891999285,0.19694989799973,0.00295880306294689,0.00181581254443521
13,11,discrete_step,none,BDF,5,0.025,0.0992763328977755,0.7225303969999,0.19694989799973,0.00506827163303295,0.00305751753908621
14,11,discrete_step,none,RK45,5,0.1,0.423862540930675,0.281290606000766,0.192746804000308,0.00493783009676266,0.00249266685572446
14,11,discrete_step,none,RK45,5,0.05,0.211931270465337,0.285841932000039,0.192746804000308,0.00399704462216468,0.00265552170229697
14,11,discrete_step,none,RK45,5,0.025,0.105965635232669,0.30224393700064,0.192746804000308,0.00583527990221482,0.00425332953508548
14,11,discrete_step,none,BDF,5,0.1,0.423862540930675,0.275443528000324,0.140310349000174,0.0049850931952204,0.0025175243337287
14,11,discrete_step,none,BDF,5,0.05,0.211931270465337,0.413422815000558,0.140310349000174,0.00412922439398233,0.00269458438295678
14,11,discrete_step,none,BDF,5,0.025,0.105965635232669,0.685041419000299,0.140310349000174,0.00596855621338738,0.00429152630428006
15,12,discrete_step,none,RK45,5,0.1,0.41945201319597,0.306133403000786,0.229508817999886,0.0074618221001496,0.00308523033034267
15,12,discrete_step,none,RK45,5,0.05,0.209726006597985,0.34782698700019,0.229508817999886,0.0062426304106433,0.00361716491055596
15,12,discrete_step,none,RK45,5,0.025,0.104863003298993,0.377424061999591,0.229508817999886,0.00963988333849487,0.00577605171469167
15,12,discrete_step,none,BDF,5,0.1,0.41945201319597,0.376683714000137,0.282374278000134,0.00749164565093879,0.00313111185146553
15,12,discrete_step,none,BDF,5,0.05,0.209726006597985,0.568137782999656,0.282374278000134,0.00649786104370708,0.00365395074957712
15,12,discrete_step,none,BDF,5,0.025,0.104863003298993,0.934181761000218,0.282374278000134,0.00988673796099537,0.00581333096623937
16,14,discrete_step,none,RK45,5,0.1,0.400639235910391,0.381320000000414,0.31649752300018,0.0112551903506714,0.0044519641857522
16,14,discrete_step,none,RK45,5,0.05,0.200319617955195,0.409147807000409,0.31649752300018,0.00733676384099804,0.00267870726103597
16,14,discrete_step,none,RK45,5,0.025,0.100159808977598,0.463008923999951,0.31649752300018,0.00870067533034865,0.0042978734466172
16,14,discrete_step,none,BDF,5,0.1,0.400639235910391,0.887200187000417,0.397697639000398,0.0112815605723237,0.00447828000533415
16,14,discrete_step,none,BDF,5,0.05,0.200319617955195,1.18486294200011,0.397697639000398,0.00750144531069743,0.00273268638111203
16,14,discrete_step,none,BDF,5,0.025,0.100159808977598,2.18880339800035,0.397697639000398,0.0089136020878868,0.00425184589588773
17,11,discrete_step,none,RK45,5,0.1,0.408799088097481,0.246366217999821,0.203786852000121,0.00833108770461034,0.00382540093746267
17,11,discrete_step,none,RK45,5,0.05,0.20439954404874,0.279963134999889,0.203786852000121,0.00460199912678858,0.00217619715320286
17,11,discrete_step,none,RK45,5,0.025,0.10219977202437,0.308123666999563,0.203786852000121,0.0072592109443381,0.00353603507242434
17,11,discrete_step,none,BDF,5,0.1,0.408799088097481,0.293756849000602,0.201631760000055,0.0084467221847412,0.00382606852143787
17,11,discrete_step,none,BDF,5,0.05,0.20439954404874,0.489320466000208,0.201631760000055,0.0047205535338966,0.00218584790125883
17,11,discrete_step,none,BDF,5,0.025,0.10219977202437,0.865274570999645,0.201631760000055,0.00755949297359578,0.00348347478698223
18,14,discrete_step,none,RK45,5,0.1,0.371153881827691,0.407483574999787,0.309928119999313,0.00699086892325308,0.00421072717155336
18,14,discrete_step,none,RK45,5,0.05,0.185576940913845,0.435730076999789,0.309928119999313,0.00635277199320124,0.00287769575599414
18,14,discrete_step,none,RK45,5,0.025,0.0927884704569227,0.489716910000425,0.309928119999313,0.0101885481382922,0.00537152237480803
18,14,discrete_step,none,BDF,5,0.1,0.371153881827691,0.488403565999761,0.294663959999525,0.00705590103040853,0.00421912872607628
18,14,discrete_step,none,BDF,5,0.05,0.185576940913845,0.822771328000272,0.294663959999525,0.00649746375359059,0.00292883171942018
18,14,discrete_step,none,BDF,5,0.025,0.0927884704569227,1.2962344409998,0.294663959999525,0.0103602892090898,0.00527340731938589
19,15,discrete_step,none,RK45,5,0.1,0.400725461252994,0.433489122999163,0.324458504000177,0.0156189079414469,0.00640761266692988
19,15,discrete_step,none,RK45,5,0.05,0.200362730626497,0.458613138000146,0.324458504000177,0.00936502565041449,0.00359178523853417
19,15,discrete_step,none,RK45,5,0.025,0.100181365313249,0.500974335000137,0.324458504000177,0.012673375503895,0.00411621781134302
19,15,discrete_step,none,BDF,5,0.1,0.400725461252994,0.854197364000356,0.865683969000202,0.0157261049737844,0.00643495739473709
19,15,discrete_step,none,BDF,5,0.05,0.200362730626497,1.60744983599943,0.865683969000202,0.00989138176214938,0.00370629922115416
19,15,discrete_step,none,BDF,5,0.025,0.100181365313249,3.14315096300015,0.865683969000202,0.0130267548467081,0.00400865870122526
20,10,discrete_step,none,RK45,5,0.1,0.459570054936273,0.181503464000343,0.180183739999848,0.00319359143725101,0.00324175917654485
20,10,discrete_step,none,RK45,5,0.05,0.229785027468137,0.19647747199997,0.180183739999848,0.00309345735843306,0.0026291966586567
20,10,discrete_step,none,RK45,5,0.025,0.114892513734068,0.225561915000071,0.180183739999848,0.00570154556403632,0.00545919219181721
20,10,discrete_step,none,BDF,5,0.1,0.459570054936273,0.242372337000234,0.110119830999793,0.00321914321593857,0.00324243098297363
20,10,discrete_step,none,BDF,5,0.05,0.229785027468137,0.356323674999658,0.110119830999793,0.00313609209991462,0.00263027714855671
20,10,discrete_step,none,BDF,5,0.025,0.114892513734068,0.603269248999823,0.110119830999793,0.00579051212695718,0.00544037438376276
21,10,discrete_step,none,RK45,5,0.1,0.398684547188954,0.242226493999624,0.163871092000591,0.00801970470729435,0.00619009631826612
21,10,discrete_step,none,RK45,5,0.05,0.199342273594477,0.277179905000594,0.163871092000591,0.00533795326405082,0.00428675041814825
21,10,discrete_step,none,RK45,5,0.025,0.0996711367972385,0.296180815999833,0.163871092000591,0.00766879638737209,0.0047951840663569
21,10,discrete_step,none,BDF,5,0.1,0.398684547188954,0.245905062999554,0.069815632999962,0.00807724945283202,0.00625547055575855
21,10,discrete_step,none,BDF,5,0.05,0.199342273594477,0.437297106000187,0.069815632999962,0.00547744597188953,0.00440823423970377
21,10,discrete_step,none,BDF,5,0.025,0.0996711367972385,0.652701559999514,0.069815632999962,0.00784368386591782,0.00494022221707671
22,15,discrete_step,none,RK45,5,0.1,0.424210220827331,0.431504240000322,0.358498995000446,0.010241622536227,0.00405762773405878
22,15,discrete_step,none,RK45,5,0.05,0.212105110413665,0.485479470999962,0.358498995000446,0.00596701811802613,0.00307599561124319
22,15,discrete_step,none,RK45,5,0.025,0.106052555206833,0.535307524000018,0.358498995000446,0.00681629046915719,0.00463088775986835
22,15,discrete_step,none,BDF,5,0.1,0.424210220827331,0.552161898000122,0.854446992999328,0.0103061055150796,0.00412478669843953
22,15,discrete_step,none,BDF,5,0.05,0.212105110413665,0.792490300000281,0.854446992999328,0.00625642109905412,0.00314175972663354
22,15,discrete_step,none,BDF,5,0.025,0.106052555206833,1.42734116700012,0.854446992999328,0.00700415588042096,0.00468916463962582
23,14,discrete_step,none,RK45,5,0.1,0.402137615627402,0.467484798999976,0.422843325999565,0.0125954784695659,0.00469862245591404
23,14,discrete_step,none,RK45,5,0.05,0.201068807813701,0.474083256000085,0.422843325999565,0.00773600048190997,0.00444179275228549
23,14,discrete_step,none,RK45,5,0.025,0.10053440390685,0.456613608000225,0.422843325999565,0.00806658505898755,0.00627260231876131
23,14,discrete_step,none,BDF,5,0.1,0.402137615627402,0.424326538000059,0.180771492000531,0.0126311109465864,0.00473271728475993
23,14,discrete_step,none,BDF,5,0.05,0.201068807813701,0.666471597000054,0.180771492000531,0.00793297707210874,0.00450383187948396
23,14,discrete_step,none,BDF,5,0.025,0.10053440390685,1.40220787399994,0.180771492000531,0.0082173725136803,0.00633061506703475
24,13,discrete_step,none,RK45,5,0.1,0.370515018056099,0.418105738999657,0.389039288999811,0.00926253442267526,0.00375619891798014
24,13,discrete_step,none,RK45,5,0.05,0.18525750902805,0.442993611999555,0.389039288999811,0.00662357980740679,0.00347999447573926
24,13,discrete_step,none,RK45,5,0.025,0.0926287545140248,0.506190418999722,0.389039288999811,0.00858556533705041,0.00627021639265534
24,13,discrete_step,none,BDF,5,0.1,0.370515018056099,0.370175035000102,2.26601393199962,0.00933127353078756,0.00375563899544974
24,13,discrete_step,none,BDF,5,0.05,0.18525750902805,0.58499605399993,2.26601393199962,0.00686790869066409,0.0034733866898126
24,13,discrete_step,none,BDF,5,0.025,0.0926287545140248,1.02369407799961,2.26601393199962,0.00883540331818828,0.00626565903051816
25,12,discrete_step,none,RK45,5,0.1,0.403801960698854,0.292612021000423,0.224274330000298,0.00823232560698961,0.0041537554372019
25,12,discrete_step,none,RK45,5,0.05,0.201900980349427,0.313298742999905,0.224274330000298,0.0046406003170136,0.00295945844141321
25,12,discrete_step,none,RK45,5,0.025,0.100950490174714,0.339876404000279,0.224274330000298,0.00644332530729294,0.00421955499421741
25,12,discrete_step,none,BDF,5,0.1,0.403801960698854,0.340433428999859,0.404806333000124,0.00826752917764065,0.00418838904650921
25,12,discrete_step,none,BDF,5,0.05,0.201900980349427,0.538340181999956,0.404806333000124,0.00481533672901519,0.00300392346458175
25,12,discrete_step,none,BDF,5,0.025,0.100950490174714,1.09884110100029,0.404806333000124,0.00657378996252813,0.00425960724635632
26,13,discrete_step,none,RK45,5,0.1,0.421514169282728,0.363106537000021,0.250839557999825,0.00969753413915768,0.00463277275523706
26,13,discrete_step,none,RK45,5,0.05,0.210757084641364,0.397721665000063,0.250839557999825,0.00607044169121407,0.00395043735793957
26,13,discrete_step,none,RK45,5,0.025,0.105378542320682,0.462187443000403,0.250839557999825,0.00716653295013543,0.00544036706716662
26,13,discrete_step,none,BDF,5,0.1,0.421514169282728,0.40132108600028,0.416829595000309,0.00975793654711077,0.00465502557429098
26,13,discrete_step,none,BDF,5,0.05,0.210757084641364,0.561470827999983,0.416829595000309,0.00629442000563105,0.00399276255645086
26,13,discrete_step,none,BDF,5,0.025,0.105378542320682,0.94344975399963,0.416829595000309,0.00730527381174345,0.00548799049179412
27,13,discrete_step,none,RK45,5,0.1,0.401789482873724,0.352137973000026,0.264826493999863,0.0124916362753768,0.00595715961519107
27,13,discrete_step,none,RK45,5,0.05,0.200894741436862,0.379937867000081,0.264826493999863,0.00830068643987488,0.00389269330822459
27,13,discrete_step,none,RK45,5,0.025,0.100447370718431,0.387066668999978,0.264826493999863,0.00952668499499655,0.00420143295595225
27,13,discrete_step,none,BDF,5,0.1,0.401789482873724,0.379876042000433,0.236650705000102,0.0125684584006879,0.00601534669104589
27,13,discrete_step,none,BDF,5,0.05,0.200894741436862,0.578015040000537,0.236650705000102,0.00866771040017354,0.00403927100912216
27,13,discrete_step,none,BDF,5,0.025,0.100447370718431,0.994468750000124,0.236650705000102,0.00988462782448844,0.0041899799929736
28,12,discrete_step,none,RK45,5,0.1,0.401528053434179,0.28672170200025,0.246423233999849,0.00951150582096229,0.00346312985649295
28,12,discrete_step,none,RK45,5,0.05,0.20076402671709,0.315307140000186,0.246423233999849,0.00583270230528384,0.00242776455272529
28,12,discrete_step,none,RK45,5,0.025,0.100382013358545,0.362895180999658,0.246423233999849,0.0070527323143062,0.00557676489199538
28,12,discrete_step,none,BDF,5,0.1,0.401528053434179,0.359258029000557,0.261092970999925,0.00960258578909499,0.00351688787439142
28,12,discrete_step,none,BDF,5,0.05,0.20076402671709,0.546467215999655,0.261092970999925,0.00603110151463757,0.00238430757129188
28,12,discrete_step,none,BDF,5,0.025,0.100382013358545,0.945914125999479,0.261092970999925,0.00729000748396023,0.00549589563323774
29,11,discrete_step,none,RK45,5,0.1,0.390940362800237,0.261821436999526,0.200508062000154,0.00599743979079657,0.00419587720645603
29,11,discrete_step,none,RK45,5,0.05,0.195470181400119,0.266048677000072,0.200508062000154,0.00488656818701422,0.00264055390118756
29,11,discrete_step,none,RK45,5,0.025,0.0977350907000594,0.29070923099971,0.200508062000154,0.00759701536154708,0.00374149191563694
29,11,discrete_step,none,BDF,5,0.1,0.390940362800237,0.286039221999999,0.14257490700038,0.00606441352096554,0.00427169550849504
29,11,discrete_step,none,BDF,5,0.05,0.195470181400119,0.433635188000153,0.14257490700038,0.00508683515048253,0.00271240560247514
29,11,discrete_step,none,BDF,5,0.025,0.0977350907000594,0.73766936300035,0.14257490700038,0.00780534378349491,0.00375587715034238
30,11,discrete_step,none,RK45,5,0.1,0.407666731663668,0.255376327999329,0.184066222000183,0.0106344171161605,0.00527526486439979
30,11,discrete_step,none,RK45,5,0.05,0.203833365831834,0.298196234999523,0.184066222000183,0.00725356260587777,0.00424773543826247
30,11,discrete_step,none,RK45,5,0.025,0.101916682915917,0.315114449000248,0.184066222000183,0.00955229708978067,0.00599931104482203
30,11,discrete_step,none,BDF,5,0.1,0.407666731663668,0.324535108999953,0.169442282000091,0.0107200329271825,0.00536439438452877
30,11,discrete_step,none,BDF,5,0.05,0.203833365831834,0.469159129000218,0.169442282000091,0.00762435137282901,0.00436770530472743
30,11,discrete_step,none,BDF,5,0.025,0.101916682915917,0.946965468999224,0.169442282000091,0.00983029471978737,0.0060424352113402
31,12,discrete_step,none,RK45,5,0.1,0.417126768821856,0.28111170000011,0.227538232999905,0.00720488833648555,0.00452954934279418
31,12,discrete_step,none,RK45,5,0.05,0.208563384410928,0.327549523000016,0.227538232999905,0.00546164695925636,0.00272731899453573
31,12,discrete_step,none,RK45,5,0.025,0.104281692205464,0.333156278999922,0.227538232999905,0.00750415593705428,0.00486716259808613
31,12,discrete_step,none,BDF,5,0.1,0.417126768821856,0.634599244999663,0.10473756600004,0.00726486747743634,0.00458469685624783
31,12,discrete_step,none,BDF,5,0.05,0.208563384410928,1.26166408800054,0.10473756600004,0.00556575700358576,0.00274802654852649
31,12,discrete_step,none,BDF,5,0.025,0.104281692205464,1.80312915000013,0.10473756600004,0.00767012047806856,0.00487891667109699
32,11,discrete_step,none,RK45,5,0.1,0.353199711212274,0.231168240999978,0.213706698000351,0.00596413035364163,0.0059850276689253
32,11,discrete_step,none,RK45,5,0.05,0.176599855606137,0.258732493000025,0.213706698000351,0.00498397941747129,0.00373886234299152
32,11,discrete_step,none,RK45,5,0.025,0.0882999278030685,0.278209236000293,0.213706698000351,0.00700986147378183,0.00364894947418564
32,11,discrete_step,none,BDF,5,0.1,0.353199711212274,0.621070159000738,0.0832491800001662,0.00610303482000313,0.00611394756936745
32,11,discrete_step,none,BDF,5,0.05,0.176599855606137,1.06426348399964,0.0832491800001662,0.00511246138830298,0.00382647658035389
32,11,discrete_step,none,BDF,5,0.025,0.0882999278030685,2.02166745100021,0.0832491800001662,0.0072303191842463,0.00382288234832549
33,14,discrete_step,none,RK45,5,0.1,0.405574255975459,0.366998497999703,0.312301232000209,0.00978705325021674,0.00465703018007267
33,14,discrete_step,none,RK45,5,0.05,0.202787127987729,0.420391405999908,0.312301232000209,0.0064540393491797,0.00319746985211484
33,14,discrete_step,none,RK45,5,0.025,0.101393563993865,0.444495146999543,0.312301232000209,0.00860182189132398,0.00517299701033473
33,14,discrete_step,none,BDF,5,0.1,0.405574255975459,0.406084310000551,0.278830340999775,0.00979995714650395,0.00465731508939191
33,14,discrete_step,none,BDF,5,0.05,0.202787127987729,0.667503764000685,0.278830340999775,0.00669677367531769,0.00327536502395361
33,14,discrete_step,none,BDF,5,0.025,0.101393563993865,1.16527649300042,0.278830340999775,0.00879685640278106,0.00520572902595951
34,15,discrete_step,none,RK45,5,0.1,0.421950634975531,0.417843426999752,0.337482593999994,0.0142669743654976,0.00511906559419966
34,15,discrete_step,none,RK45,5,0.05,0.210975317487765,0.457004210999912,0.337482593999994,0.00981076390074913,0.00357378800418612
34,15,discrete_step,none,RK45,5,0.025,0.105487658743883,0.534876786000496,0.337482593999994,0.0120339305673862,0.00520101049947822
34,15,discrete_step,none,BDF,5,0.1,0.421950634975531,0.571518134000144,0.490793588999622,0.0143272626335145,0.00518391829057331
34,15,discrete_step,none,BDF,5,0.05,0.210975317487765,0.833716637999714,0.490793588999622,0.0101197778730744,0.00372456162971572
34,15,discrete_step,none,BDF,5,0.025,0.105487658743883,1.41957410800023,0.490793588999622,0.0123632099843523,0.0051899151340888
35,13,discrete_step,none,RK45,5,0.1,0.443999331132841,0.384037978000379,0.263319086000592,0.0104682036710115,0.00484148442269587
35,13,discrete_step,none,RK45,5,0.05,0.221999665566421,0.376278945000195,0.263319086000592,0.00680257490844071,0.0039565821348702
35,13,discrete_step,none,RK45,5,0.025,0.11099983278321,0.44027503199959,0.263319086000592,0.00956406169523545,0.00586542599721828
35,13,discrete_step,none,BDF,5,0.1,0.443999331132841,0.407232634000138,0.547733209999933,0.0105177217610773,0.00487023593328108
