output_id,n_classes,price,min_acc,max_acc,social_optimum_index,soc_stability,soc_anarchy,soc_optimum, min_tput, max_tput, opt_tput
3343,4,4.09700615495659,9,9,5,5.0396526053906925,5.0396526053906925,7.98243422521705, 41.912708, 41.912708, 28.467465
3344,4,0.4524661357430404,60,60,13,14.447236855417575,14.447236855417575,34.22150523534049, 41.595205, 41.595205, 40.103565
3345,4,3.6165559676907217,12,12,7,8.198927387711343,8.198927387711343,12.725641226164951, 51.597599, 51.597599, 38.041533
3346,2,4.5924111242492325,4,4,3,1.4758405030030701,1.4758405030030701,1.803943627252302, 19.845485, 19.845485, 15.581177
3348,3,4.41882081242751,9,9,5,3.902017688152405,3.902017688152405,6.748316937862452, 43.671405, 43.671405, 28.842421
3349,3,0.08994475832363125,45,45,32,53.91460587543659,53.91460587543659,54.52373373364381, 57.96212, 57.96212, 57.401966
3350,2,2.2708463159031056,12,12,8,12.982547209162732,12.982547209162732,15.963040472775152, 40.232703, 40.232703, 34.129811
3351,4,0.5304896379403828,60,60,15,11.589455723577025,11.589455723577025,33.269376430894255, 43.418834, 43.418834, 41.226721
3352,4,4.421584115635709,6,6,4,2.668917306185744,2.6689173061857474,3.760306537457165, 29.198422, 29.198422, 21.446643
3353,2,3.2319711990755273,20,20,14,32.44024901848945,32.44024901848945,36.89753721294262, 97.079673, 97.079673, 82.145134
3354,4,4.823211634187082,8,8,5,4.0871869265033425,4.0871869265033425,6.780516829064589, 42.67288, 42.67288, 30.896575
3355,4,2.59789641724205,24,24,12,17.049580986190804,17.049580986190804,33.613720993095406, 79.399095, 79.399095, 64.788478
3356,2,0.8282229603192653,26,26,13,21.1777490316991,21.1777490316991,29.821866515849553, 42.711546, 42.711546, 40.588765
3358,3,2.546362779505223,26,26,15,21.891297732864203,21.891297732864203,33.20867130742166, 88.09673, 88.09673, 71.404113
3359,3,0.36546925876088876,45,45,29,54.95599635576001,54.95599635576001,58.21111749593423, 71.402113, 71.402113, 68.809726
3360,4,2.6784302249250347,14,14,8,8.111784851049514,8.111784851049514,13.675797200599728, 45.609808, 45.609808, 35.103239
