output_id,n_classes,price,min_acc,max_acc,social_optimum_index,soc_stability,soc_anarchy,soc_optimum, min_tput, max_tput, opt_tput
0,4,0.33332778228965576,60,60,18,35.42302906262066,35.42302906262066,48.6031719187862, 55.422696, 55.422696, 54.603072
1,2,0.45861162783451537,30,30,20,33.330367164964535,33.330367164964535,35.12386344330969, 47.088716, 47.088716, 44.296096
2,3,4.335027866540021,6,6,4,1.5842248007598698,1.5842248007598698,2.6936905338399164, 27.594392, 27.594392, 20.033802
3,3,2.3385027111015693,35,35,20,30.585845111445067,30.58584511144508,46.24163377796863, 112.43344, 112.43344, 93.011688
4,3,1.1936557768188238,22,22,9,13.883444909985876,13.88344490998588,27.199032008630592, 40.143872, 40.143872, 37.941934
6,2,4.1137999531624425,6,6,4,4.243796281025343,4.243796281025343,4.72921718735023, 28.926596, 28.926596, 21.184417
7,3,1.2223409633216498,22,22,10,13.043055806923704,13.043055806923704,22.719571366783512, 39.934557, 39.934557, 34.942981
8,4,0.7395095296312137,49,49,20,12.384749048070525,12.384749048070525,26.15623840737573, 48.620716, 48.620716, 40.946429
9,3,0.450313818918221,45,45,18,28.259422148680056,28.259422148680056,37.486038259472025, 48.523544, 48.523544, 45.591687
10,4,1.2626812222549995,40,40,16,18.013533109800022,18.013533109800022,37.91455444392001, 68.520782, 68.520782, 58.117454
11,4,2.127766166784892,20,20,10,11.684970664302163,11.684970664302163,25.606169332151087, 54.240294, 54.240294, 46.883831
12,2,1.4828532207273093,20,20,12,29.418249585453815,29.418249585453815,36.7558773512723, 59.075314, 59.075314, 54.550116
13,2,4.1806908006018855,7,7,5,5.940382395786806,5.940382395786806,7.019266996990572, 35.205218, 35.205218, 27.922721
14,3,1.835812118333614,18,18,9,16.345062869994948,16.345062869994948,27.039781934997478, 49.389681, 49.389681, 43.562091
15,2,1.2059545889297536,30,30,18,38.9375283321074,38.9375283321074,46.46032839926444, 75.116166, 75.116166, 68.167511
16,3,2.1782748523575135,18,18,11,13.238627657564756,13.238627657564756,18.807043624067358, 52.447575, 52.447575, 42.768067
17,2,4.534393731522962,5,5,4,3.3196243423851897,3.3196243423851897,3.749697073908152, 25.991593, 25.991593, 21.887272
18,3,1.266960999107249,30,30,13,16.58590402678253,16.58590402678253,30.237492011605767, 54.594734, 54.594734, 46.707985
19,3,4.441507970622896,4,4,3,2.348505117508413,2.348505117508413,2.7287460881313113, 20.114537, 20.114537, 16.05327
20,2,3.2415431567224955,15,15,10,21.679911649162577,21.679911649162577,25.361509432775048, 70.303059, 70.303059, 57.776941
21,4,0.11819209794643903,60,60,22,42.124962123213656,42.124962123213656,46.03501884517835, 49.216488, 49.216488, 48.635245
23,2,3.7702653573578204,8,8,5,8.873151141137438,8.873151141137438,10.7842002132109, 39.035274, 39.035274, 29.635527
24,3,1.0712839823802307,24,24,10,11.983742422874464,11.983742422874464,23.472280176197692, 37.694558, 37.694558, 34.18512
25,4,4.402004124578392,7,7,4,2.477864127951257,2.4778641279512605,4.753726501686433, 33.291893, 33.291893, 22.361743
26,3,4.73439293010744,6,6,4,5.150814419355363,5.150814419355363,6.363407279570243, 33.557172, 33.557172, 25.300979
27,4,1.6790329422781496,27,27,12,13.30174655848996,13.301746558489967,29.58459069266221, 58.635636, 58.635636, 49.732986
28,4,3.492219820492523,19,19,11,12.652221410642056,12.652221410642056,21.807383974582244, 79.004398, 79.004398, 60.221802
29,4,2.619858856632511,15,15,8,6.892110150512337,6.892110150512337,13.288851146939917, 46.189993, 46.189993, 34.247722
30,2,1.9099902088024496,11,11,7,14.169225703173055,14.169225703173055,16.781964538382855, 35.179118, 35.179118, 30.151896
31,3,3.8345877940934594,8,8,5,5.389798647252324,5.389798647252327,7.0087890295327036, 36.066501, 36.066501, 26.181728
32,3,4.237462226705816,9,9,5,4.5727879596476555,4.5727879596476555,7.622919866470923, 42.709948, 42.709948, 28.810231
33,4,4.142886345375777,8,8,5,5.041900236993783,5.041900236993783,6.712170273121116, 38.184991, 38.184991, 27.426602
34,4,0.5151329713090325,60,60,20,33.493463721458056,33.493463721458056,51.29378857381936, 64.401442, 64.401442, 61.596448
35,3,0.003088865704924948,45,45,27,49.622881043278376,49.622881043278376,49.674340625967034, 49.76188, 49.76188, 49.75774
37,4,4.709017877930348,8,8,5,4.537587976557212,4.537587976557212,6.332067610348258, 42.209731, 42.209731, 29.877157
38,3,1.6863208044958977,18,18,11,14.092080519073843,14.092080519073843,19.732875150545127, 44.445855, 44.445855, 38.282404
39,3,1.634640480177349,21,21,11,13.716749916275667,13.716749916275667,22.716885718049163, 48.0442, 48.0442, 40.697931
40,2,4.954404718539799,2,2,2,-0.16708913707959638,-0.16708913707959638,-0.16708913707959638, 9.7417203, 9.7417203, 9.7417203
41,4,2.970408274554168,12,12,7,5.7062107053499815,5.7062107053499815,10.027391078120829, 41.35111, 41.35111, 30.820249
42,3,3.080586804815995,9,9,5,3.706669756656048,3.706669756656048,6.065919975920028, 31.431951, 31.431951, 21.468854
43,2,2.060137496904017,12,12,8,9.962951037151797,9.962951037151797,12.093716024767861, 34.684601, 34.684601, 28.574816
44,3,4.133879927894808,7,7,5,6.496935504736339,6.496935504736342,8.272683360525958, 35.434095, 35.434095, 28.942083
45,2,3.57016061418872,6,6,5,4.9150383148676795,4.9150383148676795,5.260939929056403, 26.336002, 26.336002, 23.111743
46,2,0.8940184081730623,30,30,18,30.449515754808132,30.449515754808132,35.43553865288488, 57.270068, 57.270068, 51.52787
47,2,3.894333715728193,8,8,6,6.493179274174455,6.493179274174455,7.357713705630843, 37.647849, 37.647849, 30.723716
48,3,0.3476477936461808,45,45,25,25.98528028592186,25.98528028592186,30.42011415884548, 41.629431, 41.629431, 39.111309
49,4,1.7437738763501276,31,31,15,14.255398833146039,14.255398833146039,28.106071854748098, 68.312389, 68.312389, 54.26268
50,2,2.6901261121423814,12,12,9,16.984855654291422,16.984855654291422,18.779844990718573, 49.266369, 49.266369, 42.99098
51,4,1.6570888880380852,17,17,9,9.19328690335255,9.193286903352558,16.481616007657237, 37.363798, 37.363798, 31.395416
52,3,1.934994033362985,14,14,8,6.676227532918208,6.676227532918212,10.074526733096121, 33.766144, 33.766144, 25.554479
53,4,3.692888748059773,11,11,6,3.7441327713424926,3.7441327713424926,6.95577451164136, 44.365909, 44.365909, 29.113107
54,2,4.1634774332985165,4,4,3,1.2894402668059328,1.2894402668059328,1.7788977001044506, 17.94335, 17.94335, 14.26933
