output_id,n_classes,price,min_acc,max_acc,social_optimum_index,soc_stability,soc_anarchy,soc_optimum, min_tput, max_tput, opt_tput
4449,2,1.5158464637978997,16,16,10,21.825246579233603,21.825246579233603,27.246148362021003, 46.07879, 46.07879, 42.404613
4450,4,1.2568467705850255,43,43,17,17.940862864843908,17.940862864843908,39.52985090005457, 71.985274, 71.985274, 60.896246
4451,2,4.688493785587878,2,2,2,0.8609114288242452,0.8609114288242452,0.8609114288242452, 10.237899, 10.237899, 10.237899
4452,2,4.302936177918722,2,2,2,0.5412387441625555,0.5412387441625555,0.5412387441625555, 9.1471111, 9.1471111, 9.1471111
4453,3,0.6220095157170452,45,45,16,25.332030792732965,25.332030792732965,40.31953274852728, 53.322459, 53.322459, 50.271685
4454,4,1.407412290020988,35,35,14,15.866961849265415,15.866961849265422,38.489013939706176, 65.126392, 65.126392, 58.192786
4455,4,4.6317745819236915,4,4,4,-3.854967327694766,-3.854967327694766,-3.854967327694766, 14.672131, 14.672131, 14.672131
4456,4,4.0208371229155,8,8,5,2.678658016675996,2.678658016675996,5.2410303854225, 34.845355, 34.845355, 25.345216
4457,2,1.3977719445261771,18,18,11,16.913838998528814,16.913838998528814,20.16815661021205, 42.073734, 42.073734, 35.543648
4458,4,3.499011078809666,7,7,4,1.217875448332336,1.217875448332336,2.8586066847613356, 25.710953, 25.710953, 16.854651
4459,2,2.784293876335936,10,10,7,8.183112236640639,8.183112236640639,9.762590865648452, 36.026051, 36.026051, 29.252648
4460,2,2.519561104440596,10,10,7,10.792783955594036,10.792783955594036,12.61498126891583, 35.988395, 35.988395, 30.251909
4461,3,4.396709045402226,11,11,7,9.24310250057551,9.24310250057551,13.254909682184413, 57.606902, 57.606902, 44.031873
4462,2,0.5452141529135129,30,30,15,34.55111341259462,34.55111341259462,41.428126706297306, 50.907538, 50.907538, 49.606339
4463,2,1.9161067756865298,16,16,10,22.214884589015526,22.214884589015526,26.682219243134703, 52.872593, 52.872593, 45.843287
4464,3,0.5100172112094598,45,45,29,82.14012549557432,82.14012549557432,87.77181087492568, 105.0909, 105.0909, 102.56231
4465,4,0.30930626713830955,60,60,29,70.52686497170143,70.52686497170143,78.56843225298904, 89.085241, 89.085241, 87.538314
4466,2,0.26400780110087063,30,30,30,91.59979196697388,91.59979196697388,91.59979196697388, 99.520026, 99.520026, 99.520026
4467,2,2.43011407604675,10,10,7,16.207642239532504,16.207642239532504,18.348600467672757, 40.508783, 40.508783, 35.359399
4468,2,2.7875716203168475,20,20,13,22.86746159366305,22.86746159366305,27.86915793588099, 78.618894, 78.618894, 64.107589
4469,2,4.423122949156527,4,4,3,2.4414422033738923,2.4414422033738923,2.5442391525304187, 20.133934, 20.133934, 15.813608
