1,1,1,7.7785,3.5018,7.6903
3,1,1,16.871,2.7453,6.2951
5,1,1,21.308,2.2718,5.4126
7,1,1,23.517,1.9507,4.7981
9,1,1,24.659,1.7175,4.3352
1,3,1,6.1054,7.7159,5.6879
3,3,1,13.981,6.396,4.9009
5,3,1,18.344,5.5091,4.3731
7,3,1,20.787,4.8744,3.9885
9,3,1,22.193,4.3932,3.6866
1,5,1,5.0612,9.9487,4.3918
3,5,1,12.048,8.5722,3.9216
5,5,1,16.262,7.6004,3.5966
7,5,1,18.8,6.8789,3.3545
9,5,1,20.351,6.3158,3.1597
1,7,1,4.3536,11.213,3.5076
3,7,1,10.672,9.9246,3.21
5,7,1,14.726,8.9843,3.0032
7,7,1,17.302,8.2703,2.8496
9,7,1,18.941,7.7037,2.7258
1,9,1,3.8413,11.975,2.881
3,9,1,9.636,10.8,2.6807
5,9,1,13.542,9.9229,2.5431
7,9,1,16.131,9.2484,2.4439
9,9,1,17.832,8.7099,2.3661
1,1,3,6.3289,2.5759,16.609
3,1,3,14.499,2.1262,14.246
5,1,3,18.986,1.8266,12.695
7,1,3,21.433,1.6144,11.593
9,1,3,22.781,1.4548,10.744
1,3,3,5.224,5.9369,12.762
3,3,3,12.457,5.0992,11.343
5,3,3,16.805,4.5131,10.386
7,3,3,19.38,4.083,9.6975
9,3,3,20.901,3.7505,9.1603
1,5,3,4.4777,7.9367,10.175
3,5,3,11.005,7.0051,9.2628
5,5,3,15.198,6.3308,8.6432
7,5,3,17.834,5.8252,8.2033
9,5,3,19.468,5.4293,7.8653
1,7,3,3.9381,9.2176,8.3659
3,7,3,9.9107,8.29,7.7372
5,7,3,13.954,7.602,7.3112
7,7,3,16.62,7.0796,7.0177
9,7,3,18.34,6.6694,6.8031
1,9,3,3.5265,10.092,7.0549
3,9,3,9.0473,9.1987,6.5934
5,9,3,12.948,8.5225,6.2808
7,9,3,15.628,8.0043,6.0728
9,9,3,17.419,7.598,5.9316
1,1,5,5.3762,1.9732,20.725
3,1,5,12.851,1.6879,18.307
5,1,5,17.352,1.4896,16.701
7,1,5,19.989,1.3457,15.581
9,1,5,21.501,1.2359,14.737
1,3,5,4.5899,4.7304,16.506
3,3,5,11.315,4.1609,14.933
5,3,5,15.657,3.7508,13.873
7,3,5,18.375,3.4465,13.142
9,3,5,20.028,3.2115,12.607
1,5,5,4.0235,6.5319,13.587
3,5,5,10.159,5.8567,12.487
5,5,5,14.341,5.3569,11.739
7,5,5,17.102,4.9803,11.233
9,5,5,18.862,4.6887,10.881
1,7,5,3.5928,7.7878,11.485
3,7,5,9.2481,7.0785,10.668
5,7,5,13.274,6.541,10.106
7,7,5,16.054,6.131,9.73
9,7,5,17.901,5.8132,9.4837
1,9,5,3.2521,8.7091,9.9178
3,9,5,8.5038,7.9963,9.2811
5,9,5,12.38,7.445,8.8347
7,9,5,15.159,7.0187,8.537
9,9,5,17.079,6.6875,8.3496
1,1,7,4.6916,1.5703,22.624
3,1,7,11.601,1.3762,20.338
5,1,7,16.093,1.2366,18.793
7,1,7,18.91,1.1338,17.742
9,1,7,20.603,1.0553,16.999
1,3,7,4.0993,3.897,18.64
3,3,7,10.383,3.4834,17.031
5,3,7,14.699,3.177,15.922
7,3,7,17.564,2.9469,15.171
9,3,7,19.383,2.7705,14.661
1,5,7,3.651,5.53,15.788
3,5,7,9.4259,5.0132,14.586
5,5,7,13.57,4.6203,13.741
7,5,7,16.45,4.3204,13.167
9,5,7,18.368,4.0894,12.79
1,7,7,3.2976,6.7362,13.663
3,7,7,8.6465,6.171,12.724
5,7,7,12.624,5.7317,12.049
7,7,7,15.499,5.3909,11.585
9,7,7,17.494,5.1264,11.285
1,9,7,3.0105,7.6624,12.027
3,9,7,7.9957,7.0771,11.269
5,9,7,11.814,6.6131,10.711
7,9,7,14.666,6.2472,10.32
9,9,7,16.718,5.9604,10.065
1,1,9,4.1675,1.2943,23.595
3,1,9,10.586,1.1535,21.442
5,1,9,15.028,1.0489,19.938
7,1,9,17.999,0.9704,18.907
9,1,9,19.889,0.9105,18.21
1,3,9,3.7028,3.3041,20.01
3,3,9,9.5845,2.9881,18.401
5,3,9,13.837,2.7468,17.248
7,3,9,16.817,2.5622,16.448
9,3,9,18.812,2.4201,15.913
1,5,9,3.338,4.7917,17.345
3,5,9,8.7731,4.3808,16.088
5,5,9,12.842,4.06,15.166
7,5,9,15.807,3.8098,14.514
9,5,9,17.88,3.6152,14.077
1,7,9,3.0427,5.9366,15.291
3,7,9,8.0981,5.474,14.278
5,7,9,11.994,5.1053,13.517
7,7,9,14.926,4.8129,12.967
9,7,9,17.052,4.5826,12.593
1,9,9,2.798,6.8447,13.664
3,9,9,7.5257,6.3548,12.827
5,9,9,11.258,5.9574,12.184
7,9,9,14.144,5.6371,11.709
9,9,9,16.304,5.3815,11.378
