1,1,4.6145,10.033
2,1,8.344,9.5587
3,1,11.341,9.1238
4,1,13.742,8.7232
5,1,15.664,8.3532
1,2,4.3971,19.003
2,2,7.965,18.14
3,2,10.844,17.344
4,2,13.159,16.608
5,2,15.02,15.925
1,3,4.1982,27.045
2,3,7.6167,25.863
3,3,10.384,24.767
4,3,12.618,23.749
5,3,14.42,22.801
1,4,4.0155,34.273
2,4,7.2955,32.828
3,4,9.9589,31.483
4,4,12.115,30.227
5,4,13.86,29.054
1,5,3.8472,40.781
2,5,6.9983,39.119
3,5,9.5638,37.567
4,5,11.646,36.113
5,5,13.336,34.747
