1,1,1,5.9468,3.1803,2.7987
3,1,1,13.692,2.4465,2.2322
5,1,1,18.404,1.9767,1.8562
7,1,1,21.517,1.6532,1.5882
9,1,1,23.702,1.4181,1.3874
1,3,1,4.507,5.6012,2.3932
3,3,1,10.924,4.4575,2.0004
5,3,1,15.226,3.6802,1.7194
7,3,1,18.284,3.1221,1.5082
9,3,1,20.559,2.7043,1.3434
1,5,1,3.5868,6.1896,2.0972
3,5,1,9.0207,5.1149,1.8052
5,5,1,12.921,4.3433,1.5854
7,5,1,15.843,3.7653,1.4138
9,5,1,18.107,3.3178,1.276
1,7,1,2.973,6.4098,1.8657
3,7,1,7.6786,5.461,1.6391
5,7,1,11.224,4.7473,1.4622
7,7,1,13.984,4.1926,1.3201
9,7,1,16.188,3.7501,1.2034
1,9,1,2.5387,6.5478,1.6792
3,9,1,6.6873,5.706,1.498
5,9,1,9.9275,5.0494,1.3525
7,9,1,12.523,4.524,1.2331
9,9,1,14.647,4.0947,1.1332
1,1,3,4.742,2.7903,6.0276
3,1,3,11.368,2.2671,5.0025
5,1,3,15.712,1.9078,4.2677
7,1,3,18.749,1.6472,3.7154
9,1,3,20.979,1.4499,3.2856
1,3,3,3.7734,5.0436,5.4716
3,3,3,9.395,4.1503,4.7072
5,3,3,13.354,3.5146,4.1286
7,3,3,16.279,3.0421,3.6752
9,3,3,18.522,2.6786,3.3101
1,5,3,3.094,5.6287,5.0182
3,5,3,7.9331,4.7524,4.4156
5,5,3,11.532,4.1034,3.942
7,5,3,14.305,3.6055,3.5598
9,5,3,16.504,3.2124,3.2447
1,7,3,2.617,5.8616,4.62
3,7,3,6.8594,5.0715,4.1294
5,7,3,10.143,4.4632,3.7332
7,7,3,12.756,3.9816,3.4064
9,7,3,14.882,3.5915,3.1321
1,9,3,2.2685,6.0194,4.2682
3,9,3,6.0455,5.308,3.8604
5,9,3,9.0594,4.7428,3.5241
7,9,3,11.517,4.2835,3.2419
9,9,3,13.559,3.9035,3.0016
1,1,5,3.9309,2.5669,7.6462
3,1,5,9.6778,2.1747,6.5059
5,1,5,13.645,1.8908,5.6458
7,1,5,16.538,1.6756,4.9761
9,1,5,18.739,1.5067,4.4413
1,3,5,3.2475,4.7263,7.1977
3,3,5,8.2362,3.9983,6.3093
5,3,5,11.876,3.4624,5.6088
7,3,5,14.643,3.0528,5.0428
9,3,5,16.818,2.73,4.5765
1,5,5,2.7261,5.2922,6.8144
3,5,5,7.0864,4.5482,6.0887
5,5,5,10.414,3.9847,5.499
7,5,5,13.035,3.5442,5.0105
9,5,5,15.153,3.191,4.5994
1,7,5,2.3427,5.5065,6.4428
3,7,5,6.2072,4.8243,5.8325
5,7,5,9.2604,4.2903,5.3259
7,7,5,11.732,3.8616,4.8987
9,7,5,13.774,3.5102,4.5337
1,9,5,2.0548,5.6542,6.0829
3,9,5,5.5245,5.0341,5.5609
5,9,5,8.3397,4.5347,5.1205
7,9,5,10.669,4.1243,4.7439
9,9,5,12.627,3.7813,4.4182
1,1,7,3.3402,2.4243,8.5173
3,1,7,8.383,2.1213,7.3742
5,1,7,12.003,1.8916,6.4833
7,1,7,14.734,1.7103,5.7733
9,1,7,16.874,1.5628,5.1964
1,3,7,2.8456,4.5382,8.1904
3,3,7,7.3137,3.9318,7.2711
5,3,7,10.662,3.4726,6.525
7,3,7,13.268,3.1126,5.9095
9,3,7,15.36,2.8225,5.3944
1,5,7,2.4372,5.0926,7.9194
3,5,7,6.3992,4.446,7.1516
5,5,7,9.4838,3.9477,6.5115
7,5,7,11.956,3.552,5.9709
9,5,7,13.985,3.2301,5.5089
1,7,7,2.1229,5.2814,7.6372
3,7,7,5.6704,4.6783,6.9781
5,7,7,8.5178,4.2004,6.4187
7,7,7,10.855,3.8125,5.9385
9,7,7,12.81,3.4912,5.5224
1,9,7,1.8806,5.407,7.3385
3,9,7,5.0903,4.8542,6.7636
5,9,7,7.729,4.4047,6.2691
7,9,7,9.9373,4.032,5.8396
9,9,7,11.813,3.7179,5.4633
1,1,9,2.8885,2.3237,9.0184
3,1,9,7.3601,2.0841,7.9147
5,1,9,10.675,1.894,7.0361
7,1,9,13.249,1.7381,6.3245
9,1,9,15.315,1.6073,5.7385
1,3,9,2.5244,4.4199,8.7787
3,3,9,6.5555,3.9086,7.8661
5,3,9,9.6428,3.5107,7.1114
7,3,9,12.096,3.191,6.4801
9,3,9,14.1,2.9273,5.9463
1,5,9,2.201,4.9756,8.6008
3,5,9,5.8232,4.4064,7.8258
5,5,9,8.6886,3.961,7.1678
7,5,9,11.02,3.602,6.6043
9,5,9,12.959,3.3057,6.1179
1,7,9,1.9406,5.1433,8.4104
3,7,9,5.2154,4.6024,7.7359
5,7,9,7.8775,4.1696,7.1535
7,7,9,10.089,3.8147,6.6469
9,7,9,11.958,3.518,6.2032
1,9,9,1.7345,5.2448,8.1916
3,9,9,4.7194,4.7448,7.5956
5,9,9,7.1991,4.335,7.0749
7,9,9,9.2947,3.9928,6.6169
9,9,9,11.091,3.7023,6.2115
