n_players,price,base_price,Q,Qs_per_player,eq_tput
6,"[0.5649100389241795, 0.6442309006074973, 0.6871173810474263, 0.8479503430379164, 0.7342893533384486, 0.6891732822687004]",0.7444918085168009,92,"[48, 23, 10, 1, 1, 9]",65.64089332561913
6,"[0.7758212669630082, 0.9111547835100233, 0.6949952439411308, 0.8599238629407009, 0.9137019137746658, 0.7765443357802345]",0.7487148574360394,62,"[11, 1, 39, 1, 1, 9]",49.64598725592317
6,"[0.8636858163313896, 0.7312517146767975, 0.6323001984538694, 0.8423177996959903, 0.9190728083807762, 0.8734671525595659]",0.7823622856722424,72,"[1, 16, 52, 1, 1, 1]",55.65815371910459
6,"[0.7397606475740723, 1.0333294480298902, 1.03425123473255, 1.0873651782534925, 0.928269051792248, 0.9460604280916274]",0.9187676662055223,45,"[40, 1, 1, 1, 1, 1]",38.11437841496001
6,"[0.9186061553871072, 0.8866827879082068, 1.0419435766692475, 0.9805659976950332, 0.9406480460976742, 1.1117142885970168]",0.9513096845766306,18,"[1, 13, 1, 1, 1, 1]",16.5848049886468
6,"[1.0907247987649527, 1.031045055089251, 0.9030511137205556, 1.0465806771930983, 0.9583273955861333, 0.9850871206404807]",0.9750190131682799,15,"[1, 1, 10, 1, 1, 1]",13.94754598508575
6,"[0.9425699236790114, 0.9792077104046635, 0.6859335380894283, 0.7953439015766289, 0.6903993886702114, 0.7947839403942548]",0.7827892219122917,70,"[1, 1, 34, 1, 32, 1]",54.50445075744514
6,"[0.589136010979445, 0.583853738647838, 0.852882712638304, 0.5786419980305776, 0.7237208806061468, 0.6995557878397247]",0.7607881085934453,99,"[31, 32, 1, 33, 1, 1]",68.32613057460054
6,"[0.5039210645372924, 0.6889850275480478, 0.5829508905657544, 0.45068651705889895, 0.43712608448944534, 0.41435668518882907]",0.5450377552077018,128,"[19, 1, 1, 32, 35, 40]",73.69589516204051
6,"[0.669327793857978, 0.5131482932784792, 0.5305319427099937, 0.6456311734187745, 0.6136223806232591, 0.7098113870235051]",0.6299377283943671,105,"[1, 43, 38, 7, 15, 1]",70.20997147875296
6,"[0.8321666987547129, 0.6900187119864805, 0.706889580001724, 0.7123592970568859, 0.8181837359924155, 0.709571667994817]",0.7199086638359109,78,"[1, 24, 19, 16, 1, 17]",58.963177806093334
6,"[0.6083996133093507, 0.62450295740439, 0.72753731403271, 0.5834715408278142, 0.6568430151051976, 0.7452929941558853]",0.5736601303817879,97,"[27, 22, 1, 34, 12, 1]",67.60978195821914
6,"[0.3531280323849442, 0.5805144864609999, 0.5116679151339972, 0.41312638766778215, 0.4287072046950714, 0.41324518838450386]",0.44991596422914265,141,"[47, 1, 4, 31, 27, 31]",74.01780527579422
6,"[0.9658324171126462, 0.9364443524349593, 0.9153287339560466, 0.9236404523355802, 0.9949470708173684, 0.9605802175239786]",0.9587443578348911,15,"[1, 1, 7, 4, 1, 1]",13.94754598508575
6,"[0.6547585685704909, 0.6952334092469371, 0.7145974944960874, 0.8602264304231934, 0.7508545859994892, 0.8211288213151268]",0.8563468891862296,78,"[37, 22, 15, 1, 2, 1]",58.963177806093334
6,"[0.9562327675281407, 0.8973113855810707, 0.8479808466942687, 0.9604657003318957, 0.861493922428234, 0.9003674991020189]",0.9651973667659671,30,"[1, 1, 16, 1, 10, 1]",26.63959352173462
