,station,0
246,246,0.0031099392416890923
247,247,0.002867901138079124
248,248,0.013458074271249974
249,249,0.01091142873017699
250,250,0.0014160641712263476
251,251,0.0022336037850295485
252,252,9.23195088626479e-05
253,253,0.001312155722920551
254,254,0.0038870112923812265
255,255,0.002915155576986418
256,256,0.0
257,257,0.012286114436863105
258,258,0.0006376540226652786
259,259,0.012553431631816913
260,260,0.0016060557829478154
261,261,0.0010008608564726301
262,262,0.00443171459969968
263,263,0.0033064375978028313
264,264,0.0010277888633241023
265,265,0.0012110423198066341
266,266,0.010276461364319936
267,267,0.0049490250818858906
268,268,0.003214109710116912
269,269,0.0026438737507418165
270,270,0.0029184173151219593
271,271,0.0012156164733695633
272,272,0.0025176637195918226
273,273,0.000453526737835967
274,274,0.0
275,275,0.0017489876265738195
276,276,0.004342063268826182
277,277,0.004093073577144292
278,278,0.008988218041323562
279,279,0.0
280,280,0.003137982546927866
281,281,1.3724198506807203e-05
282,282,0.002795927367283715
283,283,0.0012365829545900972
284,284,0.0015851366336096574
285,285,0.00597456609528246
286,286,0.0021576771460457044
287,287,0.0
288,288,0.0068584436765236345
289,289,0.000514977048121409
290,290,0.0012452422176549428
