output_id,n_classes,price,min_acc,max_acc,social_optimum_index,soc_stability,soc_anarchy,soc_optimum
0,4,3.654495746669437,12,12,7,6.230512039966747,6.230512039966747,12.521248773313939
1,4,1.136425718579529,32,32,13,11.012947005455075,11.012947005455075,24.27565565846613
2,2,2.883618423205579,12,12,8,8.855541921533053,8.855541921533053,10.80991761435537
3,3,4.94471560028603,13,13,8,8.420935196281604,8.420935196281604,11.857051197711764
4,4,1.3700771171464876,22,22,9,10.00217542277727,10.002175422777274,25.611239945681618
6,3,4.922611364316401,4,4,3,1.4939715427343963,1.4939715427343963,1.8853739070507975
7,3,2.7284660025795033,10,10,6,7.658320974204969,7.6583209742049725,11.285233984522982
8,2,4.21144952858149,2,2,2,-0.22349235716297855,-0.22349235716297855,-0.22349235716297855
9,2,4.537199126849246,5,5,3,3.3715923657537665,3.3715923657537665,3.9990996194522612
10,4,4.027490218655022,11,11,6,4.821302594794751,4.821302594794751,9.089497688069862
11,2,1.5954770352405885,18,18,11,25.26806136566941,25.26806136566941,31.20743761235353
12,2,0.8430790181566139,30,30,14,33.962800455301576,33.962800455301576,45.078944745807405
13,2,3.4878181833733315,9,9,6,9.21709634964002,9.21709634964002,10.887517899760011
14,4,1.2898783196364882,28,28,11,13.370319050178324,13.370319050178324,32.451318483998634
15,3,2.728726096306592,19,19,11,17.483285170174753,17.483285170174753,24.343144940627493
16,4,1.7189587803915929,25,25,13,12.671822490210175,12.671822490210175,24.155003854909303
17,2,2.209308423274601,14,14,9,15.169670074155587,15.169670074155587,18.21130019052859
18,4,0.1940147124468039,60,60,27,43.83705625319176,43.83705625319176,48.8823937639363
19,4,1.5259068974498184,22,22,10,9.712421256103994,9.712421256103994,19.713692025501818
20,4,0.7495252095970634,60,60,20,35.69106642417619,35.69106642417619,61.40076380805874
21,3,0.5954082927687204,45,45,14,22.42311482540758,22.42311482540758,38.03277490123792
23,3,4.436725024893974,7,7,4,5.410497825742183,5.410497825742183,7.4946789004241054
24,2,1.094373254887323,18,18,10,17.892984412028188,17.892984412028188,23.24138745112677
25,3,1.074167918852823,27,27,11,15.547653190973783,15.547653190973783,29.40941189261895
26,2,2.983234690019426,10,10,7,13.60591009980574,13.60591009980574,15.878158169864019
27,2,4.917858775966922,6,6,4,4.104770344198467,4.104770344198467,5.022860896132315
28,3,3.312476315361374,18,18,11,17.799258323495273,17.799258323495273,23.784562531024886
29,4,2.746097785317411,14,14,8,6.625713005556243,6.625713005556243,12.278939717460718
30,3,2.5009060044826636,10,10,6,9.400489955173366,9.40048995517337,12.81981297310402
31,4,2.1953486913995786,17,17,9,10.447500246207163,10.447500246207163,18.778278777403795
32,2,4.500447970015334,6,6,5,5.995176179907993,5.995176179907993,6.307991149923331
33,3,0.07155193776037128,45,45,34,59.127601800783296,59.127601800783296,59.644409116147386
34,3,0.25186667124135864,45,45,24,53.067441794138865,53.067441794138865,56.991659890207394
35,4,3.998182751954732,8,8,5,5.294083984362146,5.294083984362146,6.920666240226341
37,4,4.635253143115002,8,8,5,5.127705855079981,5.127705855079981,6.700891284424988
38,2,1.8117883174290184,15,15,10,15.702542238564725,15.702542238564725,18.411722825709816
39,2,2.307232637790792,12,12,9,14.463590346510493,14.463590346510493,16.217298259882867
40,3,4.404446906075105,3,3,3,0.6228332817746853,0.6228332817746853,0.6228332817746862
41,3,2.2979853478117866,15,15,9,10.441477782823192,10.441477782823192,15.206236869693925
42,4,4.7089415051739945,4,4,4,-0.7859210206959766,-0.7859210206959766,-0.7859210206959766
43,3,3.3000800910063495,7,7,4,3.3017663629555543,3.3017663629555543,4.579525635974601
44,4,3.192458565465003,10,10,6,8.45565734534997,8.45565734534997,13.391717607209987
45,2,3.7805032372605947,6,6,4,3.6529825764364325,3.6529825764364325,4.331663050957623
46,3,2.632621883227537,15,15,9,8.78480475158694,8.78480475158694,13.430536050952165
47,2,3.807388619347175,8,8,6,7.188740045222602,7.188740045222602,7.879384283916952
48,2,4.0551940879876085,2,2,2,-0.5432787759752173,-0.5432787759752173,-0.5432787759752173
49,2,0.8379349816346104,30,30,23,42.78743555096168,42.78743555096168,44.58051942240396
50,4,1.0256547972927998,40,40,14,14.971781108288006,14.971781108288006,37.52743883790081
51,4,1.4485040673292975,20,20,9,8.862552653414049,8.862552653414049,18.358879394036325
52,4,0.253951985110335,60,60,24,25.4246928933799,25.4246928933799,32.88224835735197
53,2,0.8239250498845213,30,30,20,38.17647550346436,38.17647550346436,41.96907500230958
54,3,2.319435985076323,12,12,7,6.522634179084122,6.522634179084122,10.153981104465739
55,4,1.5723929144125242,26,26,13,11.053981225274377,11.053981225274377,21.922118112637186
56,3,4.376554565773791,9,9,6,7.984521908035887,7.984521908035887,10.85486160535726
57,2,4.335129631078209,10,10,7,10.011618689217912,10.011618689217912,11.016464582452542
58,4,0.7503398158248237,60,60,19,22.429488050510578,22.429488050510578,47.295702499328364
59,3,1.9581609114297112,27,27,14,21.654529391397794,21.654529391397794,33.888303239984054
60,3,3.3311521290189,11,11,7,7.849553580792104,7.849553580792104,11.143135096867702
61,4,0.5300365879479002,60,60,18,24.636647723125986,24.636647723125986,43.801579416937805
62,3,3.3202056046109223,9,9,6,8.404435558501696,8.404435558501696,10.097813372334468
63,2,3.1668996167242276,14,14,10,18.499674365860812,18.499674365860812,22.25950983275773
64,4,1.3616985977063862,27,27,11,11.739899861927569,11.739899861927569,29.219569425229757
65,3,2.340912134741978,11,11,7,5.583974517838243,5.583974517838243,8.128458056806156
66,2,1.3243642730781517,19,19,11,21.171232811515118,21.171232811515118,26.826328996140337
67,3,4.325442161094726,9,9,6,4.948446550147466,4.948446550147466,7.41536903343165
69,4,3.9897100105189414,5,5,4,1.0093429474052904,1.0093429474052904,1.5844659579242357
70,3,3.6972127840149316,5,5,3,1.6430440799253425,1.6430440799253425,2.361078647955204
71,3,0.9091686033008167,45,45,21,29.886153851463256,29.886153851463256,44.215495330682856
72,3,2.0638510263620358,21,21,12,19.57974444639725,19.57974444639725,27.523701683655574
73,2,1.0462139164576867,30,30,18,45.5872115062694,45.5872115062694,53.41977850376164
