output_id,n_classes,price,min_acc,max_acc,social_optimum_index,soc_stability,soc_anarchy,soc_optimum
822,2,4.993663484241763,3,3,2,1.4960545472747118,1.4960545472747118,1.701137031516474
823,4,2.552087828324672,24,24,13,11.130718120207867,11.130718120207867,20.088142231779266
824,4,2.5145479095271535,15,15,8,6.7329353570927,6.7329353570927,11.814049723782775
825,3,0.7264783687360021,45,45,19,20.336097406879908,20.336097406879908,34.693161994015966
826,3,4.413394819755238,6,6,4,1.8851220814685696,1.8851220814685696,3.0814397209790485
827,4,4.953264482147469,7,7,4,4.2819706249677125,4.28197062496772,7.296917071410121
828,4,3.903796109801867,4,4,4,0.7395175607925317,0.7395175607925317,0.7395175607925317
829,2,0.5296680837947226,30,30,25,81.28540348615832,81.28540348615832,82.20120890513194
831,3,2.8219301598640563,18,18,11,15.424442122446983,15.424442122446983,21.350595241495384
832,3,4.830792838263554,3,3,3,0.019177485209338485,0.019177485209338485,0.01917748520933671
833,4,2.577496045502807,16,16,9,8.69016727195509,8.69016727195509,15.72359459047474
834,3,0.6377191907037388,45,45,17,16.634922418331758,16.634922418331758,29.06744575803645
835,3,0.3647232221490232,45,45,28,45.41111900329396,45.41111900329396,49.14596677982736
836,2,4.891949934655767,2,2,2,-0.6159228693115342,-0.6159228693115342,-0.6159228693115342
837,3,1.2762655089515902,24,24,12,10.861309785161833,10.861309785161833,19.08636089258092
838,3,4.923370036541671,3,3,3,-0.13944510962501333,-0.13944510962501333,-0.13944510962501333
839,3,2.500649545295999,16,16,9,12.167332275264016,12.167332275264016,17.555023092336008
840,4,4.571106384471514,7,7,4,4.106071308699406,4.106071308699406,6.441941462113945
841,4,0.8252967032600389,60,60,21,22.467471804397668,22.467471804397668,47.769250231539196
842,4,2.7558161725171235,12,12,7,5.59137992979452,5.59137992979452,9.037492792380139
843,2,2.6991358375504255,8,8,6,5.319860299596595,5.319860299596595,6.132518974697447
844,2,3.478108654332685,9,9,6,10.298107111005834,10.298107111005834,12.072738074003892
845,4,4.90849416976728,8,8,5,5.599827641861758,5.599827641861758,8.026367151163596
846,2,1.975880408657265,11,11,7,6.892400504770087,6.892400504770087,8.209858139399147
847,4,2.7553011897433395,13,13,7,7.518932533336589,7.518932533336589,12.811284671796624
848,2,4.222896248411813,4,4,3,1.4658730063527479,1.4658730063527479,1.8196232547645614
849,2,2.8569395315591137,8,8,6,5.24524274752709,5.24524274752709,5.915865810645318
850,2,1.2142785121766064,22,22,13,19.255715732114655,19.255715732114655,24.64613034170412
851,4,3.061241340117336,10,10,6,5.375981598826634,5.3759815988266375,9.220582959295985
852,2,0.6239441760605263,30,30,19,52.7369177181842,52.7369177181842,57.230864654849995
853,4,3.1790488874886034,12,12,7,8.891094350136761,8.891094350136761,13.71346378757978
854,2,4.644385218630316,6,6,5,6.815141688218098,6.815141688218098,7.379612906848418
855,3,2.123553572181841,34,34,19,32.15948854581741,32.15948854581741,50.357131128545035
856,2,0.06045224795187931,30,30,30,86.00763556144362,86.00763556144362,86.00763556144362
857,4,4.31361694974934,17,17,10,12.369143854261225,12.369143854261225,21.623127502506605
858,2,4.3539092587527675,6,6,4,6.450871447483394,6.450871447483394,7.5256719649889305
859,2,2.2932492639012176,24,24,15,28.36018766637077,28.36018766637077,34.842719041481736
860,3,4.8544619077940405,3,3,3,1.2502222766178779,1.2502222766178779,1.2502222766178779
861,2,0.7289582208832512,30,30,20,37.55447837350246,37.55447837350246,40.210552582334984
862,3,0.04675073068194813,45,45,40,65.85976911931235,65.85976911931235,66.09352277272208
864,2,3.5360462731469178,5,5,4,2.308537634265413,2.308537634265413,2.596970907412329
865,2,0.11320018159317768,30,30,30,49.89639155220467,49.89639155220467,49.89639155220467
866,4,1.036048650229044,32,32,13,11.92730719267059,11.92730719267059,26.86291254702243
867,4,2.7080537071461053,15,15,9,8.600310392808417,8.600310392808424,15.553653635685052
868,2,0.3423805383430567,30,30,19,42.3196008497083,42.3196008497083,45.18369377148193
869,4,1.4884170300741077,21,21,10,9.985736368443739,9.985736368443739,20.03794369925893
870,2,3.46333313928758,6,6,4,3.9799181642745225,3.9799181642745225,4.86592044284968
871,3,4.920628934197805,3,3,3,-3.5023648025934158,-3.5023648025934158,-3.5023648025934153
872,4,0.9440494348258693,60,60,22,23.91352291044784,23.91352291044784,52.14187243383089
873,3,1.3948825107202585,20,20,9,13.544375785594827,13.544375785594827,25.882518403517675
874,2,2.533753467794284,10,10,7,7.765625322057161,7.765625322057161,9.315759725440014
875,3,1.0465898427174392,27,27,13,11.106869246629142,11.106869246629142,18.76773104467329
876,4,3.999160107203712,12,12,7,9.341572713555458,9.341572713555458,15.260314249574021
877,3,2.396444388960739,30,30,16,24.035874331177837,24.035874331177837,38.02833977662818
878,3,0.9699165011432459,33,33,12,16.885678462272885,16.885678462272885,34.74398498628105
879,3,0.8701257599412537,45,45,18,23.961261802643577,23.961261802643577,43.205633321057434
880,2,1.0218603134013087,26,26,14,24.951378851565977,24.951378851565977,32.95179861238168
881,2,4.801382128613868,2,2,2,0.044385342772264025,0.044385342772264025,0.044385342772264025
882,3,1.3181889853290811,21,21,10,13.234152308089293,13.234152308089293,24.731752146709198
883,2,3.815696927016477,5,5,4,3.616671364917618,3.616671364917618,4.015123291934092
885,2,2.5407888794697024,16,16,11,16.21356392848476,16.21356392848476,19.50576732583328
