output_id,n_classes,price,min_acc,max_acc,social_optimum_index,soc_stability,soc_anarchy,soc_optimum
1574,3,0.37753398460350307,45,45,30,51.215456692842366,51.215456692842366,54.58770046189491
1575,2,4.041405380484118,4,4,3,2.063470478063529,2.063470478063529,2.2275768585476454
1576,2,0.18906112182471235,30,30,24,66.00576634525862,66.00576634525862,66.73280607620691
1577,3,4.700492545768794,6,6,4,2.491899725387235,2.491899725387235,3.466548816924824
1578,3,1.0310753677609752,36,36,14,17.720659760604896,17.720659760604896,36.594678851346345
1579,3,0.2676790901903636,45,45,26,35.12170794143364,35.12170794143364,38.23180065505055
1580,3,1.617466634235441,23,23,12,16.95116641258486,16.95116641258486,29.519621389174716
1581,2,2.5635619816453263,14,14,9,13.949575256965431,13.949575256965431,17.178266165192063
1582,3,0.9139024004927732,39,39,13,16.862911380781853,16.862911380781853,38.28819179359395
1583,2,3.9520085602435024,10,10,7,8.879902397564976,8.879902397564976,10.101805078295481
1584,2,1.0299894780758356,26,26,15,20.126281570028272,20.126281570028272,25.719279828862472
1585,4,2.746406052166213,8,8,5,3.5470125826702947,3.5470125826702947,4.9017187391689365
1586,3,4.473461050717983,3,3,3,1.5352578478460508,1.5352578478460508,1.5352578478460508
1587,2,0.6278264567287756,30,30,23,42.26756529813673,42.26756529813673,43.516738495238165
1588,2,3.5452426121916685,9,9,6,8.026094490274986,8.026094490274986,9.047968326849992
1589,3,0.8771012915639304,38,38,14,15.957568920570651,15.957568920570651,32.60313691810499
1590,3,2.8702907284299495,15,15,9,13.997719073550755,13.997719073550755,20.816920444130457
1591,2,0.9211239977862423,30,30,21,55.43420606641273,55.43420606641273,59.30773004648892
1592,2,1.8344288149725307,16,16,11,21.21912496043951,21.21912496043951,25.064366035302164
1593,2,4.0640092938746335,8,8,6,8.578961649002935,8.578961649002935,9.452951236752199
1594,2,4.141281673650278,5,5,4,3.142331631748611,3.142331631748611,3.5942533053988868
1595,4,1.6440204900431694,32,32,15,13.85817431861858,13.85817431861858,30.339218649352468
1596,2,0.9677456710705995,30,30,21,52.53775586788201,52.53775586788201,55.988474907517414
1597,3,1.6218022330440847,20,20,10,14.849645339118304,14.849645339118311,26.859210669559157
1598,4,4.816041588673355,10,10,6,7.586467113266444,7.586467113266451,11.703799467959872
1599,2,0.6018928859426831,30,30,17,28.122023421719504,28.122023421719504,32.68481793897439
1600,2,0.508703378739383,30,30,30,65.5753676378185,65.5753676378185,65.5753676378185
1601,3,4.724818127351428,5,5,3,2.5808003632428616,2.5808003632428616,3.2221356179457157
1602,2,4.893536153298221,4,4,3,2.2071513868071158,2.2071513868071158,2.5376665401053353
1603,4,1.0810437501837,28,28,12,10.3557889948564,10.3557889948564,22.796338997795605
1604,3,1.684328762510317,33,33,16,21.63711483715955,21.63711483715955,35.90207079983494
1605,4,0.6228403173543307,52,52,15,11.215588497574807,11.215588497574807,29.031199239685044
1606,3,3.995415752177551,6,6,4,1.978646486934693,1.978646486934693,3.4606849912897957
1607,3,1.0028092276534668,45,45,19,36.67970975559399,36.67970975559399,55.56776467458413
1608,4,1.934217553436166,17,17,8,12.008465591585171,12.008465591585178,24.018699572510677
1609,3,3.7307104998153124,6,6,4,1.8323990011081257,1.8323990011081257,3.12998400073875
1610,2,2.6409798837924447,10,10,7,6.110814162075549,6.110814162075549,7.48324681345289
1611,2,4.869713155851376,4,4,3,2.0912003765944966,2.0912003765944966,2.2641515324458696
1612,4,1.5451623504002283,23,23,11,10.335280940794746,10.335280940794753,20.25810814559749
1613,2,2.616409041942058,10,10,7,6.825454580579422,6.825454580579422,7.864397706405596
1614,2,3.763082029780413,10,10,8,15.64749770219587,15.64749770219587,16.8816097617567
1615,2,4.135343443372028,8,8,5,6.631935453023779,6.631935453023779,8.023476783139863
1616,2,0.4855989139761807,30,30,16,30.573859580714576,30.573859580714576,34.701344376381115
1617,4,2.7589521145253264,25,25,14,18.919014136866835,18.919014136866835,34.36026839664543
1618,3,0.37524859884648876,45,45,20,23.537203051908005,23.537203051908005,29.761287023070224
1619,3,0.9788959938733827,24,24,11,12.43169914703882,12.43169914703882,21.48221506739279
1620,3,0.06782039470757617,45,45,28,36.65754023815907,36.65754023815907,37.450657948187875
1621,2,0.0017824766409207937,30,30,30,53.55310170077237,53.55310170077237,53.55310170077237
1623,2,1.9165193970212024,15,15,10,16.24191504468196,16.24191504468196,18.704663029787984
1624,4,2.388573259820485,33,33,16,24.343622425923982,24.343622425923996,47.56513184287224
1625,3,0.16112244490167849,45,45,17,39.13694897942447,39.13694897942447,43.09685443667147
1626,4,0.5543245362187343,60,60,26,57.50588782687594,57.50588782687594,73.83629005831291
1627,3,2.1128138459452157,17,17,10,12.42183661893133,12.42183661893133,19.01038654054785
1628,2,1.5101240033255658,24,24,14,25.75650092018642,25.75650092018642,33.37339095344208
1629,4,1.6616406840378595,26,26,13,11.716249215015651,11.716249215015651,23.551285107507834
1630,4,2.202124138269031,36,36,17,19.682972022314885,19.682972022314885,39.09040764942648
1631,2,2.983844243910225,16,16,10,17.152243097436397,17.152243097436397,21.07438456089775
1632,3,3.2390060140967583,10,10,6,7.526534859032424,7.526534859032424,10.194323915419453
1633,4,2.9479874157255153,14,14,8,6.889256179842782,6.889256179842789,11.95885867419588
1634,2,2.0453582070988814,12,12,8,11.061165514813421,11.061165514813421,13.33568234320895
1635,3,2.5734185641095184,26,26,15,25.77418033315253,25.77418033315253,38.35637953835723
1636,2,4.255037319296545,12,12,8,11.35058716844145,11.35058716844145,13.619713445627639
1637,2,1.2620702290996206,26,26,15,24.925170043409864,24.925170043409864,31.3567985635057
1638,2,4.029261274304893,6,6,4,3.648854354170645,3.648854354170645,4.05954690278043
1639,3,2.6312348963311383,12,12,7,7.84446724402634,7.84446724402634,10.573899725682033
1640,3,0.010531206600625787,45,45,40,45.035361702971834,45.035361702971834,45.08801773597497
1641,4,1.3344698383719644,44,44,18,19.312849111633568,19.312849111633568,45.883718909304655
1642,4,3.017010538910132,9,9,5,3.4079671498088118,3.4079671498088118,5.609453305449341
1643,3,2.2718286106533307,16,16,10,14.55881822954671,14.55881822954671,20.285521893466697
1644,2,1.2477993508641794,30,30,18,32.775766474074615,32.775766474074615,41.20822268444478
1645,3,1.4409960535311823,24,24,11,17.604304715251622,17.604304715251622,29.839120411157
1646,3,2.201691078486924,39,39,20,43.25205793900997,43.25205793900997,72.81933843026154
1647,2,2.5527054068392174,13,13,9,17.02211071109017,17.02211071109017,19.968077338447046
1648,3,3.6820418941533872,18,18,10,13.05129590523903,13.05129590523903,19.909594058466134
1649,4,4.635344847493798,4,4,4,-1.0051543899751891,-1.0051543899751891,-1.0051543899751891
1650,3,0.2389714392880965,45,45,33,61.542081232035656,61.542081232035656,63.08082750349283
1651,3,4.965272951678912,6,6,4,4.27485728992653,4.27485728992653,5.3541971932843495
1652,4,1.257460164668145,39,39,15,15.90496357794234,15.904963577942347,39.81707152997783
